,name,category,author,categories_list,view_count,ratting_value,ratting_count,chapter_cout
526,Ngạ Quỷ Tokyo,Seinen,Ishida Sui,"Mystery, Psychological, Horror, Supernatural, Seinen, ","85,964",4,85964,Chapter 179
527,Hậu Dấu Ấn Rồng Thiêng,Adventure,Junji Koyonagi - Kamui Fujiwara - Chiaki Kawamata,"Tạp chí truyện tranh, Horror, Psychological, Adventure, Action, Comic, ","85,959",4,85959,Chapter 36
528,Tôi thích cậu được chưa ,Romance,Linked,"Drama, Romance, Comic, ","85,954",4,85954,"Sorry tất cả mn , tại não ad hết"
529,Bet!!,One Shot,Toma Rei,"Romance, School Life, Shoujo, Comedy, One Shot, ","85,953",4,85953,Bet!! One Shot
530,BUSHIDO - THE WAY OF THE WARRIOR,Adventure,,"Action, Adventure, ","85,950",4,85950,Bushido 
531,99 độ F - Talk to me,Manhua,nhacuato,"Romance, Drama, Comedy, Manhua, ","85,948",4,85948,chap 32
532,What Do The Teenage Boys Do (FSH),Slice of Life,Đang cập nhật,"Slice of Life, Comedy, ","85,947",4,85947,Chapter 88.6
533,ÁC NỮ PHẢN DIỆN ĐẢO NGƯỢC ĐỒNG HỒ CÁT TRỌNG SINH,Romance,SanSoobe,"Romance, Drama, Manhua, ","85,943",4,85943,Chapter 1.1
534,Rasen No Vamp,Romance,MIZUNO Minami,"Romance, Shoujo, Supernatural, Historical, ","85,941",4,85941,Chap 4
535,Mạnh nhất manh chủ,Shoujo,Lang vũ&Morel,"Shoujo, Comedy, Manhua, ","85,939",4,85939,Chap 11
536,Chín Chín Tám Mươi Một - 9981,Manhua,Đang cập nhật,"Romance, Comedy, Manhua, ","85,937",4,85937,Chapter 91
537,Phác Đảo Sư Tôn Đại Nhân,Xuyên không,Đàm Khâu Các,"Cổ Đại, Romance, Xuyên không, Manhua, ","85,933",4,85933,Chap 16
538,Yakkai na Hatsukoi wa... Senpai to,Shoujo,HARADA Yui,"Romance, School Life, Shoujo, ","85,931",4,85931,Chapter 3
539,[ĐVT] Nenene,Historical,Otousan ; Hagiwara Daisuke,"Romance, Comedy, Supernatural, Historical, Shounen, ","85,926",4,85926,Chương 1
540,"Classmate, Kamimura Yuuka wa Kou Itta",Manga,SAKURAI Tsutsushi,"School Life, Manga, Sci-fi, ","85,924",4,85924,Chapter 16
541,Fate/Kaleid Liner Prisma Illya,Comedy,Hiroyama Hiroshi,"Action, Fantasy, Comedy, Shounen, ","85,923",4,85923,Fate/kaleid liner prisma illya chap 014
542,QUỲ XUỐNG. TỔNG TÀI BÁ KHÍ CỦA TÔI,Comedy,tieuduong111,"Action, Comic, Comedy, Manhua, ","85,922",4,85922,CHAP 1
543,Nenene,Comedy,"Hagiwara Daisuke,Otousan","Romance, Shoujo, Comedy, Supernatural, Historical, ","85,921",4,85921,Nenene – chap 3 [End]
544,Truyện xàm,Manhua,Bin bé,"Manhua, ","85,907",4,85907,Đăng tạm
545,Cherry love,Romance,Shigano Iori,"Drama, Romance, Shoujo, ","85,906",4,85906,Cherry love chap extra 02
546,Close to You - Lại Gần Anh,Comedy,Đang cập nhật,"Romance, Shoujo, Comedy, Manhua, ","85,904",4,85904,Chapter 5
547,Rappi Rangai,Comedy,Tanaka Hosana,"Harem, Shounen, Romance, Gender Bender, Adventure, Historical, Comedy, ","85,892",4,85892,Rappi rangai chapter 34
548,Bridesmaid,Comic,Ratana Satis,"Drama, One Shot, Romance, Truyện scan, Shoujo-ai, Comic, Manga, ","85,892",4,85892,Bridesmaid OneShot
549,Liar kiss,One Shot,Sonoda You,"Romance, School Life, Shoujo, One Shot, ","85,891",4,85891,Liar kiss OneShot
550,Constantine 2013 [The New 52],Action,DC Comics,"Action, Comic, Horror, Sci-fi, Adventure, ","85,890",4,85890,Chapter 1: Đốm Sáng Và Quầng Lửa 
551,Khát Vọng Đường Đua,Shounen,Soda Masahito,"Drama, Comedy, Shounen, Sports, ","85,889",4,85889,Khát vọng đường đua chap 70
552,Lãnh Khốc Tổng Tài Đích Hạ Thiên,Romance,Đang cập nhật,"Romance, Manhua, ","85,883",4,85883,"Chapter 48.1: Spoil chap 48, tôi chưa làm xong, làm ơn đừng hối tôi nữa. Sẽ xong sớm thôi, làm ơn.."
553,Zero,Supernatural,Đang cập nhật,"Action, Psychological, Slice of Life, Supernatural, ","85,880",4,85880,Chapter 1
554,Seiken Tsukai no Kinju Eishou,Harem,"Akamitsu,NANAMOMO Rio","Romance, Action, Harem, Seinen, Shounen, ","85,879",4,85879,Seiken tsukai no kinju eishou chap 001
555,Đảo Chết Chóc,School Life,Đang cập nhật,"Psychological, School Life, Horror, Manga, Tragedy, ","85,878",4,85878,Chapter 105
556,Floor ni maou ga imasu,Supernatural,Kawakami Masaki,"Seinen, Comedy, Supernatural, Manga, ","85,878",4,85878,Floor ni maou ga imasu chapter 17
557,Hoàng tử dối trá và bạn gái giả mạo,Romance,MIASA Rin,"Romance, School Life, Shoujo, Comedy, ","85,876",4,85876,Chapter 20
558,Lolicon saga,Slice of Life,WAMUSATO Haru,"Slice of Life, Seinen, Comedy, ","85,874",4,85874,Lolicon saga chap 3
559,Malicious Code,Supernatural,Ikeno Masahiro,"Drama, Josei, Sci-fi, Psychological, Supernatural, Adventure, Action, ","85,873",4,85873,Malicious code chap 4
561,Thố_miêu_công túa + 1 số mẩu truyện hài,VnComic, Ssâuu,"Romance, VnComic, ","85,870",4,85870,Chủ quyền! (end) 
562,Aiki-S,Seinen,Isutoshi,"Seinen, Comedy, Martial Arts, ","85,867",4,85867,Chapter 37
563,TÔ SINH CHIẾN SÚNG,Action,Billy Ma,"Action, Comic, Adventure, Sci-fi, ","85,866",4,85866,Chapter 14: Thích Khách
564,"Gaikotsu kishi-sama, tadaima isekai e o dekake-chū",Fantasy,Đang cập nhật,"Mystery, Harem, Shounen, Romance, Fantasy, Adventure, Action, Comedy, ","85,863",4,85863,Chapter 36
565,Midori no Hibi,Romance,Inoue Kazurou,"Romance, School Life, Manga, Sci-fi, ","85,857",4,85857,Chapter 86
566,Yuna,School Life,Seo Kouji,"Slice of Life, One Shot, Shounen, Drama, School Life, Comedy, ","85,849",4,85849,Yuna OneShot
567,Angelic Layer,Action,CLAMP,"Action, Comic, Sci-fi, Shounen, ","85,848",4,85848,Angelic layer chap 26.5
568,Đô Thị Cực Phẩm Y Tiên,Manhua,Đang cập nhật,"Action, Mystery, Manhua, ","85,840",4,85840,Chapter 412
569,Marine Corps Yumi,Comedy,,"Action, Comedy, Adventure, Webtoon, ","85,838",4,85838,Marine corps yumi chap 020
570,Đại Tiểu Thư Và Nhị Thiếu Gia,Romance,Hoài- T,"Romance, School Life, Shoujo, ","85,833",4,85833,Chap 1.1
571,Okitegami kyouko no bibouroku,Mystery,Đang cập nhật,"Drama, Mystery, Shoujo, Psychological, ","85,823",4,85823,Chapter 7
572,Hàng xóm ma cà rồng ,Drama,Cập nhật sau ,"Drama, Romance, Comedy, Manhua, ","85,820",4,85820,Chap 71
573,Câu Lạc Bộ Trụy Lạc,Manhwa,Heo Lee won - Koo Re Nai,"Webtoon, Manhwa, ","85,815",4,85815,Chapter 27
574,Hỏa Võ Anh Hùng,Manhua,Đang cập nhật,"Martial Arts, Manhua, ","85,813",4,85813,Chapter 36
575,Saike Shite Mo,School Life,Fukuchi Tsubasa,"Drama, Shounen, Romance, School Life, Supernatural, Comedy, Tragedy, ","85,809",4,85809,Chap 77: cùng nắm tay nhé
576,Sono Te Kara Tsutawaru,Slice of Life,Kyuugou,"Slice of Life, Shoujo Ai, One Shot, Shounen, ","85,809",4,85809,Chapter 1: One shot
577,Acchi Kocchi,Romance,ISHIKI,"Romance, Seinen, Comedy, ","85,801",4,85801,Acchi kocchi chap 10
578,Hero mask,Romance,Okabe Takashi,"Action, Romance, Seinen, School Life, Shounen, ","85,799",4,85799,Hero mask chap 5.2
579,Otome Youkai Zakuro,Fantasy,Hoshino Lily,"Seinen, Romance, Fantasy, Supernatural, Historical, Comedy, ","85,794",4,85794,Otome youkai zakuro chap 5
580,Thế Giới Ngọc Rồng - Kẻ thù cuối cùng,Doujinshi,Đang cập nhật,"Action, Comedy, Doujinshi, ","85,780",4,85780,Chapter 1
581,Tình Đầy Chông Gai 2,Shoujo,Unknow,"Romance, Shoujo, Comedy, Manhua, ","85,773",4,85773,Chapter 3
582,Aishiteru Love you,Fantasy,,"Romance, Fantasy, Shoujo-ai, ","85,772",4,85772,Aishiteru love you chapter 1
583,Bọn tớ thích cậu! Rito 2 - Venus,Adventure,Đang cập nhật,"Harem, Fantasy, Shounen, School Life, Supernatural, Adventure, Comedy, ","85,761",4,85761,Chapter 4: /4
584,Liệp Vật Giả,Action,Đang cập nhật,"Action, Mystery, Manhua, Adventure, ","85,761",4,85761,Chapter 8
585,Choujin Gakuen,Supernatural,Kokuzawa Yousuke,"Fantasy, Shounen, School Life, Supernatural, Action, Comedy, ","85,756",4,85756,Choujin gakuen chap 3
586,Trâm Trung Lục,Romance,Đang cập nhật,"Mystery, Romance, Shoujo, Manhua, ","85,755",4,85755,Chapter 145
587,Tiểu bảo mẫu ngọt ngào,Comedy,Mật ngọt đáng yêu,"Slice of Life, Comedy, Manhua, ","85,754",4,85754,Tuyển người gấp !!!!!
588,haruhi douji-Ai wo Awasete,Supernatural,HIROYUKI,"School Life, Comedy, Supernatural, ","85,749",4,85749,Haruhi douji
589,Otaku Kimo,Yuri,Nishizawa 5miri,"One Shot, Yuri, ","85,748",4,85748,Chapter 0
590,Again!!!,Supernatural,Mitsurou Kubo,"Drama, Shounen, Romance, School Life, Supernatural, Comedy, ","85,747",4,85747,Again!! Chap 99
591,Hồn Thú Ký,Shounen,Đang cập nhật,"Action, Mystery, Manhua, Adventure, Shounen, ","85,747",4,85747,Chapter 28
592,Cấm tình điềm mật: Đế thiếu hào môn trêu tận cửa,Shoujo,NTruyen.info,"Romance, Shoujo, Comedy, Manhua, ","85,746",4,85746,Chapter 37.2
593,Senakagurashi,Comedy,Kazama Ayami,"Drama, Romance, Seinen, Comedy, Manga, ","85,744",4,85744,Senakagurashi chap 21 end
594,Một không gian thời gian khác - Phần 2,Manhwa,Đang cập nhật,"Action, Fantasy, Supernatural, Webtoon, Manhwa, ","85,738",4,85738,Chapter 2
595,Be My Sweet Darling,Shoujo,Đang cập nhật,"Shoujo, ","85,725",4,85725,Chapter 2
596,Amagi - Công Viên Tươi Đẹp,Shounen,"YOSHIOKA Kimitake,Gatou Shouji","Romance, Comedy, Supernatural, Shounen, ","85,711",4,85711,Amagi 
597,Onnanoko wa kawaii mono ga o suki,One Shot,Youichi,"Drama, School Life, Comedy, One Shot, ","85,705",4,85705,Chapter 1
598,El Alamein no Shinden,Drama,Hoshino Yukinobu,"Action, Drama, Seinen, Historical, ","85,705",4,85705,Chapter 1: 
599,Deep love - tình yêu chôn dấu,Shoujo,Yoshii Yuu,"Romance, Horror, Manhua, Shoujo, ","85,693",4,85693,Chapter 8: END
600,Kirameki No Lion Boy,Romance,Đang cập nhật,"Romance, School Life, Shoujo, ","85,689",4,85689,Chapter 12
601,Đại Thánh Vương,Fantasy,Khưu Phúc Long,"Manhua, Fantasy, Adventure, Historical, Action, Comedy, Martial Arts, ","85,689",4,85689,Đại thánh vương chap 157
602,Công Chúa Nữ Vương Mệnh,Comedy,Âu Tiểu Gia,"Mystery, School Life, Comedy, Manhua, ","85,683",4,85683,Chapter 128
603,Ansatsu Kyoushitsu Spin-off,Doujinshi,,"Comedy, Doujinshi, ","85,683",4,85683,Ansatsu kyoushitsu spin
604,Oniisan no Hikkoshi no Katazuke ga Susumanai,Romance,Đang cập nhật,"Romance, Comedy, Shounen, ","85,657",4,85657,Chapter 12
605,Thuần tình Lục thiếu,Shoujo,Đang cập nhật,"Romance, Shoujo, Comedy, Manhua, ","85,647",4,85647,Chapter 222: Giữa hai người có bí mật gì đó!
606,Koi to Kemono to Seitokai,Shoujo,Shiraishi Yuki,"Romance, School Life, Shoujo, ","85,644",4,85644,Koi to kemono to seitokai – chap 8
607,Touhou - KILL GEPPU COMPLETE,Comedy,Imizu,"Action, Comedy, One Shot, Doujinshi, ","85,636",4,85636,Chapter 1
608,Ookami-san to Shichinin no Nakamatachi,School Life,"Okita Masashi,Suzushino Kurumi","Romance, School Life, Comedy, Anime, Shounen, ","85,633",4,85633,Ookami
609,Layers Anarchy,Manhwa,GLPI,"Action, Manhwa, Trinh Thám, ","85,626",4,85626,Chapter 0
610,Afternoon,Romance,Xia Da,"Romance, Slice of Life, Shoujo, Manhua, ","85,626",4,85626,Afternoon oneshot
611,Chó Mèo Đoạt Sẻ! new 2019,Harem,Đang cập nhật,"Harem, Webtoon, Fantasy, Yuri, Shoujo-ai, Action, ","85,624",4,85624,Chapter 1: Câu chuyện đầu năm mới ! (Part A)
612,Tuổi 15,Drama,Trang Sally,"Slice of Life, Drama, Shoujo, Yuri, ","85,611",4,85611,Chapter 20: 
613,Omoi ga Omoi Omoi-san,School Life,Toshitaka Yano,"Romance, School Life, Comedy, Shounen, ","85,607",4,85607,Chapter 23: chuyển nhóm dịch
614,Trở Lại Thành Người Chơi,Shounen,Đang cập nhật,"Action, Adventure, Webtoon, Manhwa, Shounen, ","85,605",4,85605,Chapter 25
615,Transfer Student the Storm Bringer,Martial Arts,Gangnengyi,"School Life, Comedy, Martial Arts, Manga, ","85,603",4,85603,Chapter 91
616,Bí Mật Sâu Sắc Nhất Của Tôi,Romance,Đang cập nhật,"Romance, ","85,597",4,85597,Chapter 45
617,Thợ Săn Báu Vật Jubei,Shounen,Tomizawa Hitoshi,"Action, Comedy, Shounen, ","85,591",4,85591,Chapter 5: Tay buôn chân chính
618,Đây là câu chuyện về một con mèo,Drama,Onio (おにお),"Drama, One Shot, Shoujo-ai, Shounen, ","85,573",4,85573,Chapter 1: One shot
619,Những Mẩu Truyện Ngắn,Anime,Nhiều Tác Giả,"Manhua, Manga, Anime, ","57,495",4,57495,"Vì con ổn mà, không sao đâu mẹ..:(("
620,Nhiệm Vụ Đặc Biệt,Martial Arts,FUJIKI Syun,"Action, Comedy, Martial Arts, Adventure, Shounen, ","85,561",4,85561,Kowashiya gamon phụ chương
621,Hệ Thống Chiếm Đoạt Bá Đạo Trên Từng Hạt Gạo,Manhua,Đang cập nhật,"Action, Fantasy, Xuyên Không, Manhua, ","85,557",4,85557,Chapter 1
622,Princess,,Đang cập nhật,", ","85,548",4,85548,Chapter 1
623,Chijou wa Pocket no Naka no Niwa,Slice of Life,Tanaka Ai,"Slice of Life, Fantasy, Josei, ","85,548",4,85548,Chijou wa pocket no naka no niwa chương 003: mảnh vườn trong chiếc túi của người
624,Con Tim Rung Động,Manhua,Kid Tuế,"Romance, School Life, Manhua, ","85,546",4,85546,Chap 52 
625,Oyasumi Punpun,Sci-fi,Asano Inio,"Action, School Life, Martial Arts, Sci-fi, Manga, ","85,542",4,85542,Chapter 121
626,Vật khiếm khuyết và bóng xanh,Comedy,Đang cập nhật,"Romance, Comedy, ","85,539",4,85539,Chapter 1
627,Phiên Vân Phúc Vũ,Action,"Liao Fu Cheng,Huang Yi","Action, Manhua, Martial Arts, Supernatural, Shounen, ","85,539",4,85539,Phiên vân phúc vũ chap 15
628,Võ Thần Đương Thế,Martial Arts,Đang cập nhật,"Fantasy, Martial Arts, Manhua, ","85,531",4,85531,Chapter 21
629,Ta Chẳng Qua Là Một Đại La Kim Tiên,Action,Đang cập nhật,"Action, Manhua, ","85,521",4,85521,Chapter 92
630,Tổng tài thú tiến môn - Thiên kim cao ngạo quá chọc người,Manhua,Sa Bà Phiêu Bạt,"Manhua, Manga, ","85,516",4,85516,Chap 21
631,Những Xác Chết Hồi Sinh Từ Đại Dương,Horror,Đang cập nhật,"Horror, ","85,510",4,85510,Chapter 28
632,Hoán đổi linh hồn với Gal,Manga,Taki Rei,"School Life, Slice of Life, Shounen, Romance, Fantasy, Comedy, Manga, ","85,503",4,85503,Chapter 3
633,Gyutto Shite Chuu,Shoujo,Chiba Kozue,"Romance, School Life, Shoujo, Comedy, ","85,502",4,85502,Gyutto shite chuu chap extra
634,Lãnh Huyết Tổng Tài Đích Tâm Kiên Thê,Romance,Đang cập nhật,"Romance, Shoujo, Manhua, ","85,501",4,85501,Chapter 72
635,Broken,Romance,Đang cập nhật,"Romance, Comic, ","85,500",4,85500,Chapter 1
636,Sụp đổ - Reiraku,Slice of Life,Asano Inio,"Romance, Slice of Life, Manga, ","85,499",4,85499,Chapter 5
637,Last Ranker -Be the Last One-,Adventure,Ueda Satoshi,"Action, Adventure, Manga, ","85,499",4,85499,Chapter 7
638,Người yêu và nô lệ,Manhwa,Đang cập nhật,"Manhwa, ","85,493",4,85493,Chapter 28
639,ViewFinder,Action,Đang cập nhật,"Action, Drama, Soft Yaoi, ","85,491",4,85491,Chapter 83.2: 
640,Futei De Furachi Na Ani Desu Ga,Harem,,"Romance, School Life, Harem, Shoujo, Manga, ","85,490",4,85490,Chapter 2
641,Devil Or Angel ???,One Shot,MOMONO Miku,"One Shot, ","85,489",4,85489,Chapter 1: Oneshot
642,Em Bé Và Tôi,Shoujo,AGAWA Marimo,"Drama, Slice of Life, Shoujo, Comedy, ","85,485",4,85485,Em bé và tôi chap 108: câu chuyện thứ 103: trưởng thành (phần 2)
643,Kanaete! Yuri Yousei,Soft Yuri,Đang cập nhật,"Soft Yuri, Comedy, Supernatural, Yuri, Shoujo-ai, ","85,482",4,85482,Chapter 2
644,mojako,Action,Fujiko F. Fujio,"Action, ","85,480",4,85480,Mojako chap 7
645,Tên kia! Đừng có lại đây !!,Romance,Thiên Vũ Môn,"Cổ Đại, Action, Romance, Comedy, ","85,479",4,85479,Chap 9
646,Đơn Phương Yêu Thầm Anh,Đam Mỹ,Đang cập nhật,"Manhua, Đam Mỹ, ","85,479",4,85479,Chapter 2
647,Kurayami ni Strobe,School Life,Hayakawa Nojiko,"School Life, Comedy, Manga, ","85,479",4,85479,Chapter 8
648,Chàng Quản Gia Bí Ẩn - Himitsu no Shitsuji-kun,Comedy,Washio Mie,"Romance, School Life, Shoujo, Comedy, One Shot, ","85,478",4,85478,Chapter 0
649,Rising x Rydeen,Manga,HATSUMI Youichi,"Romance, Comedy, Manga, ","85,459",4,85459,Chapter 29
650,Koukaku Kidoutai - Stand Alone Complex,Seinen,KINUTANI Yuu,"Psychological, Drama, Seinen, Action, Sci-fi, ","85,459",4,85459,Koukaku kidoutai 
651,Umisho,School Life,Hattori Mitsuru,"Action, School Life, Martial Arts, Manga, ","85,458",4,85458,Chapter 51
652,Em gái tôi không thể nào dễ thương đến vậy. Ayase If,Romance,Fushimi Tsukasa,"Romance, Comedy, Manga, ","85,449",4,85449,Chapter 2
653,Gối Đầu Vào Tổng Tài Ác Ma,Drama,Anime Khai Nguyên,"Drama, Manga, ","85,449",4,85449,Chap 104: End
654,Sử thi Gilgamesh,Action,Đang cập nhật,"Action, Fantasy, ","85,447",4,85447,Chapter 112
656,ware wa ken-ou,Action,Shibamura Yuuri,"Action, School Life, Seinen, ","85,443",4,85443,Ware wa ken
657,Koi Wa Tsuzuku Yo Dokomade Mo,Slice of Life,Đang cập nhật,"Romance, Slice of Life, Shoujo, ","85,441",4,85441,Chapter 5
658,The Amazing Spider-Man,,Đang cập nhật,", ","85,435",4,85435,Chapter 3
659,Shibuya Kingyo,Action,Đang cập nhật,"Horror, Drama, Fantasy, Adventure, Action, Manga, ","85,431",4,85431,Chapter 28.2
660,Kono kamen no akuma ni sodan wo!,Adventure,Đang cập nhật,"Fantasy, Seinen, Comedy, Adventure, ","85,431",4,85431,Chapter 1: Ngộ bắt đầu giúp đỡ mọi người
661,My Little Noir,One Shot,Đang cập nhật,"Slice of Life, Seinen, Comedy, One Shot, ","85,426",4,85426,Chapter 1: One shot
662,Devil May Cry 5 -Visions of V-,Adventure,Đang cập nhật,"Horror, Drama, Fantasy, Supernatural, Adventure, Action, Manga, ","85,418",4,85418,Chapter 27
663,Torikago no Tsugai,Romance,MINAMI Toutarou,"Mystery, Psychological, Horror, Shounen, Romance, Tragedy, ","85,406",4,85406,Torikago no tsugai chap 21 
664,TÔI KẾT HÔN CÙNG ANTIFAN,Drama,Kim Eun Jeong,"Drama, Romance, Comedy, Manhwa, ","85,403",4,85403,NHƯỢNG TRUYỆN
665,Vanitas no Carte,Manga,Jun Mochizuki,"Mystery, Sci-fi, Manga, Drama, Fantasy, Comedy, Tragedy, ","85,403",4,85403,Chapter 21
666,Toaru Idol No Accelerator-Sama,Manga,Kamachi Kazuma - Tatitu Teto,"Slice of Life, Shounen, Romance, Supernatural, Comedy, Manga, ","85,400",4,85400,Chapter 13
667,Tây Du Đường Tăng Hàng Ma,Supernatural,Đang cập nhật,"Manhua, Sci-fi, Fantasy, Supernatural, Adventure, Comedy, ","19,817",4,19817,Chapter 44
668,Yoru ni naru to Boku wa,Mystery,Yuu Masuko - Kakeru Ninomae,"Mystery, Drama, Horror, Shounen, Psychological, Supernatural, Action, Manga, ","85,386",4,85386,Chapter 8
669,Musamura,Slice of Life,,"Romance, School Life, Comedy, Slice of Life, ","85,384",4,85384,Musamura chap 15:
670,Nagisa Round,School Life,Oka,"Drama, School Life, One Shot, ","85,384",4,85384,Nagisa Round OneShot
671,Mahou Shoujo Suzune Magica,Seinen,"Magica Quartet,Gan","Seinen, ","85,373",4,85373,Mahou shoujo suzune magica chap 1
672,Bá Vương Chí Tôn,Comedy,Đang cập nhật,"Action, Comedy, Manhua, ","85,367",4,85367,Chapter 1
673,10 điều phải làm khi là đàn ông,Comedy,Mimana Orimoto,"School Life, Comedy, Gender Bender, Supernatural, ","85,366",4,85366,Chapter 1: One shot
674,Cuồng thê thần y ngũ tiểu thư,Xuyên không,Thùy Phạm,"Cổ Đại, Xuyên không, Manhua, ","85,362",4,85362,chap 4
675,Quỷ Ăn Thịt,,we iyá,", ","85,361",4,85361,Chapter 10
676,"Senpai, Sore Hitokuchi Kudasai!",Comedy,MIZU Asato,"Romance, Comedy, ","85,361",4,85361,Chapter 28
677,Tôi Là Lính Mới,Action,Đang cập nhật,"Action, Fantasy, Adventure, Manhwa, ","85,359",4,85359,Chapter 28
678,KHR Doujinshi - Commonplace Every Day,Shounen,Chips,"Shoujo Ai, One Shot, Shounen, ","85,350",4,85350,Chapter 1
679,Angel Heart,Romance,Tsukasa Hojo,"Mystery, Drama, Seinen, Romance, Action, Comedy, ","85,348",4,85348,Angel heart chap 044
680,Isekai wo Seigyo Mahou de Kirihirake,Manga,Đang cập nhật,"Action, Fantasy, Adventure, Manga, ","85,341",4,85341,Chapter 28
681,Gigantomakhia,Seinen,Miura Kentarou,"Fantasy, Seinen, ","85,341",4,85341,Gigantomakhia chapter 007
682,Mười dặm hồng trang thay huynh xuất giá,Cổ Đại,Thất cận oái động mạn,"Cổ Đại, Manhua, ","36,401",4,36401,Chap 1
683,Nam Thần Của Tôi,School Life,Thiên Thu Diệp,"Drama, Manhua, Romance, School Life, Shoujo, Comedy, ","85,339",4,85339,Chapter 197
684,Dekiai No Himitsu,Comedy,Toyama Monaka,"Romance, Comedy, Josei, ","85,338",4,85338,Chapter 11
685,Phượng Quy Triều: Lãnh Vương Thịnh Sủng Pháp Y Phi,Cổ Đại,Đang cập nhật,"Cổ Đại, Romance, Manhua, ","85,337",4,85337,Chapter 9
686,Tháp Kỳ,Manhua,Đang cập nhật,"Action, Manhua, Adventure, ","85,337",4,85337,Chapter 248
687,Alice no 100°C C,Slice of Life,NAKAJIMA Chizuna,"Harem, Slice of Life, Seinen, Shounen, Romance, School Life, Supernatural, Comedy, ","85,337",4,85337,Alice no 100°c c chap 7 end
688,[Doujinshi] Drunk Lucys confession?,Shoujo,Đang cập nhật,"Shoujo, ","85,335",4,85335,Chapter 1: One shot
689,Madrox,Comic,Marvel,"Action, Comic, Comedy, ","85,329",4,85329,Madrox chap 2
690,Đổ Thánh,Martial Arts,Vĩnh Nhân,"Drama, Martial Arts, Comedy, Manhua, ","85,325",4,85325,Chapter 6
691,C-Blossom-Case729,Drama,FUKUI Harutoshi - SHIMOTSUKI Kayoko,"Action, Drama, Shoujo, Mystery, ","85,323",4,85323,Chapter 3
692,The Valiant,Supernatural,Jeff Lemire - Matt Kindt - Paolo Rivera,"Horror, Fantasy, Supernatural, Historical, Action, Comic, ","85,323",4,85323,Chapter 4
693,Majo no Tabitabi,Adventure,Đang cập nhật,"Slice of Life, Fantasy, Comedy, Adventure, ","85,322",4,85322,Chapter 6: Những bước chân chậm rãi của cái chết
694,Baka to Test to Shoukanjuu Dya,Gender Bender,Koizumi - INOUE Kenji,"Romance, School Life, Comedy, Gender Bender, Shounen, ","85,313",4,85313,Chapter 6
695,Teach Me,Romance,Trang Sally,"Drama, Romance, Comedy, ","85,311",4,85311,Teach me chap 2
696,Thần Kinh Võ Lâm Cái Thế Vô Song,Martial Arts,Đang cập nhật,"Action, Martial Arts, Manhua, ","85,303",4,85303,Chapter 1
697,Personalized Princess,Comedy,Đang cập nhật,"Slice of Life, Manhwa, Romance, School Life, Shoujo, Comedy, ","85,301",4,85301,Chapter 10
698,Võ Thần,Action,,"Action, Fantasy, Manhua, Adventure, ","85,295",4,85295,Chapter 13
699,Metronome,Psychological,LEE Won-Jin,"Mystery, Drama, Seinen, Fantasy, Manhwa, Romance, School Life, Supernatural, Psychological, ","85,293",4,85293,Metronome chap 17
700,Koko Wa Ore Ni Makasete Saki Ni Ike To Itte Kara 10 Nen Ga Tattara Densetsu Ni Natteita,Action,Đang cập nhật,"Action, Fantasy, Adventure, ","85,286",4,85286,Chapter 54
701,Death Note: Fake Ending,Mystery,Đang cập nhật,"Mystery, Psychological, One Shot, Doujinshi, Shounen, ","85,283",4,85283,Chapter 1
702,LOVE/DEATH,Soft Yuri,Kuzushiro,"Action, Soft Yuri, Shoujo-ai, ","85,278",4,85278,Love/death 007 [End]
703,Đọc Tâm Cuồng Phi Khuynh Thiên Hạ,Comedy,Đang cập nhật,"Cổ Đại, Romance, Comedy, Manhua, ","85,274",4,85274,Chapter 58
704,Thế giới Murim,Adventure,Đang cập nhật,"Action, Martial Arts, Sci-fi, Manhwa, Adventure, ","85,268",4,85268,Chapter 72: 
705,Tình Bạn Dể Thương,Romance,Đang cập nhật,"Romance, Comedy, ","85,255",4,85255,Chapter 10
706,Black 999,Drama,Đang cập nhật,"Action, Drama, Martial Arts, Manga, Shounen, ","85,248",4,85248,Chapter 2.5
707,Tình yêu và Thù hận (K-POP) P1+P2,Comedy,Hắc Hường TEAM,"Romance, School Life, Comedy, Fantasy, ","85,248",4,85248,Chap 18—Chương II
708,Hohzuki Island - Đảo Kinh Hoàng,Manga,Sanbe Kei,"Horror, Manga, ","85,249",4,85249,Chapter 27
709,Seiyuu-San To Do S Na P-Sama,Romance,Đang cập nhật,"Romance, School Life, Shoujo, Comedy, ","85,248",4,85248,Chapter 3.5
710,Omae Watashi no Koto Suki daro,Shoujo,Tsubaki Izumi,"One Shot, Romance, School Life, Shoujo, Comedy, Manga, ","85,242",4,85242,My apologize
711,Jojo no Kimyou na Bouken,Action,Araki Hirohiko,"Horror, Shounen, Supernatural, Adventure, Historical, Action, Tragedy, ","85,242",4,85242,Chapter 657
712,KYOU KARA HITMAN - SÁT THỦ TẠM THỜI,Manga,,"Manga, ","85,239",4,85239,Kyou kara hitman 
713,Noragami,Action,Kawashima Tadashi - Adachi Toka,"Action, Adventure, Sci-fi, Manga, ","85,238",4,85238,Chapter 91
714,Itamewakete,Shoujo Ai,Yoshimoto Tatsukichi,"Shoujo Ai, Shounen, ","85,237",4,85237,Chapter 1
715,Ponko Tsundere na Osananajimi,School Life,Umitsuki Reona,"School Life, Comedy, Shounen, ","85,234",4,85234,Chapter 1
