,name,category,author,categories_list,view_count,ratting_value,ratting_count,chapter_cout
37,Noraneko to Ookami,School Life,Miyuki Mitsubachi,"Romance, School Life, Shoujo, Slice of Life, Manga, ","87,879",4,87879,Chapter 3
38,[Truyện Tranh] Lọ Lem Tinh Nghịch (Bản đẹp) - Mới Nhất,Comedy,Hwang Mi Ri,"Romance, School Life, Shoujo, Comedy, Manhwa, ","87,878",4,87878,Chapter 10
39,Shiro ari,Comedy,Pepu,"Romance, Fantasy, Shoujo, Comedy, ","87,874",4,87874,Shiro ari shiro ari chap 2
40,Dorei to no seikatsu,Doujinshi,Đang cập nhật,"Romance, One Shot, Doujinshi, ","87,864",4,87864,Chapter 1: One shot
41,Tân Nương Long Thần,Supernatural,Toma Rei,"Fantasy, Shoujo, Supernatural, ","87,863",4,87863,Tân nương long thần chap 1
42,Chào em cô bé zombie,Drama,Max,"Drama, Comedy, Manhwa, ","87,860",4,87860,Chương 6
43,The Mermaid Princesss Guilty Meal,Comedy,Takahiro Wakamatsu,"Action, Comedy, Supernatural, Manga, ","87,860",4,87860,Chapter 5
44,Cô gái thay đổi 180 độ,One Shot,Hinachi Nao,"Romance, Shoujo, Comedy, One Shot, ","87,856",4,87856,Chapter 1: One shot
45,Ma nữ cứng đầu,Supernatural,Miura Tadahiro,"Harem, Comedy, Supernatural, Shounen, ","87,854",4,87854,Chapter 149: Chisaki tỉnh mộng
46,Thiên thần đội lốt ác quỷ?,Xuyên không,Mer Quyên,"Drama, Action, Xuyên không, ","87,845",4,87845,Tui đã trở lại và ăn hại hơn xưa :'D
47,Allegro Agitato,Manga,Mizushiro Setona,"Romance, Manga, ","87,844",4,87844,Chapter 7
48,Maid In Heaven,Drama,Đang cập nhật,"Drama, Psychological, Webtoon, Manhwa, Yuri, ","87,843",4,87843,Chapter 1
49,Wannin!,Supernatural,HOONOKI Sora,"Fantasy, Josei, Martial Arts, Historical, Supernatural, ","87,835",4,87835,Wannin! chap 1
50,Haikyuu!! - Những ngày rực rỡ lặp đi lặp lại,Comedy,tyamorix,"Slice of Life, One Shot, Sports, School Life, Comedy, Doujinshi, ","87,828",4,87828,Haikyuu!! 
51,Linh Hồn Dự Đoán,Supernatural,Đang cập nhật,"Horror, Supernatural, Manhwa, ","87,820",4,87820,Chapter 8
52,Frag Time,Shoujo,Sato,"Drama, Soft Yuri, Shoujo, Supernatural, ","87,809",4,87809,Frag time chap 17: ending
53,Doll Star,Psychological,"Satomi,Ran (Story),Maki,Ebishi (Art)","Mystery, Drama, Seinen, Horror, Psychological, School Life, ","87,807",4,87807,Doll star vol 1 chap 3.2
54,Quản Gia Xấu Tính Vs Tiểu Thư Bần Cùng,Josei,Neko Hakushaku,"Comedy, Josei, ","87,805",4,87805,Chương 6
55,Viên Ngọc Nhiệm Màu,Slice of Life,KIKUTA Michiyo,"Drama, School Life, Slice of Life, Romance, Fantasy, Shoujo, Supernatural, Action, Comedy, ","87,802",4,87802,Chapter 8
56,Kami To Sengoku Seitokai,Manga,TAKADA Ryousuke - Akahori Satoru - Deguchi Ryusei,"Action, School Life, Martial Arts, Manga, ","87,801",4,87801,Chapter 46: Hạt giống
57,Memento Archivez,Action,NADAKA Harutsugu,"Action, School Life, Supernatural, Manga, Adventure, ","91,279",4,91279,Memento archivez chap 2
58,Wolfull Moon,Supernatural,TOMOFUJI Yuu,"Action, Shoujo, Supernatural, ","87,785",4,87785,Wolfull moon chap 3.5
59,Toshishita Koakuma no SM Kanrijutsu,,Đang cập nhật,", ","87,774",4,87774,Chapter 5
60,Túy ngọa mỹ nhân DROP,Drama,Ssâuu,"Cổ Đại, Drama, Harem, Manhua, ","87,773",4,87773,Đặc biệt
61,Làm Mèo Của Ta,Manhua,Tri Âm Mạn Khách,"Drama, Manhua, ","87,772",4,87772,[NT]
62,Thủy Nguyên Linh,Martial Arts,Đang cập nhật,"Action, Fantasy, Martial Arts, Adventure, ","87,766",4,87766,Chapter 10
63,Sakura-chan to Amane-kun,Romance,Đang cập nhật,"Romance, Gender Bender, ","87,766",4,87766,Chapter 5
64,Addolorato,One Shot,Shinjou Hajime,"Comedy, One Shot, Manga, ","87,763",4,87763,Chapter 1
65,Okyu no Trinity,Comedy,Esora Amaichi,"Romance, Fantasy, Comedy, ","87,758",4,87758,Chapter 6
66,"Fuguushoku to baka ni saremashita ga, jissai wa sorehodo waruku arimasen?",Fantasy,Katanazuki,"Fantasy, Adventure, Manga, ","87,756",4,87756,Chapter 4
67,GOT7: CÂU CHUYỆN NHẮN TIN,Drama,Dạ Lang Team,"Drama, ","87,756",4,87756,Chap 2: Trò chuyện cùng Jinyoung
68,Rokujo x Hitoma,Comedy,Đang cập nhật,"Romance, School Life, Comedy, Supernatural, ","87,749",4,87749,Chapter 1: Điều ước của gã thất bại này sẽ trở thành sự thật
69,Dead Sorcerer,Manhwa,Camby,"Manhwa, ","87,748",4,87748,Chapter 14
70,Final Fantasy: Lost Stranger,Adventure,Đang cập nhật,"Action, Fantasy, Manga, Adventure, Shounen, ","87,747",4,87747,Chapter 17: Thiên đường nhỏ lệ
71,Noritaka,Comedy,Hamori Takashi,"Comedy, Martial Arts, Sports, ","87,745",4,87745,Chapter 26
72,Thịnh Thế Thiên Kiêu,Cổ Đại,A Thải,"Cổ Đại, Drama, Xuyên không, Manhua, ","98,722",4,98722,Chap 5
73,Trance Knights,Shounen,Kugayama Reki,"Action, Shounen, ","87,742",4,87742,Trance knights chap 1
74,Người Đàn Ông Thực Thụ,Manhwa,Đang cập nhật,"Action, Drama, Manhwa, ","87,737",4,87737,Chapter 23
75,Street Fighter Unlimited,Comic,Capcom - Udon Entertainment,"Action, Martial Arts, Comic, Supernatural, ","87,735",4,87735,Chapter 3.2
76,Soshite Haru No Tsuki,,Đang cập nhật,", ","87,714",4,87714,Chapter 4
77,Persona 5,Supernatural,Đang cập nhật,"Action, Drama, Supernatural, School Life, Shounen, ","87,710",4,87710,Chapter 4
78,Phách Đương Phu Hàng Hệ ,Manhua,Ty Lạp Truyện,"Drama, Manhua, ","87,709",4,87709,Chap 20
79,Dragon Ball Gaiden: Tensei shitara Yamcha datta ken,Gender Bender,,"Fantasy, Gender Bender, Action, Comedy, Martial Arts, Manga, ","87,709",4,87709,Chapter 2
80,Suterare Yuusha wa Kitakuchuu,Adventure,Đang cập nhật,"Action, Fantasy, Comedy, Adventure, Shounen, ","87,703",4,87703,Chapter 4.2
81,Boboiboy Shortcomic 2,Action,ilicetstar,"Action, Comic, Manga, ","87,691",4,87691,#7.1
82,LARFLEEZE,Comic,DC Comics,"Action, Comic, Adventure, Sci-fi, ","87,689",4,87689,Chapter 4
83,[Truyện Tranh] Kenja No Mago - Bản Tiếng Việt Mới Nhất,Fantasy,Yoshioka Tsuyoshi,"Shounen, Romance, Fantasy, Adventure, Comedy, Manga, ","87,685",4,87685,Chapter 30
84,Yi Er Fanclub,Manga,,"Manga, ","87,681",4,87681,Yi er fanclub chapter 1
85,Battle Royal,Horror,Đang cập nhật,"Action, Horror, Manga, Adventure, ","87,679",4,87679,Chapter 91
86,Yoakemono,Action,,"Action, ","87,676",4,87676,Yoakemono chap 16
87,Doctor Kazu K1+ K2 - Vô Địch Quái Y,Manga,Kazuo Mafune,"Action, Manga, ","87,675",4,87675,Chapter 20: thông điện
88,Hanzou No Mon,Action,Koike Kazuo - Kojima Goseki,"Action, Martial Arts, Manga, ","87,674",4,87674,Chapter 64.3
89,Yawarakai Onna,Historical,TOMI Akihito,"Seinen, Slice of Life, Romance, Fantasy, Historical, Comedy, ","87,671",4,87671,Yawarakai onna chapter 10
90,Goshujinsama Ni Kiwotsukete,School Life,Tsuge Amayo,"Romance, School Life, Manga, ","87,666",4,87666,Chapter 4: The Witch I ...
91,Thiền Tâm Vấn Đạo,Mystery,Đang cập nhật,"Mystery, Manhua, Webtoon, Slice of Life, Supernatural, Comedy, ","87,665",4,87665,Chapter 64
92,Love & Wish,Manhwa,Bạch Cửu Thiên,"Romance, School Life, Manhwa, ","87,653",4,87653, Chap 1
93,Mahouka Koukou no Yuutousei,Supernatural,"Hayashi Fumino,SATOU Tsutomu","Sci-fi, Fantasy, Shounen, Romance, School Life, Supernatural, ","87,655",4,87655,Mahouka koukou no yuutousei chap 6
94,Gunjou,Seinen,SAKAMOTO Kou,"Slice of Life, Seinen, Sports, ","87,644",4,87644,Gunjou chapter 005 
95,Skip To Loafer,School Life,Misaki Takamatsu,"Romance, School Life, Comedy, Slice of Life, ","19,891",4,19891,Chap 2.1
96,[ Khr Doujinshi ] D18 – Haru Yo Koi,,Fence Chokugeki / Tanaka Ball,", ","87,640",4,87640,Chapter 0
97,Hỏa Hồng Niên Đại Hắc Cốt Đường,Manhua,Khưu Thụy Tân,"Horror, Manhua, ","110,058",4,110058,Chapter 926
98,HORA HORA ♪ SUKITTE ICCHAINA YO!,One Shot,Macchaume,"One Shot, Manga, ","87,636",4,87636,Hora hora ♪ sukitte icchaina yo! one shot
99,Share Kiss Love,Romance,Đang cập nhật,"Romance, Shoujo, Comedy, ","87,629",4,87629,Chapter 6
100,Preparing for the Rain,One Shot,Personal Color,"Romance, Shoujo, One Shot, Shoujo Ai, ","87,625",4,87625,Chapter 1
101,Hàng Xóm,Supernatural,,"Drama, Manhua, Horror, Supernatural, ","21,814",4,21814,Hàng xóm chap 3
102,Touyuki,Shounen,Đang cập nhật,"Action, Fantasy, Adventure, Shounen, ","87,622",4,87622,Chapter 4
103,Maseki Gurume: Mamono No Chikara O Tabeta Ore Wa Saikyou!,Fantasy,Yuuki Ryou - Naruse Chisato,"Action, Fantasy, Xuyên Không, Adventure, Manga, ","87,620",4,87620,Chapter 14
104,ABOVE THE CLOUD SEA,Adventure,North Lane,"Action, Sci-fi, Adventure, Shounen, ","87,619",4,87619,Above the cloud sea chương 12
105,Nina-san no Mahou Seikatsu,Magic,TAKANASHI Ringo,"Comedy, Magic, Adventure, Shoujo-ai, ","87,613",4,87613,Nina
106,Cảm xúc của trái tim,School Life,Iriss,"School Life, ","87,612",4,87612,Chap 1
107,Blood Honey,Comedy,yozakura sakyou,"Comedy, Supernatural, ","87,603",4,87603,Chapter 5
108,Revenge Game,Mystery,Kurokawa Komachi,"Mystery, Romance, Horror, Shoujo, Tragedy, ","87,603",4,87603,Trò chơi báo thù chap 7: sự thật
109,Erotic Fairy Tales: Red Riding Hood,Josei,Takano Yumi,"Romance, Fantasy, Josei, ","98,299",4,98299,Erotic fairy tales: red riding hood chương 4
110,Kẻ Đồng Hành ~ Partner ~,Sci-fi,OBANA Miho,"Drama, Sci-fi, Horror, Romance, Truyện scan, Shoujo, Tragedy, ","87,590",4,87590,Kẻ đồng hành ~ partner ~ chap 24 end
111,Hachigatsu No Ghost,Romance,FURUMOTO Takeru,"Drama, Romance, Seinen, Slice of Life, Supernatural, ","87,586",4,87586,Chapter 10
112,"SuKi Ni Naranai Yo, Senpai",Comedy,Hatsuharu,"Romance, School Life, Shoujo, Comedy, Tragedy, ","87,582",4,87582,Chapter 7
113,Things that were lost and things that weren’t lost,One Shot,Đang cập nhật,"One Shot, Doujinshi, Sports, ","87,580",4,87580,Chapter 1
114,Bestia,Drama,,"Action, Drama, Historical, ","87,578",4,87578,Bestia chapter 23
115,Pretty Rhythm,Slice of Life,Mari Asabuki,"School Life, Slice of Life, Sports, Romance, Truyện scan, Shoujo, Comedy, ","87,575",4,87575,Chapter 1
116,Vương Phi Hám Của : Phu Quân Là Một Bảo Bảo Ấm Áp ,Cổ Đại,Đại Tỷ Team,"Cổ Đại, Xuyên không, ","87,573",4,87573,Chap 15
117,Ma Đạo Tổ Sư Doujinshi,One Shot,Lá xxx ,"Cổ Đại, Manhua, One Shot, Đam Mỹ, Doujinshi, ","87,569",4,87569,[Cross over MH] Vào bếp
118,Dear Green : Hitomi no Onowa,Manga,Fujiyama Hyouta,"Romance, School Life, Manga, ","87,569",4,87569,Chapter 2: Chap 006
119,Oshioki X-Cute,Fantasy,Đang cập nhật,"Romance, Fantasy, School Life, ","87,564",4,87564,Chapter 11
120,Tiger and Sharp Claws,Shounen,Đang cập nhật,"Shounen, Fantasy, Adventure, Action, Comedy, Martial Arts, ","87,563",4,87563,Chapter 21
121,Madoka Homura Collection,Comedy,Đang cập nhật,"Comedy, Doujinshi, ","87,556",4,87556,Chapter 5: 
122,Onee-san is into Elementary School Girls,Soft Yuri,Yuzuki Ryouta,"Slice of Life, Soft Yuri, Comedy, Manga, ","87,554",4,87554,Chapter 6
123,Tenkuu Shinpan,Adventure,MIURA TSUINA - OBA TAKAHIRO,"Action, Horror, Manga, Adventure, ","87,554",4,87554,Chapter 257
124,Perfect Girl Evolution,School Life,Hayakawa Tomoko,"Drama, Harem, Romance, School Life, Shoujo, Comedy, ","87,538",4,87538,Perfect girl evolution chap 1
125,Immortal Hounds,Drama,YASOHACHI Ryou,"Action, Drama, Seinen, Mystery, ","87,535",4,87535,Immortal hounds chap 12
126,Hard Luck Woman,One Shot,kawabata shiki,"Romance, Slice of Life, Shoujo, One Shot, ","87,535",4,87535,Hard luck woman one shot
127,Bạn gái tôi là sát thủ đẫm máu,Comedy,Lunanebi,"Comedy, ","87,532",4,87532,Chap 1
128,Yuusha-sama ni Ikinari Kyuukon Sareta no Desu ga,Romance,Đang cập nhật,"Drama, Fantasy, Romance, Comedy, Adventure, ","87,525",4,87525,Chapter 7
129,Lộc Đỉnh Kí,Manhua,Tư Đồ Kiếm Kiều,"Harem, Manhua, Seinen, Adventure, Action, Martial Arts, ","87,525",4,87525,Lộc đỉnh kí chap 60
130,Unclear thing,Comedy,Lazy dog,"Comic, Comedy, Shoujo, Shoujo Ai, ","87,520",4,87520,Chapter 1
131,Mahoutsukai no Konyakusha,Shoujo,Đang cập nhật,"Drama, Slice of Life, Romance, Fantasy, Shoujo, Adventure, Action, Comedy, ","87,503",4,87503,Chapter 4.4
132,Kouishou Radio,Supernatural,Nakayama Masaaki,"Horror, Supernatural, Seinen, ","87,499",4,87499,Kouishou radio chap 18
133,Lady Masquerade,Romance,Saitou Chiho,"Drama, Mystery, Romance, Josei, Psychological, ","87,497",4,87497,Lady masquerade chap 4b
134,L­ưu Manh Giang Hồ,Comedy,,"Comedy, Manhua, ","87,494",4,87494,Lưu manh giang hồ – chap 14
135,17-Sai Natsu - Seifuku no Jouji,Shoujo,Watanabe Shiho,"Romance, Shoujo, Comedy, ","87,491",4,87491,17sai natsu seifuku no jouji chap 4
136,Flower Petal,Webtoon,Alic,"Mystery, Fantasy, Seinen, Webtoon, ","87,470",4,87470,Flower petal 1
137,Yome no Manimani,Manga,Đang cập nhật,"Romance, Slice of Life, Comedy, Supernatural, Manga, ","87,462",4,87462,Chapter 11
138,Không thể chờ đến sáng mai được!,Comedy,Tanaka Meca,"Romance, Slice of Life, Shoujo, Comedy, ","87,460",4,87460,Chapter 5
139,LMLY,Drama,Linale,"Drama, Romance, ","87,459",4,87459,Chap 6+7+8
140,Blush-DC Himitsu,Psychological,MIYAZAKI Maya,"Drama, Seinen, Slice of Life, Romance, Psychological, School Life, ","87,454",4,87454,Blush
141,Survival Instinct Valkyria Nittanya,Drama,Đang cập nhật,"Drama, Soft Yuri, Doujinshi, ","87,445",4,87445,Chapter 1: One shot
142,Purikyuu [Ngắm Trúng Tim Anh],Romance,Motomi Kyousuke,"Romance, School Life, Shoujo, Comedy, Sports, ","87,445",4,87445,Purikyuu chap 5 [End]
143,Touhou - Ningentachi no Gensoukyo,Supernatural,Ashiyama Yoshinori,"Drama, Fantasy, Supernatural, ","87,443",4,87443,Chapter 14: Ngôi Sao Mai mọc buổi bình minh
144,The Secret Etiquette Of Lady Takashima.,Comedy,Mikipon,"School Life, Comedy, ","87,432",4,87432,Chapter 4
145,Himo Otoko to Fubin na Boku,Soft Yaoi,Cam,"Romance, Soft Yaoi, ","87,429",4,87429,Chapter 1
146,Galactus Trilogy,Comic,Marvel (Nhóm dịch,"Action, Comic, Supernatural, Adventure, Sci-fi, ","87,426",4,87426,Galactus trilogy 01 
147,Hotboy quốc dân sủng thành nghiện,Comedy,Đang cập nhật,"Romance, Shoujo, Comedy, Manhua, ","87,423",4,87423,Chapter 6
148,Mối Tình Đầu - Early Love,School Life,莉莉君lxl,"Romance, Drama, School Life, ","87,419",4,87419,Chap 9
149,DBON,Comedy,Nick Sherratt,"Fantasy, Adventure, Action, Comedy, Martial Arts, Doujinshi, ","87,415",4,87415,Dbon chap 7
150,Black Sheep - Cừu Đen,Trinh Thám,Gadriann,"Sci-fi, Slice of Life, Horror, Adventure, Trinh Thám, Comic, Webtoon, ","87,412",4,87412,Chapter 3: 
151,Boku no Namae wa Shounen A,Shounen,Kimizuka Chikara,"Drama, School Life, Manga, Shounen, ","87,411",4,87411,Chapter 32
152,Peridot,Drama,Kobayashi Hiyoko,"Drama, School Life, Seinen, Action, ","87,409",4,87409,Peridot chap 49+50 end
153,Family!,Comedy,Watanabe Taeko,"Romance, Comedy, Manga, ","87,408",4,87408,Chapter 10
154,Boku no kirai na kimi no koto,School Life,,"Romance, School Life, Slice of Life, One Shot, ","87,407",4,87407,Boku no kirai na kimi no koto OneShot
155,Mau Mang Anh Trai Tôi Đi,Manhua,U Linh,"Slice of Life, Manhua, ","87,406",4,87406,Chapter 156
156,9 Faces of Love,Romance,Wann,"Romance, Manga, ","87,406",4,87406,Chapter 9: 
157,Hareluya II Boy,Action,Umezawa Haruto,"Action, School Life, Manga, ","87,404",4,87404,"Chapter 119: ""Kết thúc có hậu&qu ..."
158,Trang nhất không có hắn,Comedy,U Linh,"Comedy, Manhua, ","87,402",4,87402,Chap 9
159,Hige Wo Soru. Soshite Joshikosei Wo Hirou.,Comedy,Đang cập nhật,"Romance, Slice of Life, Seinen, Comedy, ","87,399",4,87399,Chapter 24.2
160,Lang Hoàn Thư Viện,Manhua,Đang cập nhật,"Manhua, ","87,391",4,87391,Chapter 244
161,Ta Là Bá Vương,Supernatural,Đang cập nhật,"Cổ Đại, Mystery, Manhua, Fantasy, Supernatural, Adventure, Martial Arts, ","87,390",4,87390,Chapter 65
162,Gả Cho Một Tên Thái Giám Đáng Ghét,Comedy,Đang cập nhật,"Romance, Xuyên Không, Manhua, Comedy, ","87,388",4,87388,Chapter 178
163,Love And Hate,One Shot,FUJINO Akitsugu,"Comedy, One Shot, ","87,382",4,87382,Chapter 1
164,Ane-comi,Comedy,Inoue Kazurou,"Romance, Comedy, ","87,373",4,87373,Ane
165,Chủ nhân! Tôi yêu ngài ,Fantasy,StrayGirl,"Romance, Fantasy, Comedy, Gender Bender, ","87,370",4,87370,Chap 3
166,Xuất Mã Tiên - Những năm tháng ta làm Đại Tiên,Tragedy,Vân Duyệt Độc,"Mystery, Manhua, Adventure, Tragedy, ","87,368",4,87368,Chapter 1
167,Zetsubou no Trigger,Drama,Hijihara Erubo,"Drama, Fantasy, One Shot, Sci-fi, Shounen, ","87,356",4,87356,Zetsubou no trigger oneshot
168,Doronkyu,Comedy,Yoshimura Kai,"Seinen, Comedy, ","87,346",4,87346,Doronkyu Chap 10 Đi về nhà bạn thân ( ra mắt người yêu )
169,bí ẩn mãi mãi là bí ẩn,School Life,Nguyễn Nhung,"School Life, Comic, Trinh Thám, ","87,336",4,87336,xin lỗi mọi người nhiều
170,Idol A,School Life,Adachi Mitsuru,"Drama, School Life, Comedy, Shounen, ","87,325",4,87325,Chapter 4 [End]
171,"Anh trên thiên đường, tôi dưới địa ngục",Comedy,Đang cập nhật,"Comedy, Manhua, ","87,324",4,87324,Chapter 21
172,Kilala Princess - Công Chúa Kilala,Fantasy,TANAKA Rika,"Fantasy, Shoujo, Adventure, Shounen, ","87,320",4,87320,Chapter 23
173,I bet stuff like this happens a lot if you live in the sticks ,One Shot,Taishou Akatsuka,"Slice of Life, One Shot, ","87,318",4,87318,Oneshot
174,Chuột Hamster Bé Nhỏ Của Quốc Dân Lão Công,Manhua,Đang cập nhật,"Romance, Manhua, ","87,313",4,87313,Chapter 1
175,Galaxy Angel,Romance,Ootsuki Yuuko - Mizuno Ryo,"Romance, Sci-fi, Comedy, Adventure, Shounen, ","87,312",4,87312,Chapter 34
176,Xuyên Việt Vương Phi Yếu Thăng Cấp,Cổ Đại,Đang cập nhật,"Cổ Đại, Fantasy, Romance, Manhua, ","87,306",4,87306,Chapter 200
177,Kangoku Jikken,School Life,"Kantetsu,MINASE Chiho","Action, Psychological, Horror, Manga, School Life, ","87,305",4,87305,Game 35
178,Vạn Cổ Thần Vương,Mystery,Đang cập nhật,"Action, Mystery, Xuyên Không, Manhua, Adventure, ","87,301",4,87301,Chapter 220
179,Bữa Sáng Tình Yêu,Đam Mỹ,Tác giả: 菠萝饭,"Romance, Đam Mỹ, ","87,297",4,87297,Chap 32
180,Pokémon Pocket Monsters,,Đang cập nhật,", ","87,292",4,87292,Chapter 8
181,Dark Souls - Priscilla!,Adventure,Serizawa Enono,"Slice of Life, Fantasy, Adventure, Action, Comedy, Doujinshi, ","87,291",4,87291,Dark souls 
182,One Week Friends,Drama,Hazuki Maccha,"Drama, School Life, Comedy, Slice of Life, Shounen, ","87,289",4,87289,Chapter 23
183,Naruto Doujinshi - Koi No Jumon Wa Suki Tokimeki No Kisu,Doujinshi,Route463,"Shoujo Ai, Comedy, One Shot, Doujinshi, Shounen, ","87,284",4,87284,Chapter 0
184,Dr. Rin ni Kiitemite!,Action,Arai Kiyoko,"Drama, School Life, Romance, Fantasy, Shoujo, Supernatural, Action, Comedy, ","87,284",4,87284,Dr. rin ni kiitemite! chap 002
185,Nibble,One Shot,Đang cập nhật,"One Shot, ","87,283",4,87283,Chapter 1: One shot
186,Charon !,Action,Yoshinobu Yamada,"Mystery, Sci-fi, Horror, Shounen, Adventure, Action, Tragedy, ","87,281",4,87281,Charon ! chap 1 
187,Tensei Shitara Dragon No Tamago Datta,Supernatural,Đang cập nhật,"Sci-fi, Slice of Life, Fantasy, Supernatural, Adventure, Comedy, Manga, ","87,276",4,87276,Chapter 15
188,Truyện hài nhảm,Comedy,N.D.N,"Comedy, ","87,274",4,87274,Chapter 13
189,Oninagi,School Life,Ishida Akira,"Action, School Life, One Shot, Adventure, Manga, ","87,272",4,87272,Chapter 4
190,Tiểu Hoàng Thư Và Tiểu Hoàng Thúc,Harem,Đang cập nhật,"Harem, Xuyên không, Manhua, ","87,267",4,87267,Chapter 70
191,Kigurumi Manga,Action,Đang cập nhật,"Sci-fi, Fantasy, Horror, School Life, Adventure, Action, Manga, ","87,250",4,87250,Chapter 5
