,name,category,author,categories_list,view_count,ratting_value,ratting_count,chapter_cout
64,Từng Phút Kết Thúc,Mystery,Đang Cập Nhật,"Mystery, Seinen, Drama, Supernatural, Adventure, Action, ","30,430",4,30430,Chương 1
65,Ano koto Juliet,Romance,Đang cập nhật,"Romance, Comedy, Shoujo Ai, Shounen, ","30,429",4,30429,Chapter 1
66,Naruto: Chibi Sasukes Sharingan Legend,Comedy,Taira Kenji,"Shounen, Fantasy, Supernatural, Adventure, Action, Comedy, Martial Arts, ","30,429",4,30429,Chapter 1
67,Chư Giới Mạt Nhân Tại Tuyến,Fantasy,Đang cập nhật,"Action, Fantasy, Romance, Manhua, Adventure, ","30,427",4,30427,Chapter 6
68,10 năm yêu nhau của chúng tôi,Shoujo,Imoko Usagawa,"School Life, Shoujo, ","30,426",4,30426,Chapter 3
69,Hyoujou ga Issai Wakaranai Onnanoko (Pre-Serialization),Manga,Đang cập nhật,"Romance, Slice of Life, Comedy, Manga, ","30,417",4,30417,Chapter 2
70,Fukumenkei Noise,School Life,,"Drama, Romance, School Life, ","30,416",4,30416,Fukumenkei noise – chap 8
71,Cửu Đỉnh Ký (GM),Action,,"Action, Manhua, ","30,406",4,30406,Cửu đỉnh ký (gm) 78
72,Đồng bọn - Fetter,Manhua,Tào Chí Hào,"Action, Manhua, ","30,406",4,30406,Chapter 0: Giới thiệu
73,Sherlock BBC doujinshi - Extra Heart,Doujinshi,Sevnilock,"Doujinshi, ","30,402",4,30402,Chapter 1
74,Ngự Linh Thế Giới,Adventure,Đang cập nhật,"Action, Fantasy, Manhua, Adventure, Supernatural, ","30,394",4,30394,Chapter 495
75,Ari No Ou,Shounen,Đang cập nhật,"Action, Comedy, Shounen, ","30,386",4,30386,Chapter 6
76,Touhou Doujinshi,Doujinshi,,"Manga, Doujinshi, ","30,384",4,30384,Touhou doujinshi drunken scarlet
77,Lớp học vui nhộn,Comic,Hoài An,"Comic, ","30,383",4,30383,Chap 1
78,Akai Mi Hajiketa,Slice of Life,,"Romance, School Life, Seinen, Comedy, Slice of Life, ","30,378",4,30378,Akai mi hajiketa chap 12:
79,Phi Kiếm Vấn Đạo,Adventure,Ngã Cật Tây Hồng Thị,"Action, Mystery, Manhua, Adventure, Shounen, ","30,377",4,30377,Chapter 28
80,Princess Lover,Harem,"Ricotta,Yuiga Naoha","Drama, Harem, Seinen, Romance, Anime, Action, Comedy, ","30,374",4,30374,Princess lover chap 6
81,Hắc Lang và Hỏa Hồ Ly,Mystery,Luv P,"Mystery, Webtoon, Manhwa, Fantasy, Historical, Action, Comedy, ","30,369",4,30369,Chapter 78
82,Mill,Slice of Life,,"Drama, Seinen, Slice of Life, Romance, Supernatural, Comedy, ","30,368",4,30368,Mill chương 4: tớ xin lỗi
83,Starry Sky - After Season,Shoujo,"Honey Bee,Kirikuchi Karashi,Chidori Peco","Romance, School Life, Harem, Shoujo, ","30,368",4,30368,Starry sky 
84,Lời Tỏ Tình Muộn Màng,Shoujo,Kyomachi Hisa,"Romance, School Life, Shoujo, Slice of Life, Truyện scan, ","30,355",4,30355,Chapter 10
85,SMALLVILLE SEASON 11,Action,DC Comics,"Action, Mystery, Comic, Adventure, Sci-fi, ","30,342",4,30342,Chapter 55
86,Togari Shiro [Togari Season 2],Horror,Natsume Yoshinori,"Magic, Horror, Live action, Drama, Action, Comedy, Martial Arts, Manga, ","30,342",4,30342,Togari shiro chap 18
87,Omoide Emanon,Sci-fi,Tsuruta Kenji - Kajio Shinji,"Drama, Seinen, Supernatural, Sci-fi, Historical, ","30,341",4,30341,Chapter 7
88,Kimi wa choudai,One Shot,KURUMATANI Haruko,"Romance, School Life, Shoujo, Comedy, One Shot, ","30,332",4,30332,One Shot
89,Young Black Jack,Psychological,"Tezuka Osamu,Tabata Yoshiaki","Drama, Psychological, Seinen, Historical, ","30,325",4,30325,Young black jack chap 005
90,NỤ HÔN 5000 WON - Bản Full Đẹp,School Life,Hwang Mi Ri,"Action, Romance, Manhwa, School Life, ","30,323",4,30323,Chapter 56
91,Acony,Fantasy,Toume Kei,"Drama, Fantasy, Seinen, Slice of Life, Supernatural, ","30,322",4,30322,Acony chap 24
92,Yofukashi No Uta,Shounen,Kotoyama,"Romance, Slice of Life, Shounen, Psychological, Supernatural, Comedy, ","30,319",4,30319,Chương 11
93,Renekton And Summoner,Comic,Đang cập nhật,"Action, Comic, Supernatural, Adventure, Manhwa, ","30,316",4,30316,Chapter 2
94,Harru no Noroi,Psychological,Đang cập nhật,"Drama, Psychological, Romance, Josei, Slice of Life, ","30,316",4,30316,Chapter 8.3: extra
95,Tôi không phải là Succubus!,Shoujo-ai,Đang cập nhật,"Slice of Life, Soft Yuri, School Life, Yuri, Shoujo-ai, Comedy, ","30,307",4,30307,Chapter 3
96,Ichigo 100% - East Side Story,Comedy,Mizuki Kawashita,"Romance, Harem, Comedy, Manga, ","30,305",4,30305,Chapter 4
97,Devilchi - Cô bạn ác quỷ,Romance,Musuaki,"Romance, School Life, Comedy, ","30,298",4,30298,Chapter 36
98,Ayame to Amane,School Life,"Dowman Sayman,道漫晴明","School Life, Comedy, Shoujo-ai, ","30,297",4,30297,Ayame to amane chap 14
99,BAKUMAN (age 13),School Life,,"Action, School Life, Comedy, Slice of Life, ","30,296",4,30296,Bakuman (age 13) chap 2
100,Tôi tìm được ai đó để yêu,Romance,Daya,"Romance, School Life, Josei, Manhwa, ","30,292",4,30292,
101,Moe War,School Life,Đang cập nhật,"School Life, Comedy, One Shot, ","30,283",4,30283,Chapter 1: One shot
102,Do S gunjin to itsuwari no shoya,Shoujo,Đang cập nhật,"Romance, Shoujo, Josei, ","30,283",4,30283,Chapter 2
103,Vương Giả chi Chiến,Manhua,Hải Dương số 2,"Manhua, Sci-fi, Fantasy, Adventure, Action, Martial Arts, ","30,268",4,30268,Chapter 1
104,Tình Cũ Quá Hung Mãnh,Comedy,RinaSuji_201,"Romance, Comedy, Manhua, ","30,266",4,30266,Chap 1
105,Choroi Desuyo Onigoroshi-san!,Manga,Iwasaki Masakazu,"Romance, Slice of Life, Comedy, Manga, ","30,258",4,30258,Chapter 1
106,Thần Nữ Thái Năng Liêu,Manhua,Đang cập nhật,"Romance, Manhua, ","30,258",4,30258,Chapter 37
107,Phải Lòng Cậu Shipper,Manhua,豆腐,"Comedy, Manhua, Shounen, ","30,257",4,30257,Phải lòng cậu shipper 
108,Công xưởng phép thuật,Fantasy,Đang cập nhật,"Fantasy, Seinen, ","30,254",4,30254,Chapter 10
109,Nếu ta có siêu năng lực ,Manhwa,Thần chết ,"Action, Manga, Manhwa, ","30,245",4,30245,chương 27
110,Tôi Trở Thành Đại Diện Của Lớp,School Life,Noeno,"Romance, School Life, ","30,242",4,30242,Chapter 17: 
111,Bouzu Kawai ya Kesa made Itoshi,Romance,Honma Akira,"Romance, Slice of Life, Shoujo Ai, Shounen, ","30,240",4,30240,Chapter 2
112,Cyclops Shoujo Saipu,Slice of Life,Tora Yasu,"Slice of Life, Seinen, Comedy, ","30,235",4,30235,Chapter 86
113,Sự Ràng Buộc Dưới Ánh Trăng,Đam Mỹ,六伦,"Đam Mỹ, ","30,233",4,30233,Chapter 2. Chap này mới đúng truyện nha mn
114,Tamayura,Drama,,"Drama, Romance, Historical, Yaoi, School Life, ","30,232",4,30232,Tamayura 
115,X-Men Phoenix EndSong,Supernatural,Marvel,"Sci-fi, Fantasy, Supernatural, Adventure, Action, Comic, ","30,232",4,30232,X
116,Ngự Long,One Shot,Đang cập nhật,"One Shot, ","30,229",4,30229,Chapter 2
117,Ngăn Chặn Tận Thế,Action,Đang cập nhật,"Action, Mystery, Manhua, Adventure, ","30,210",4,30210,Chapter 63
118,Tối Cường Khí Thiếu,School Life,Nga Thị Lão Ngũ,"Mystery, Fantasy, Manhua, School Life, ","30,208",4,30208,Chapter 179
119,Ayu Mayu,Romance,Shiotarou,"Romance, Manga, ","30,207",4,30207,Chapter 29
120,The voice next door,Comedy,Liễm Phương Tôn,"Manhwa, Comedy, Webtoon, Yaoi, ","30,207",4,30207,Chap 2
121,Chinatsu no Uta,Slice of Life,Kitagawa Shou,"Drama, Psychological, Seinen, Slice of Life, ","30,203",4,30203,Chapter 31: 
122,Golden Time,Comedy,Takemiya Yuyuko,"Romance, Comedy, Shounen, ","30,197",4,30197,Golden time chap 16
123,Hắc Điểu,Shoujo,SAKURAKOJI Kanoko,"Drama, Romance, Fantasy, Shoujo, Supernatural, Comedy, ","30,193",4,30193,Chapter 72.2
124,Komori-san wa Kotowarenai!,Comedy,Đang cập nhật,"Slice of Life, School Life, Comedy, ","30,185",4,30185,Chapter 42
125,Tay Trái Nắm Tay Phải,School Life,,"Romance, School Life, Shoujo, Comedy, Manhua, ","30,180",4,30180,Tay trái nắm tay phải 
126,Chân Dung M&N,Shoujo,HIGUCHI Tachibana,"Drama, Slice of Life, Romance, School Life, Shoujo, Comedy, ","30,174",4,30174,Chân dung M&N tập 6.5
127,Momo Lover,School Life,Mitsuki Miko,"Romance, School Life, Shoujo, Comedy, ","30,163",4,30163,Momo lover chap 9
128,Touhou - Johari no Niwa,,Đang cập nhật,", ","30,154",4,30154,Chapter 1: Oneshot
129,Gu.ra.me! ~ Daisaishou no Ryourinin,Slice of Life,NISHIMURA Mitsuru,"Slice of Life, Seinen, ","30,153",4,30153,Gu.ra.me! ~ daisaishou no ryourinin chap 1
130,Nemurenu Ou ni Sasagu Yogatari,Romance,Yajima Toki,"Romance, Fantasy, Shoujo, Manga, ","30,150",4,30150,Chapter 1
131,Yahabe,Shounen,Takei Hiroyuki,"Action, Fantasy, Comedy, One Shot, Shounen, ","30,149",4,30149,Yahabe one shot
132,Donald và bạn hữu,Comedy,WALT DISNEY,"Truyện scan, Comic, Comedy, Adventure, Sci-fi, ","30,139",4,30139,Donald và bạn hữu 82
133,Arita Đáng Yêu,Romance,Yoshikawa Arata,"Drama, Romance, Shoujo, School Life, ","30,139",4,30139,Chapter 14
134,Shingeki no Kyojin Doujinshi - [EreMika] Ayumu Michi wa Korekara,Shoujo,YASAI,"Romance, Slice of Life, Shoujo, One Shot, Doujinshi, ","30,139",4,30139,Chapter 0
135,Hiệp Sĩ Vô Song,Webtoon,Đang cập nhật,"Fantasy, Adventure, Webtoon, ","30,139",4,30139,Chapter 10
136,Wane Koi Itsumi,Yaoi,Hoshino Lily,"Shounen-ai, One Shot, Yaoi, ","30,136",4,30136,Wane Koi Itsumi OneShot
137,DR.RURRU,Fantasy,Maeda Risou,"Magic, Sci-fi, One Shot, Fantasy, Supernatural, Adventure, Comic, Comedy, ","30,135",4,30135,Dr.rurru chap a1
138,Dogi Magi,Romance,Ooka Saori,"Romance, Fantasy, Comedy, One Shot, Shounen, ","30,134",4,30134,Dogi magi oneshot
139,Các nàng thú yêu,Manga,Okayado,"Romance, Seinen, Harem, Manga, ","30,134",4,30134,Chapter 63
140,Vương tử thành phố và công chúa Amazon,Manhua,Thiên Cực Yên Gia,"Cổ Đại, Manhua, Romance, Shoujo, Supernatural, Comedy, ","30,129",4,30129,Chapter 102
141,Kimi no Knife,Psychological,Kotegawa Yua,"Drama, Mystery, Seinen, Supernatural, Psychological, ","30,126",4,30126,Kimi no knife chap 52
142,"Sokushi Cheat ga Saikyou Sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga",Harem,Đang cập nhật,"Action, Harem, Comedy, Adventure, ","30,124",4,30124,Chapter 17
143,Quang Chi Vũ,Shoujo,Đang cập nhật,"Romance, Fantasy, Shoujo, Manhua, ","30,119",4,30119,Chapter 2.2
144,Luận Cách Yêu Của Chứng Sợ Phụ Nữ,Romance,Đang cập nhật,"Romance, Manhua, ","30,105",4,30105,Chapter 34: Ép chia tay
145,Helper SHIBETA,Comedy,Ayaka,"Comedy, Manga, ","30,100",4,30100,Chapter 13: Như mọi người cha
146,"Bệ hạ tại thượng , phụng mệnh long dương ",Manhua,Cập nhập sau ,"Romance, Cổ Đại, Shoujo, Comedy, Manhua, ","30,091",4,30091,Chap 11
147,Làm cách nào để trở lại làm thần,Shounen,Lin Jie,"Shounen, Fantasy, Adventure, Action, Comedy, Martial Arts, ","30,091",4,30091,Chapter 90
148,Đối Mặt Với Thử Thách,Manhua,Đang cập nhật,"Action, Comedy, Manhua, Adventure, ","30,087",4,30087,Chapter 17
149,Densetsu no Yuusha no Densetsu,Comedy,Takaya Kagami,"Magic, One Shot, Shounen, Adventure, Action, Comedy, ","30,086",4,30086,Densetsu no Yuusha no Densetsu One Shot 2
150,Sora no Kain,Shounen,Đang cập nhật,"Action, Sci-fi, Adventure, Shounen, ","30,079",4,30079,Chapter 10
151,Scientia,Slice of Life,TODA Seiji,"Romance, Slice of Life, Seinen, Sci-fi, ","30,067",4,30067,Scientia chap 5
152,Flying in the Darkness,Comedy,Đang cập nhật,"Comedy, Supernatural, Manhwa, ","30,067",4,30067,Chapter 5
153,Genshoku Tsundere Danshi Semekare,Romance,,"Romance, School Life, Shoujo, Comedy, Manga, ","30,057",4,30057,Genshoku tsundere danshi semekare chapter 1
154,Toaru Majutsu no Kinsho Mokuroku - Endymion no Kiseki,Action,HAIMURA Kiyotaka,"Action, Fantasy, Comedy, Supernatural, Sci-fi, ","30,051",4,30051,Chapter 1
155,"Cho Dù Tôi Có Chết, Tôi Cũng Sẽ Không Chọn Cậu",Shoujo,RoseCat Team,"School Life, Shoujo, Comedy, ","30,042",4,30042,Chapter 2
156,Heroes Evolved,Manhua,Đang cập nhật,"Action, Fantasy, Comic, Manhua, ","30,039",4,30039,Chapter 4
157,Dekoboko majo No Oyakojijo,Drama,Piroya,"Drama, Shoujo, Comedy, ","30,024",4,30024,Chapter 0.5
158,Priscilla,One Shot,Đang cập nhật,"Seinen, Comedy, One Shot, ","30,021",4,30021,Chapter 1
159,Jiyuu de are,Manga,Đang cập nhật,"One Shot, Manga, ","30,020",4,30020,Chapter 1
160,Sono Bisque Doll wa Koi wo suru,Romance,FUKUDA Shinichi,"Romance, School Life, Seinen, Slice of Life, ","30,020",4,30020,Chapter 12
161,Toukyou Lastochika,Romance,Miyoshi Furumachi,"Romance, Slice of Life, Shoujo, Tragedy, Historical, ","30,019",4,30019,Toukyou lastochika chapter 002
162,Kim Cương Bạc,Romance,Shiho Sugiura,"Romance, Shoujo, Supernatural, ","30,019",4,30019,Chapter 33
163,Học viện tình yêu Mạnh Thần,Comic,Bát Diện Yêu Cô,"Mystery, Fantasy, Comic, Manhua, Romance, ","30,015",4,30015,Chap 1: Cosplay ?
164,Mật Mã Không Xác Định,Manhwa,김칸비; 후파,"Mystery, Fantasy, Sci-fi, Manhwa, ","30,011",4,30011,Chapter 33
165,Luật của tiểu thuyết mạng,Shoujo,Yuhan-Ahyun,"Romance, Shoujo, Manga, ","30,006",4,30006,Chap 5: Tên dị nhất thì có
166,Vạn Dặm Tìm Chồng 2,Comedy,Yu-Chin Lin,"Romance, Shoujo, Comedy, Manhua, Historical, ","30,003",4,30003,Vạn dặm tìm chồng 2 (tt8) chap 8
167,Tình hay Tiền - Love or Money,Comedy,Update...,"Action, Romance, Comedy, ","29,999",4,29999,Chapter 5
168,Tình yêu là một vụ giết người ly kỳ,Romance,Lan Jie Bu Jie,"Mystery, Romance, ","29,999",4,29999,Chapter 4
169,Mikity Blood,Supernatural,KAWANAKA Yasushi,"Horror, Supernatural, Adventure, Shounen, ","29,996",4,29996,Mikity blood chap 1
170,Thần Thương Dị Yêu Lục,Webtoon,Ấu Nhi Viên Viên Bá,"Manhua, Comedy, Martial Arts, Webtoon, Historical, ","29,995",4,29995,Chapter 40
171,Killer Killer (Mitomo Sasako),Sci-fi,Mitomo Sasako,"Psychological, Comedy, Supernatural, Sci-fi, Shounen, ","29,994",4,29994,Chapter 12
172,Honey (MEGURO Amu),Comedy,MEGURO Amu,"Romance, School Life, Shoujo, Comedy, Slice of Life, ","29,992",4,29992,Chapter 40: (END)
173,Hoa Khôi Trọng Sinh ,Cổ Đại,Ai yêu,"Cổ Đại, Manhua, ","29,990",4,29990,THÔNG BÁO
174,Chuyển sinh thành Dược sĩ ở thế giới khác,Shounen,Alphapolist,"Action, Fantasy, Shounen, Manga, Adventure, ","29,990",4,29990,Chapter 1
175,Spirit Migration,Drama,"Akane Kotetsu,Hero Tennki","Harem, Shounen, Drama, Fantasy, Supernatural, Adventure, Action, ","29,984",4,29984,Chương 27
176,NaeSoong 9th grade Project,School Life,Han Yu Rang,"Romance, School Life, Shoujo, Comedy, ","29,984",4,29984,Naesoong 9th grade project chap 4
177,Liên Minh Huyền Thoại - Tín Ngưỡng Anh Hùng,Action,Đang cập nhật,"Action, Manhua, ","29,983",4,29983,Chapter 22
178,Gia Sư Tổ Tiên,Drama,Đang cập nhật...,"Drama, Fantasy, Harem, Romance, ","29,977",4,29977,Chap 30
179,Kemono Kingdom Zoo,Shoujo,MOCHI,"Shoujo, Comedy, Josei, ","29,971",4,29971,Kemono kingdom zoo chap 7:cò mỏ giày
180,Onihime,Tragedy,Saba No Neko,"Action, One Shot, Tragedy, Shounen, ","29,966",4,29966,Onihime one shot
181,Dragon Xenersia,Action,,"Action, Manhwa, ","29,963",4,29963,Dragon xenersia chap 1.5
182,Thiên Đường Sau Giờ Học,One Shot,小美,"One Shot, Đam Mỹ, ","29,961",4,29961,Trước kì thi học kì 2 ngày 
183,China Girls,Action,Xi Ying - Seduce - Rain - Little Thunder - Ji Di - Hu Rong - Guo Yuan - Fang Yili - A Geng,"Drama, Josei, Manhua, Slice of Life, Psychological, Action, Tragedy, ","29,959",4,29959,Chapter 5
184,Mouai Idol!!,Shoujo,Sugi Shippo,"Romance, Shoujo, One Shot, ","29,958",4,29958,Mouai Idol!! One Shot
185,Băng Qua Đại Dương Chỉ Để Gặp Anh,Romance,Vĩ Thượng Các,"Romance, Supernatural, Webtoon, Manhwa, ","29,953",4,29953,Mùa Hè Năm Ấy
186,Luân Hồi,Sci-fi,Đang cập nhật,"Action, Sci-fi, ","29,951",4,29951,Chapter 29
187,The Garden,Manga,Đang cập nhật,"Manga, ","29,949",4,29949,Chapter 7
188,Toujuushi Bestialious!!,Action,Kakizaki Masasumi,"Action, Fantasy, Tragedy, Historical, Shounen, ","29,944",4,29944,Toujuushi bestialious!! chap 2
189,Dương Mãn Mãn Tiểu Thư và Lê Anh Tuấn Tiên Sâm,School Life,Đang cập nhật,"Romance, School Life, Comedy, Manhua, ","29,938",4,29938,Chapter 0
190,xXx Holic,Supernatural,Đang cập nhật,"Seinen, Comedy, Supernatural, Manga, ","29,935",4,29935,Chapter 213
191,Anh em chim cánh cụt,Romance,Shiina Ayumi,"Drama, School Life, Romance, Comedy, ","29,933",4,29933,Chương 26: Ngoại truyện: Ba ngày.
