,name,category,author,categories_list,view_count,ratting_value,ratting_count,chapter_cout
22,Kiếm Đồ,Manhua,Đang Cập Nhật,"Cổ Đại, Supernatural, Manhua, ","99,644",4,99644,Chương 6
23,Tiến tới trái tim của thiếu nữ,School Life,Thỏ MC,"School Life, Manhua, ","49,799",4,49799,chap 1
24,Distant Sky 2,Adventure,Inwan Younauthor - Sunhee Kim,"Horror, Adventure, Webtoon, ","49,792",4,49792,Chapter 13
25,Cô Gái Mang Mặt Nạ Sắt,One Shot,Mizukami Satoshi,"Action, Romance, Comedy, One Shot, ","49,792",4,49792,Chương 1
26,Ichikyuu,Shoujo,Mimori Ao,"Romance, School Life, Shoujo, One Shot, ","49,788",4,49788,Chapter 0
27,"Quận Chúa Vững Vàng, Thiết Lập Nhân Vật Không Thể Vỡ",Xuyên không,Tuanz,"Cổ Đại, Romance, Comic, Xuyên không, Manhua, ","49,791",4,49791,Chapter 34
28,Son of the Demon,Comic,Đang cập nhật,"Action, Fantasy, Comic, Adventure, ","49,783",4,49783,Chapter 1
29,Tịch Nhan Hoa Nở Chỉ Vì Em,Comic,Đang cập nhật,"Romance, Drama, Shoujo, Manhua, Comic, ","49,781",4,49781,Chapter 132
30,Ragnarok: Sword Of The Dark Ones,Shounen,"Kotobuki Tsukasa,Yasui Kentaro","Action, Horror, Adventure, Shounen, ","49,777",4,49777,Ragnarok: sword of the dark ones chap 21
31,(Đam mỹ/comic)Say You Love Me,Comic,Mizumi_KYO(Dương Hạ),"Comic, Xuyên không, Đam Mỹ, Yaoi, ","49,774",4,49774,NV
32,Hetalia Blog Strips,Historical,Himaruya Hidekazu,"Comedy, Historical, ","49,773",4,49773,Hetalia blog strips chap 13
33,Ngày em gặp anh,VnComic,ゴック規則,"Comedy, VnComic, ","49,765",4,49765,Chap 8 
34,Hoàng Hậu Gà Mờ,Manhua,Đang cập nhật,"Cổ Đại, Comic, Xuyên Không, Manhua, ","49,768",4,49768,Chapter 0: 
35,Itohen,Slice of Life,Unita Yumi,"Slice of Life, Comedy, Josei, ","49,759",4,49759,Itohen stitch 2
36,Shuukyuu Shoujo,Action,WAKAMIYA Hiroaki,"Action, Manga, Sports, ","49,747",4,49747,Chapter 39: Đứa con của bóng tối
37,Tân nương bất đắc dĩ,Romance,Đang cập nhật,"Romance, Comic, ","49,739",4,49739,Chapter 1
38,Tuyệt Thế Chiến Hồn (Bản đẹp),Fantasy,haru1998,"Action, Mystery, Manhua, Fantasy, ","49,735",4,49735,Chapter 46
39,Hôn Trộm 55 Lần,Manhua,Đang cập nhật,"Romance, Manhua, ","50,041",4,50041,Chapter 182
40,LD1 Doujinshi - Line,Romance,Simaso - Mitsumura,"Romance, Comedy, Doujinshi, ","49,712",4,49712,Chapter 1
41,Ayakashi Hisen,School Life,Kumagai Kyoko,"Drama, Horror, Romance, School Life, Shoujo, Supernatural, ","49,714",4,49714,Trans
42,Tiên Kiếp Chí,Adventure,Thần Cư Động Mạn,"Mystery, Manhua, Sci-fi, Fantasy, Adventure, Comedy, Martial Arts, ","49,705",4,49705,Chapter 2
43,"Akuyaku reijō wa, shomin ni totsugitai! !",Manga,汉化组,"Drama, Romance, Shoujo, Slice of Life, Manga, ","49,704",4,49704,Chapter 5.4
44,Fate Stay Night,Supernatural,Nishiwaki Datto,"Action, Fantasy, Romance, Supernatural, Shounen, ","49,708",4,49708,Fate stay night chapter 65
45,Ta Có Nhẫn Thần Quyền Năng,Action,Đang cập nhật,"Action, Manhua, ","49,697",4,49697,Chapter 37
46,Itsumo Misora,Shounen,Adachi Mitsuru,"Shounen, Romance, School Life, Supernatural, Comedy, Sports, ","49,714",4,49714,Itsumo misora chap 49 end
47,Ma Vương Đại Nhân Là Nữ Hầu,Manhua,Đang cập nhật,"Action, Mystery, Manhua, ","49,691",4,49691,Chapter 4
48,Tari Tari,Romance,"KAGISORA Tomiyaki,EVERGREEN,NAOMURA Tohru","Drama, Slice of Life, Shounen, Romance, School Life, Comedy, ","49,682",4,49682,Tari tari new chap 10
49,Maken-Ki!,School Life,TAKEDA Hiromitsu,"Action, School Life, Manga, ","49,676",4,49676,Chapter 93
50,Be Born Again,Supernatural,LEE Chang Jun,"Supernatural, ","49,673",4,49673,Be born again chap 5
51,Gods of time,Webtoon,Jeong Eun-Suk,"Action, Webtoon, Manhwa, ","49,666",4,49666,Gods of time
52,Kingdom Hearts,Shounen,Amano Shiro,"Fantasy, Adventure, Shounen, ","49,663",4,49663,Kingdom hearts chap 43
53,No. 5,Seinen,Matsumoto Taiyo,"Action, Fantasy, Seinen, Adventure, Tragedy, ","49,661",4,49661,No. 5 chap 9
54,Harvest December,Romance,"MIURA Jun,Talestune","Drama, Romance, Comedy, ","49,658",4,49658,Harvest december chap 002
55,Trò Chơi Thế Thân,Manhua,,"Manhua, ","49,653",4,49653,Trò chơi thế thân – chap 14
56,S.I.D.,Supernatural,Đang cập nhật,"Action, Mystery, Comedy, Supernatural, Webtoon, ","49,651",4,49651,Chapter 1
57,36 kế theo đuổi vợ yêu,Shoujo,Đang cập nhật,"Romance, Shoujo, Manhua, ","49,649",4,49649,Chapter 16
58,Hội người mù thích đi Jung,Doujinshi,Cáo Nhỏ,"Doujinshi, ","49,635",4,49635,Chapter 2
59,"Trú Chi Vương, Dạ Chi Hiêu",Action,,"Mystery, Manhua, Romance, Fantasy, Shoujo, Supernatural, Action, ","49,643",4,49643,"Trú chi vương, dạ chi hiêu – chap 18"
60,Nhóc không trốn được đâu!,Shounen,Fet,"Shoujo, Đam Mỹ, Yaoi, Shounen, ","49,625",4,49625,Chap10:Akumi
61,Đằng sau,VnComic,NAF,"One Shot, Horror, VnComic, Tragedy, ","49,622",4,49622,Đằng sau OneShot
62,Con ma siêu đáng yêu lolita,Drama,Hanseo,"Drama, ","49,622",4,49622,Chap1
63,Chuu x2 Trap,Shoujo,Đang cập nhật,"Shoujo, ","49,621",4,49621,Chapter 2
64,Đế Tế,Adventure,Đang cập nhật,"Action, Mystery, Manhua, Adventure, ","49,622",4,49622,Chapter 27
65,Móng Vuốt,Action,Đang cập nhật,"Drama, Sci-fi, Horror, Manhwa, Shounen, Romance, Action, ","49,617",4,49617,Chapter 5
66,Yellow Bird,Slice of Life,Sky2Sky,"Slice of Life, One Shot, ","49,615",4,49615,Chapter 1
67,Tsuki No Shizumu Made,Adventure,MIYAGI Tooko,"Psychological, Romance, Shoujo, Gender Bender, Adventure, Drama, Tragedy, ","49,614",4,49614,Chapter 10
68,Kidultic Showtime,Adventure,Alg,"Action, Fantasy, Comedy, Adventure, ","49,615",4,49615,Chapter 9
69,Tiếng Hát Sẽ Là Tín Hiệu Khi Chúng Ta Gặp Lại,Slice of Life,FUKUYAMA Ryouko,"Drama, Slice of Life, Romance, School Life, Shoujo, Gender Bender, ","49,614",4,49614,Chapter 8
70,Bố Vạn Năng,Comedy,Đang cập nhật,"Action, School Life, Comedy, Webtoon, Manhwa, ","49,647",4,49647,Chapter 1
71,Yêu Hoặc Chết,Comedy,Hwang Mi Ri,"Romance, Comedy, ","49,610",4,49610,Chapter 10
72,Đồng minh của chính nghĩa,Romance,Đang cập nhật,"Drama, Romance, Comedy, Slice of Life, School Life, ","49,600",4,49600,Chapter 4
73,Hiota No Kanojo Ga Ore No Motteru Eroge Ni Kyoomi Shinshin Nan Daga......,Shounen,Takizawa Kei,"Romance, Harem, Comedy, Shounen, ","49,593",4,49593,Chapter 11.1
74,Naruto Ngoại Truyện,Fantasy,,"Action, Fantasy, Manga, Shounen, ","49,599",4,49599,Naruto ngoại truyện chapter 2 
75,Doraemon [Bản đẹp],Fantasy,Fujiko F. Fujio,"Sci-fi, School Life, Slice of Life, Fantasy, Supernatural, Comedy, Manga, ","49,707",4,49707,Chapter 287
76,"Hime To Knight To, Tonari To Watashi",Romance,Akegami Takara,"Drama, Romance, Shoujo, School Life, ","49,586",4,49586,"Hime to knight to, tonari to watashi chap 4"
77,Pokemon Mystery Dungeon – Explorers of Flame,Manga,Mizobuchi Makoto,"Action, Adventure, Manga, ","49,585",4,49585,Pokemon mystery dungeon – explorers of flame chap 04
78,Akaya Akashiya Ayakashino,Mystery,"HaccaWorks,Nanao","Mystery, Josei, Supernatural, ","49,581",4,49581,Akaya akashiya ayakashino chap 07.5
79,Sukima Shiki,Slice of Life,Sukima Style,"Romance, Slice of Life, Shoujo, One Shot, ","49,579",4,49579,Sukima shiki chap 5 
80,GrimAter,Fantasy,Đang cập nhật,"Fantasy, ","49,570",4,49570,Chapter 1: 
81,Meteor Methuselah Kanzen Kouryakubon,Romance,Ozaki Kaori,"Romance, Comedy, Doujinshi, ","49,568",4,49568,Meteor methuselah kanzen kouryakubon chap 5
82,Dark Avengers / X-Men : Utopia,Action,Marvel,"Sci-fi, Fantasy, Supernatural, Adventure, Action, Comic, ","49,566",4,49566,Dark Avengers / X
83,Hội Cải Trang,School Life,"Takahashi Rumiko,TRumiko Takahashi","Romance, School Life, Comedy, One Shot, Slice of Life, ","49,559",4,49559,One Shot
84,Behind the deception,Romance,Kenny Nhat Minh,"Romance, Shoujo, ","49,552",4,49552,Chapter 1
85,Tại sao đàn ông không còn mang giày cao gót,Comedy,Đang cập nhật,"Romance, Comedy, ","49,550",4,49550,Chapter 3
86,Sweet Bitter Room,Shoujo,Ichikawa Shou,"Romance, School Life, Shoujo, One Shot, ","49,549",4,49549,Sweet bitter room chap 2
87,Kingdom of zombie,Manhwa,Nojeok,"Horror, Manhwa, Shounen, Drama, Fantasy, Supernatural, Adventure, Action, ","49,547",4,49547,Kingdom of zombie chap 002
88,Pinky Promise with My Boyfriend The King - full,Shounen,Bubunhanten,"Romance, Comedy, Shoujo Ai, Doujinshi, Shounen, ","49,547",4,49547,Chapter 2
89,Shin Koihime Musou: Moeshouden - Otome Mankan Zenseki,Comedy,Kayou - BaseSon,"Harem, Comedy, ","49,539",4,49539,Chapter 11.2
90,Truyện ngắn về bản thân tác giả Mochi Au Lait,Yuri,Đang cập nhật,"Yuri, ","49,538",4,49538,Chapter 1: One shot
91,Kudamimi no Neko,Fantasy,Nakayama Miyuki,"Romance, Fantasy, Seinen, Supernatural, ","69,367",4,69367,Kudamimi no neko chap 6:
92,Nhiệt độ xã giao,Romance,Bem Bem,"Romance, Manhua, Đam Mỹ, ","49,627",4,49627,Chapter 34
93,Bird Of Youth,Romance,Zhang Jing Mei,"Romance, Fantasy, Shoujo, Historical, ","49,519",4,49519,Bird of youth chap 7
94,"Wanwan Monogatari: Kanemochi no Inu ni Shite to wa Itta ga, Fenrir ni Shiro to wa Itte Nee!",Fantasy,Đang cập nhật,"Action, Fantasy, Shoujo, Manga, ","49,519",4,49519,Chapter 11
95,Hành trình sủng ái,Drama,Hạ Đình Đình,"Drama, Romance, Xuyên không, Manhua, ","49,515",4,49515,Chap 2
96,Hito Kui,Seinen,"Mita,Oota Youkan","Action, Seinen, Supernatural, ","49,511",4,49511,Hito kui chap 001
97, Yin & Black Potato ,Tragedy,penguinclover,"Fantasy, Comic, VnComic, Tragedy, ","49,508",4,49508,7. Thật tốt vì gặp được cậu
98,1/2 Prince,Adventure,Yu Wo - Choi Hong Chong,"Action, Adventure, Manhwa, Sci-fi, ","49,505",4,49505,Chapter 76.5: Ngoại truyện: Nhật ký
99,Gurenki,Drama,Takewakamaru,"Drama, School Life, Soft Yuri, Fantasy, Supernatural, Shoujo-ai, Action, Comedy, ","49,512",4,49512,Gurenki chap 5
100,X-Men - Schism,Sci-fi,Marvel,"Sci-fi, Fantasy, Supernatural, Adventure, Action, Comic, Martial Arts, ","49,494",4,49494,X
101,Vạn Năm Nhân Duyên Nhất Tuyến Khiên,Manhua,Đang cập nhật,"Drama, Romance, Comic, Manhua, Shoujo, ","49,495",4,49495,Chapter 74: – End
102,Chichi Kogusa,Josei,Tagawa Mi,"Drama, Seinen, Josei, Slice of Life, Shounen, Romance, Shoujo, Adventure, Comedy, ","49,477",4,49477,Chapter 12
103,Nhím Harry,Comedy,Đang cập nhật,"Slice of Life, Comedy, Shounen, ","49,478",4,49478,Chapter 3
104,Thần Bài Siêu Năng,Manhwa,Đang cập nhật,"Supernatural, Manhwa, Sports, ","49,494",4,49494,Chapter 127
105,Thần Binh Tiền Truyện 2,Manhua,"Hoàng Ngọc Lang,Khưu Phúc Long","Action, Manhua, ","49,473",4,49473,Thần binh tiền truyện 2 chapter 024 
106,Ga-rei,Action,SEGAWA Hajime,"Action, Manga, Sci-fi, Adventure, ","49,471",4,49471,Chapter 52.5
107,"Mairimashita, senpai!",Shoujo,Đang cập nhật,"School Life, Seinen, Shoujo, ","49,475",4,49475,Chapter 15: Sinh nhật của Sempai
108,Vikings,Slice of Life,History Channel - Zenescope Entertainment,"Slice of Life, Action, Comic, Adventure, Historical, ","49,466",4,49466,Chapter 1: st (2014)
109,Lần đầu mang thai của Hiyama Kentarou,Manga,Sakai Eri,"Slice of Life, Fantasy, Josei, Manga, ","49,462",4,49462,Chapter 4: Trường hợp của Seto Aki
110,Darwins Game,Manga,FLIPFLOPs,"Manga, ","49,453",4,49453,Chapter 89
111,Astral Walker,Action,Dream Traveler,"Action, Sci-fi, Shounen, ","49,447",4,49447,Astral walker chap 015
112,ELIXIR - Hòn đá phép thuật,Historical,Akino Matsuri,"Mystery, Josei, Horror, Fantasy, Supernatural, Adventure, Historical, ","49,441",4,49441,Chapter 7
113,Đại bảo kiếm của ta,Manhua,Học bá điện hạ,"Action, Martial Arts, Manhua, ","49,443",4,49443,Chap 66
114,Ma Quân Bá Sủng: Thiên Tài Manh Bảo Cùng Phúc Hắc Mẫu Thân,Manhua,Đang cập nhật,"Cổ Đại, Romance, Manhua, ","49,439",4,49439,Chapter 5
115,Tiểu Hoà Thượng,Manga,Không rõ - Sưu tầm,"Action, Drama, Supernatural, Adventure, Manga, ","49,521",4,49521,Chapter 320: 
116,Goodbye Isekai Tensei,Harem,Đang cập nhật,"Fantasy, Harem, Comedy, Shounen, ","49,433",4,49433,Chapter 7
117,Con Quay Siêu Tốc,Truyện scan,Hashiguchi Takashi,"School Life, Shounen, Truyện scan, Action, Comedy, Sports, Manga, ","49,428",4,49428,Con quay siêu tốc vòng quay thứ 3: để có thể tranh tài với hắn p2
118,Sử Thượng Đệ Nhất Yêu,Slice of Life,,"Slice of Life, Harem, Manhua, ","49,424",4,49424,Sử thượng đệ nhất yêu chapter 44
119,Hồ Sơ Bệnh Nhân,Horror,Đang cập nhật,"Horror, Manhua, ","49,424",4,49424,Chapter 12
120,Thịnh Thế Đế Vương Phi,Romance,Đang cập nhật,"Cổ Đại, Drama, Romance, Manhua, ","49,430",4,49430,Chapter 110
121,Yugioh Zexal,School Life,,"Action, School Life, ","49,420",4,49420,Yugioh zexal rank 28: mưu đồ hắc ám!
122,Chocolate Temptation,School Life,TSUZUKI Moe,"Romance, School Life, Shoujo, One Shot, ","49,416",4,49416,Chocolate temptation only
123,Cool Six - Bộ 6 Tuyệt Vời,Comedy,,"School Life, Manhwa, Romance, Truyện scan, Shoujo, Comedy, ","49,414",4,49414,Cool six 
124,Project: Emperror x Harem (PEH),Fantasy,Đang cập nhật,"Action, Fantasy, Harem, Comedy, ","49,413",4,49413,Chapter 3
125,Thiên Tằm Biến,Shounen,Jian Jun,"Manhua, Shounen, Fantasy, Supernatural, Adventure, Action, ","49,412",4,49412,Thiên tằm biến chap 021
126,Dễ thương vẫn tốt hơn,Manga,Viêm Cữu,"Manga, Yaoi, ","49,415",4,49415,Ngày lành tháng tốt để kết hôn p1
127,Tenshi no Uta,Shoujo,,"Drama, Romance, Shoujo, ","49,413",4,49413,Tenshi no uta chap 38.5
128,Thần Y Khí Nữ: Quỷ Đế Ngự Thú Cuồng Phi,Cổ Đại,Duyên Mạn Anime,"Cổ Đại, Romance, ","49,413",4,49413,Chap 31: Khu mỏ bị phá hủy
129,Ăn Chực Võng Hồng,Manhua,Liên Lạnh Lùng,"Manhua, ","49,406",4,49406,Chapter 0: Giới thiệu
130,Your Smile,One Shot,Mashiba Hiromi,"Drama, Shoujo, One Shot, ","49,404",4,49404,Your smile OneShot
131,"Phu Quân, Ngã Yêu Nhĩ.",Romance,昭花社,"Cổ Đại, Romance, Xuyên không, Manhua, ","49,404",4,49404,Chap 1
132,Itazura na Kiss,School Life,Tada Kaoru,"Romance, School Life, Manga, ","49,403",4,49403,Chapter 29
133,Tokku Hakkenshi [code:t-8],Seinen,"Ayamine Rando,Kurimoto Kentarou,Kurimoto Saki","Mystery, Seinen, Fantasy, Supernatural, Action, Comedy, ","49,399",4,49399,Tokku hakkenshi chapter 80
134,Thí Thần,Mystery,Đang cập nhật,"Mystery, Manhua, Shounen, Drama, Adventure, Action, ","49,398",4,49398,Chapter 23
135,Gửi em người anh sắp yêu sắp yêu,Romance,GCT Apple,"Romance, Comic, Comedy, One Shot, ","49,395",4,49395,Gửi em người anh sắp yêu sắp yêu OneShot
136,Tình Yêu Bốn Mùa,Shoujo,Đang cập nhật,"Romance, School Life, Shoujo, Manhua, ","49,395",4,49395,Chap 20 ( Thông báo nhỏ )
137,"Urami Koi, Koi, Urami Koi",Supernatural,Akitaka,"Supernatural, Shounen, ","49,390",4,49390,Chapter 34
138,Shui Shen Qi Hui Juan,Shoujo,Piao Ti Ya,"Romance, Fantasy, Shoujo, Manhua, ","49,386",4,49386,Shui shen qi hui juan chap 10
139,Nikoniko X Punpun,Shoujo,NAKASHIMA Vega,"Romance, School Life, Shoujo, ","49,381",4,49381,Nikoniko x punpun – chap 2
140,Principal,School Life,IKUEMI Ryo,"Romance, School Life, Shoujo, Comedy, ","49,374",4,49374,Principal 
141,Kuragehime - Công chúa sứa,Josei,Higashimura Akiko,"Romance, Slice of Life, Comedy, Gender Bender, Josei, ","49,374",4,49374,Kuragehime 
142,Y Nữ Khuynh Thành - Thịnh Sủng Vương Phi,Romance,Đang cập nhật,"Cổ Đại, Romance, Comedy, Manhua, Xuyên không, ","72,362",4,72362,Chapter 42
143,Shirayuri Wa Ake Ni Somaranai,Manga,Hirasawa Yuuna,"Action, Drama, Seinen, Manga, Historical, ","49,367",4,49367,Chapter 1
144,Aiomou Hito - Sex Friend,Romance,Watanabe Shiho,"Romance, School Life, Shoujo, ","49,366",4,49366,Aiomou hito 
145,Wall-E,Comic,,"Comic, ","49,357",4,49357,Wall
146,Celeste Blue,Manga,Sakura Amyuu,"School Life, One Shot, Manga, ","49,347",4,49347,Chapter 1: Oneshot
147,Thiên Hạ Thần Tương,Historical,Đang cập nhật,"Cổ Đại, Manhua, Supernatural, Historical, Action, Xuyên Không, Martial Arts, ","49,339",4,49339,Chapter 1
148,Tứ Hải Câu Trầm,Martial Arts,Biệt Hoang,"Manhua, Supernatural, Adventure, Historical, Trinh Thám, Martial Arts, ","49,338",4,49338,Chapter 2
149,Câu chuyện kinh tế ở đảo,Seinen,Đang cập nhật,"Seinen, ","49,336",4,49336,Chapter 5
150,How to nhắn tin với crush,VnComic,Nguyễn Ngọc Tùng Lâm,"VnComic, One Shot, ","49,334",4,49334,Oneshot
151,Điều thú vị ở trường Đại học nông nghiệp Tokyo,Supernatural,Ishikawa Masayuki,"Slice of Life, School Life, Seinen, Comedy, Supernatural, ","49,328",4,49328,Chapter 2
152,Majokari No Gendai Kyoten,Fantasy,Takasaka Akira,"Drama, School Life, Shounen, Romance, Fantasy, Action, ","49,328",4,49328,Chapter 1
153,The IdolM@ster break!,,Đang cập nhật,", ","49,326",4,49326,Chapter 15
154,Teppuu,Martial Arts,Futada Moare,"Seinen, Sports, School Life, Action, Comedy, Martial Arts, ","49,318",4,49318,Chapter 18
155,Đứa Bé Là Của Ai ???? ,Drama,Đại Tỷ Team,"Drama, Romance, Manhua, Đam Mỹ, ","49,320",4,49320,Chap 104
156,Will you marry me again if you are reborn?,Drama,Miku Morinaga,"Drama, Romance, Comedy, Josei, ","49,313",4,49313,Chapter 9: Khi em ở bên anh
157,Điều tuyệt vời nhất của chúng ta Phần 2,Romance,Shiba,"Romance, School Life, Comic, Manhua, ","49,311",4,49311,1
158,Ngăn cách,Shounen-ai,Ymz,"Drama, Shounen-ai, Slice of Life, ","49,309",4,49309,Chapter 8: 
159,Dragon Nest: Shungeki no Sedo,Romance,"Eyedentity,NHN Japan,TATSUBON","Magic, Shounen, Romance, Fantasy, Adventure, Historical, Action, Comedy, ","49,298",4,49298,Dragon nest: shungeki no sedo chap 10
160,Chị em bỉ ngạn,Trinh Thám,Chuyển Luân Thủ Thương,"Horror, Manhua, Webtoon, Trinh Thám, ","49,296",4,49296,Chap 18
161,Kẻ Lang Thang,Martial Arts,Đang cập nhật,"Webtoon, Drama, Fantasy, Supernatural, Action, Martial Arts, ","49,291",4,49291,Chapter 25
162,Tuyển tập các câu chuyện kinh dị quanh ta,Fantasy,Qtt,"Sci-fi, Slice of Life, Horror, Manhwa, Romance, Fantasy, Supernatural, Webtoon, ","49,290",4,49290,Chapter 1
163,"Spring, Summer, Fall, Winter",Comedy,Zaou Taishi - Eiki Eiki,"Action, Romance, Comedy, ","49,292",4,49292,Chapter 6
164,Đốc Chủ Có Bệnh,Đam Mỹ,Đốc Chủ Hữu Bệnh,"Cổ Đại, Manhua, Đam Mỹ, ","49,289",4,49289,Chap gt
165,Chỉ Làm Mèo Con,Cổ Đại,Đang Cập Nhật,"Cổ Đại, Xuyên không, Manhua, ","49,286",4,49286,Chương 1
166,Cục cưng của đế thiếu,Romance,Cực Quang Manhua,"Romance, Manhua, ","49,285",4,49285,Chương 15: Họp lớp
167,Ubel Blatt,Seinen,Đang cập nhật,"Action, Fantasy, Seinen, ","49,284",4,49284,Chapter 170: Ngày tận thế [4]
168,"Even Though I’m a Former Noble and a Single Mother, My Daughters Are Too Cute and Working as an Adve",Action,Taikoban,"Action, Fantasy, Slice of Life, Adventure, Comedy, ","49,274",4,49274,Chapter 4
169,Bình Minh Bên Sư Tử,Drama,Chie Shinohara,"Drama, Mystery, Romance, Shoujo, Adventure, ","49,268",4,49268,Bình minh bên sư tử chap 4 [End]
170,Ái phi không được,Xuyên không, ,"Cổ Đại, Drama, Romance, Xuyên không, ","49,266",4,49266,Chap 22p2
171,"Itoshi no Ko, Charlotte",Horror,Nagawa Tomo,"Romance, Slice of Life, Horror, Tragedy, Drama, Supernatural, Manga, ","49,263",4,49263,Chapter 21: 
172,Hầu Gái Và Bá Tước Ma Cà Rồng,Drama,Đang cập nhật,"Drama, Romance, Manhwa, ","49,265",4,49265,Chapter 4
173,Dogashikaden,Sports,HAMADA Kosuke,"Comedy, Shounen, Sports, ","50,616",4,50616,Dogashi Kaden! tập 2.6
174,Truyền Nhân Atula Phần II,Shounen,Kawahara Masatoshi,"Martial Arts, Adventure, Shounen, ","49,258",4,49258,Chapter 14
175,Bakemonogatari,Shounen,Đang cập nhật,"Mystery, Drama, Fantasy, Shounen, Romance, School Life, Supernatural, Action, ","49,249",4,49249,Chapter 59
176,Đường Tăng Cũng Quyến Rũ,Manhua,Đang cập nhật,"Manhua, Comedy, Supernatural, Xuyên Không, ","49,238",4,49238,Chapter 53
177,Tiệm Thú Kiểng,Fantasy,Akino Matsuri,"Mystery, Drama, Horror, Psychological, Fantasy, Supernatural, Comedy, ","49,321",4,49321,Chapter 38: END
178,Long Ngạo Thiên,Manhua,Đang cập nhật,"Action, Mystery, Manhua, ","49,233",4,49233,Chapter 21
179,One Piece Color Walk Artbook,Anime,Eiichiro Oda,"Tạp chí truyện tranh, One Shot, Shounen, Adventure, Action, Comedy, Anime, ","49,246",4,49246,One Piece Color Walk Artbook Walk 6 GORILLA 
180,Ebiten,Shounen,"Sukaji,Inugami Kira","School Life, Harem, Comedy, Shounen, ","49,226",4,49226,Ebiten chap 1
181,Ghost Beside Him,Comedy,Wakabayashi Toshiya,"Romance, School Life, Comedy, Shounen, ","49,218",4,49218,Chapter 2
182,Thời khắc và em đều rất đẹp,Manhua,Động lạc team,"Manhua, ","49,217",4,49217,Chap 15
183,The Strange Tales Of Oscar Zahn,Action,Đang cập nhật,"Action, ","49,208",4,49208,Chapter 12
184,[MagiDJ] Adenium,,Đang cập nhật,", ","49,203",4,49203,Chapter 0
185,Alto,Shoujo-ai,KOIO Minato,"Drama, Historical, Shounen, Romance, Shoujo-ai, Shounen-ai, ","49,198",4,49198,Alto chap 12
186,Ngận Thuần Ngận Ái Muội,Manhua,Đang cập nhật,"Action, Manhua, Xuyên Không, Martial Arts, ","49,208",4,49208,Chapter 255
187,Hy Vọng Pandora,Xuyên Không,,"Mystery, Manhua, Romance, Fantasy, Shoujo, Xuyên Không, ","49,206",4,49206,Hy vọng pandora – chap 7
188,Phép tắc yêu đương của Ma Vương,Shoujo,Đa Mộc Mộc,"Romance, Shoujo, Manhua, ","49,189",4,49189,Chapter 33
