,name,category,author,categories_list,view_count,ratting_value,ratting_count,chapter_cout
101,[Truyện Full] NAM PHONG ĐẦU HOÀI ÔM ẤP - Bản New,Romance,Múp Tỷ,"Romance, Manhua, ","131,618",4,131618,Chap 27
102,Bokura ga ita,Comedy,Yuuki Obata,"Drama, Slice of Life, Romance, School Life, Shoujo, Comedy, Tragedy, ","131,489",4,131489,Bokura ga ita chap 70 [End]
103,Tổng Tài Tại Thượng - Phần 3,Comic,iCiyuan,"Romance, Comic, Manhua, Shoujo, ","131,098",4,131098,Chap 342
104,Tokyo Ghoul: RE,Horror,Ishida Sui,"Mystery, Sci-fi, Horror, Psychological, Adventure, Action, Comedy, Tragedy, ","129,797",4,129797,Chap 179 (end): bài ca của hắc dương
105,Hunter X Hunter,Adventure,Yoshihiro Togashi,"Action, Fantasy, Adventure, Shounen, ","129,870",4,129870,Chapter 389
106,TRỌNG SINH NHẤT MỘNG - Truyện Tranh Mới Nhất,Manhua,Lily,"Manhua, Đam Mỹ, ","129,751",4,129751,Thông báo
107,Mairimashita! Iruma-kun,Supernatural,Đang cập nhật,"Mystery, Fantasy, Shounen, Drama, School Life, Supernatural, Comedy, Manga, ","129,552",4,129552,Chapter 185: Đại hội thể thao Akudol!!
108,Captain Tsubasa : Golden 23,Sports,Yoichi TAKAHASHI,"Sports, Shounen, ","129,442",4,129442,Chapter 112: final
109,Những Chàng Trai Thế Kỉ 20,Adventure,Urasawa Naoki,"Action, Adventure, Manga, ","129,305",4,129305,Chapter 249
110,GREATEST OUTCAST - Truyện Tranh Siêu Hay,Action,Đang cập nhật,"Action, Martial Arts, Manhwa, ","129,254",4,129254,Chapter 52
111,A Returners Magic Should Be Special,Action,Đang cập nhật,"Action, ","129,235",4,129235,Chapter 200
112,God of blackfield,Supernatural,Đang cập nhật,"Webtoon, Manhwa, Shounen, Drama, School Life, Supernatural, ","128,731",4,128731,Chapter 33
113,[Truyện Tranh] Bốn Chàng Hào Hoa - Full Bản Chất Lượng Cao,School Life,Hwang Mi Ri,"Romance, School Life, Comedy, Manhwa, ","128,468",4,128468,Bốn Chàng Hào Hoa tập 11.4 [End]
114,Định Hải Phù Sinh Lục,Cổ Đại,Phi Thiên Dạ Tường - Bạch Mộng Xã - Thiên Nhị Bá - Melody Happy Group - MH Channel - NetTruyen,"Cổ Đại, Drama, Manhua, Đam Mỹ, Supernatural, ","128,338",4,128338,Chapter 10
115,Minh nguyệt dao dao ,Manhua, ,"Cổ Đại, Harem, Manhua, Đam Mỹ, ","127,656",4,127656,Chap 49 chân tướng đây 
116,Miraculous Ladybug,Romance,LinhSuxi,"Romance, School Life, ","127,601",4,127601,Lộ thân phận (part 4)
117,[Đọc Truyện] Chỉ Muốn Chạm Vào Cậu - Bản Mới Nhất,Đam Mỹ,Mộc Thiên Rin,"School Life, Manhua, Đam Mỹ, ","127,588",4,127588,chap 33
118,SStudy,Comedy,Đang cập nhật,"Comedy, Manhwa, ","126,923",4,126923,Chapter 101: end
119,[Truyện Tranh] Em yêu của anh đăng nhập rồi -Mới Nhất,Đam Mỹ,Tà Liêm,"Đam Mỹ, ","126,871",4,126871,Chap 10
120,Dòng sông huyền bí,Historical,Chie Shinohara,"Drama, Harem, Fantasy, Romance, Truyện scan, Shoujo, Adventure, Historical, Action, Xuyên không, ","126,825",4,126825,Sora wa akai kawa no hotori chương 88 end
121,Ngạ Quỷ Vùng Tokyo phần 2,Mystery,Ishida Sui,"Mystery, Seinen, Horror, Psychological, Supernatural, Manga, ","126,428",4,126428,Chapter 179: Raw
122,Bảy Viên Ngọc Rồng,Fantasy,Toriyama Akira,"Sci-fi, Shounen, Fantasy, Supernatural, Adventure, Action, Comedy, Martial Arts, ","126,242",4,126242,Chapter 520.5
123,Siêu Sao trùng sinh - Lăng Thiếu nghiện sủng rồi,Manhua,Egg Comic,"Romance, Comedy, Manhua, ","125,924",4,125924,Chap 59
124,Thần Ảnh Mê Hành,Manhua,Đang cập nhật,"Horror, Manhua, ","125,120",4,125120,Chapter 57
125,{Truyện Tranh} Thầy giáo của tôi - Oresama Teacher,School Life,Tsubaki Izumi,"Action, Romance, Comedy, School Life, ","124,926",4,124926,Chap 149
126,Sengoku Rance,Action,"Alice Soft,NARUSE Hirofumi","Action, Harem, Comedy, Seinen, Historical, ","124,678",4,124678,Sengoku rance turn 25c
127,Touch,Manga,Adachi Mitsuru,"Romance, Manga, Sports, ","124,564",4,124564,Chapter 257.5: 
128,ReLife,School Life,Yayoi Sou,"School Life, ","124,705",4,124705,Chapter 221.5: 
129,Kẻ Bị Ruồng Bỏ,Martial Arts,Đang cập nhật,"Action, Martial Arts, Manhwa, ","123,962",4,123962,Chapter 69.7: Side story
130,Vương Gia! Ngươi Thật Bỉ Ổi!,Xuyên không,Đang cập nhật,"Romance, Xuyên không, Manhua, ","123,892",4,123892,Vương gia! ngươi thật bỉ ổi! – chap 409
131,Buttobi Itto,Comedy,Motoki Monma,"Action, School Life, Comedy, Martial Arts, Sports, ","123,620",4,123620,Buttobi itto chap 102
132,Tân Nương Thế Thân,Shoujo,Đang cập nhật,"Drama, Romance, Shoujo, Manhua, ","123,668",4,123668,Chapter 68
133,Tamen De Gushi,Comedy,Tan Jiu,"Manhua, Slice of Life, Soft Yuri, School Life, Comedy, Shoujo Ai, ","123,515",4,123515,Chapter 103
134,Magi: Bậc thầy pháp thuật,Adventure,Ohtaka Shinobu,"Fantasy, Adventure, Shounen, ","123,357",4,123357,Chapter 369
135,Hoàng tử Tennis,Comedy,Takeshi Konomi,"Drama, School Life, Comedy, Sports, ","123,281",4,123281,Chapter 371
136,Naruto,Action,Kishimoto Masashi,"Action, Drama, Comedy, Fantasy, ","122,919",4,122919,Chapter 700.6
137,Vĩnh Hằng Chí Tôn,Action,Kiếm Du Thái Hư,"Action, Mystery, Supernatural, Manhua, Shounen, ","122,766",4,122766,Chapter 246
138,[Truyện Tranh] 21st Century Boys - Bản Tiếng Việt Mới Nhất,Action,Urasawa Naoki,"Action, Drama, Seinen, Mystery, ","122,503",4,122503,21st century boys chap 16
139,[Bá Vương Học Đường phần 1] Sakigake!! Otokojuku,Action,,"Action, School Life, Adventure, Shounen, ","122,337",4,122337,Bá vương học đường phần 1 chap 74
140,Ô Long Viện Bộ 2,Adventure,"AU,YAO-HSING","Comedy, Manhua, Adventure, ","121,472",4,121472,"Ô long viện bộ 2 vol 10,2: nhà trọ mặt đỏ d"
141,Giải trí chí thượng,Manhua,Một con cá muối bự,"Manhua, Đam Mỹ, ","121,479",4,121479,Chap 100
142,Nô Lệ Câm,Đam Mỹ,Đang cập nhật,"Cổ Đại, Manhua, Đam Mỹ, ","121,332",4,121332,Chapter 50
143,Doraemon,Supernatural,Fujiko F.Fujio,"Sci-fi, Fantasy, Slice of Life, School Life, Supernatural, Comedy, Manga, ","121,106",4,121106,Chapter 507
144,Bungou Stray Dogs,Supernatural,Asagiri Kafuka - Harukawa,"Action, Mystery, Comedy, Supernatural, ","121,101",4,121101,Chapter 70
145,Xuyên thành nam phụ bẻ cong nam chính,Manhua,Mèo ba đuôi,"Xuyên không, Comedy, Manhua, Đam Mỹ, ","121,174",4,121174,Tiết lộ cảnh chap 38 cùng nhau hóng 7 chap nx nha~
146,Ai hơn ai,Manhwa,,"Manhwa, ","120,679",4,120679,Chapter 267
147,Tinh Võ Thần Quyết,Mystery,Đang cập nhật,"Mystery, Manhua, ","120,255",4,120255,Chapter 417
148,Thiên hậu trở về,Xuyên không,Duyệt Văn ,"Drama, Xuyên không, Manhua, ","120,099",4,120099,Chap 200
149,Himouto! Umaru-chan,Comedy,Sankaku Head,"Romance, School Life, Comedy, Slice of Life, Shounen, ","119,691",4,119691,Chương 163: umaru và kanau
150,Dragon ball AF Young Jijiis,Supernatural,Young Jijii,"Mystery, Shounen, Fantasy, Supernatural, Action, Martial Arts, Doujinshi, ","119,488",4,119488,Dragon ball af young jijii's chap 46
151,Skip Beat,Comedy,Yoshiki Nakamura,"Drama, Romance, Shoujo, Comedy, ","119,369",4,119369,Chapter 283
152,Cô nàng Backlight,Manhwa,大周互娱·吧小嗒,"Xuyên không, Manhua, Manga, Manhwa, ","118,952",4,118952,THÔNG BÁO QUAN TRỌNG!!!
153,Cành Trúc Uốn Khúc,Đam Mỹ,十二只+不可治 《Mười Hai Chỉ + Không Thể Trị》,"Cổ Đại, Shounen-ai, Manhua, Đam Mỹ, ","118,257",4,118257,Chap 59: END (đăng lại)
154,Bá Đạo Tổng Tài Yêu Ta,Romance,笑水轩动漫/夏日紫,"Romance, Manhua, ","118,107",4,118107,Bá đạo tổng tài yêu ta – chap 107
156,Hằng Mộng Nam Thần,Manhua,Đang cập nhật,"Comedy, Manhua, Đam Mỹ, ","117,922",4,117922,Chapter 27
157,Ma Tôn Muốn Ôm Ôm,Manhua,Đang cập nhật,"Cổ Đại, Manhua, Đam Mỹ, ","117,908",4,117908,Chapter 80
158,Siêu Cấp Binh Vương Tại Đô Thị,Manhua,Đang cập nhật,"Action, Comedy, Manhua, ","117,850",4,117850,Chapter 167
159,Võ Luyện Đỉnh Phong,Action,Đang cập nhật,"Action, Manhua, ","117,552",4,117552,Chapter 922
160,[Truyện Tranh] Platinum End - Bản Tiếng Việt Mới Nhất,School Life,"Obata Takeshi,Ohba Tsugumi","Sci-fi, Shounen, School Life, Supernatural, Action, Comedy, Tragedy, ","117,464",4,117464,Chap 32
161,Màn Đêm Buông Xuống Là Khi Qụa Kêu,Manhwa,Đang cập nhật,"Action, Manhwa, ","117,287",4,117287,Chapter 3
162,Thiều Quang Mạn,Cổ Đại,Hồ Lô Ngào Đường ,"Cổ Đại, Manhua, ","117,409",4,117409,Chapter 41
163,Kengan Omega,Action,Đang cập nhật,"Action, Drama, Martial Arts, ","116,649",4,116649,Chapter 94
164,Kế hoạch sủng ái của tiểu công chúa,Manhua,Tiểu Bạch Lùn,"Cổ Đại, Romance, Xuyên không, Manhua, ","116,448",4,116448,Chapter 58.2
165,Con Cáo Nói Gì?,Webtoon,Đang cập nhật,"Drama, Webtoon, Manhwa, Romance, Yuri, Shoujo Ai, ","116,345",4,116345,Chapter 93: Ending !
166,Nữ Phản Diện Bao Nuôi Trùm Cuối,Comedy,Nagase Sarasa,"Slice of Life, Romance, Fantasy, Shoujo, Supernatural, Comedy, ","116,178",4,116178,Chapter 13.5
167,Dịch vụ trả thù,Manga,ComicVN,"Action, Horror, Manga, ","116,173",4,116173,NT17
169,19 Days,School Life,Old Xian,"Slice of Life, School Life, Comedy, Shounen-ai, ","116,058",4,116058,19 days 
170,←☼ Ookii Onnanoko wa Suki Desu ka? ☼→,Romance,AIZOME Gorou,"Harem, Slice of Life, Seinen, Sports, Romance, Comedy, ","115,902",4,115902,Chap 034
171,TÌNH CỜ TÌM THẤY THÁNG 7- FIND JULY,Shoujo,MooRyu,"Romance, Webtoon, Fantasy, Manhwa, Drama, School Life, Shoujo, ","115,886",4,115886,Chap 22 
172,Ai Nói Tôi Đang Nổi Tiếng,Drama,Chanh Quang,"Drama, Manhua, ","115,873",4,115873,Chương 43: Đạo diễn Thiệu đích thân mời
173,YAHALUE - AHAROO - Truyện Tranh Online,Manhwa,Bongbanjang,"Webtoon, Manhwa, ","115,734",4,115734,Chapter 42
174,Gakuen Babysitters,Comedy,tokeino hari,"School Life, Shoujo, Comedy, ","115,592",4,115592,Gakuen Babysitters Chap 49
175,Boku wa Mari no Naka,Gender Bender,Oshimi Shuuzou,"Romance, Seinen, Gender Bender, ","115,569",4,115569,Boku wa mari no naka chap 080
176,[Truyện Tranh] Otoyomegatari - Bản Tiếng Việt Chap Mới Nhất,Seinen,Mori Kaoru,"Romance, Slice of Life, Seinen, Drama, Historical, ","115,015",4,115015,Otoyome gatari chapter 74
177,Đông Lân Tây Sương,Historical,Truyện tranh Điện Man,"Manhua, Historical, ","114,813",4,114813,Lời chào cuối cùng 
178,"Kyou, Koi wo Hajimemasu - Mộng mơ đầu đời",Romance,Minami Kanan,"Drama, Romance, Shoujo, Comedy, School Life, ","114,658",4,114658,Chapter 99.5
