,name,category,author,categories_list,view_count,ratting_value,ratting_count,chapter_cout
58,Yêu hay không yêu?!,Romance,Yurin Hajime,"Romance, Action, VnComic, Đam Mỹ, ","78,192",4,78192,Chap 49 
59,Vương Phi Thông Linh,Comedy,Đang cập nhật,"Xuyên Không, Manhua, Romance, Fantasy, Shoujo, Comedy, ","78,192",4,78192,Chapter 32
60,Tình yêu xui xẻo,Comedy,Yumeki Mitsuru,"Harem, Romance, Fantasy, Shoujo, Historical, Action, Comedy, Manga, ","78,178",4,78178,Chapter 3
61,Stop!! Hibari-kun!,Comedy,EGUCHI Hisashi,"Romance, Comedy, Gender Bender, Shounen, ","78,176",4,78176,Stop!! hibari
62,Trường An Tưởng Tượng,Action,Đang cập nhật,"Action, Xuyên Không, Manhua, Adventure, Manhwa, ","78,176",4,78176,Chapter 70
63,Hoàng Tử Ánh Trăng,Romance,unknow,"Drama, Romance, Shoujo, Comedy, Supernatural, ","78,173",4,78173,Hoàng tử ánh trăng chương 5
64,Hana To Himegimi To Akuma No Vivian,One Shot,sukioka Yasuko,"Romance, Fantasy, Shoujo, One Shot, ","78,169",4,78169,Chapter 1
65,Senpai có thích đàn em BB (Big Boobs),Slice of Life,Takuji Yusaku,"Romance, Slice of Life, Comedy, ","78,160",4,78160,Chapter 29
66,Lệnh Cấm Nghị Tộc 2 Ẩn Diện Trấn,Manhua,Đang cập nhật,"Manhua, ","78,159",4,78159,Chapter 67
67,Hidari Te,Manga,Clamp,"One Shot, Manga, ","78,157",4,78157,Chapter 1: Oneshot
68,Chuyện tình zed và syndra ss1,Manga,Đang cập nhật,"Drama, Romance, Manga, ","78,157",4,78157,Chapter 36.6: Special chapter
69,Cửa Hàng Thông Thiên Giới,Manhua,Đang cập nhật,"Martial Arts, Manhua, ","78,154",4,78154,Chapter 131
70,Nghe nói tôi rất nghèo,Đam Mỹ,Tô Cảnh,"Romance, Manhua, Đam Mỹ, ","78,152",4,78152,Chapter 38
71,The Real Her,Shoujo Ai,Imamura Youko,"Shoujo, Comedy, Shoujo Ai, ","78,150",4,78150,Chapter 2
72,[Truyện] Isekai Cheat Magic Swordsman - Tiếng Việt Mới Nhất,Romance,Đang cập nhật,"Harem, Shounen, Romance, Adventure, Action, Manga, ","78,150",4,78150,Chapter 6.2
73,Người Đàn Ông Bên Ngoài Cửa Sổ,Manhua,Đang cập nhật,"Horror, Manhua, ","78,144",4,78144,Chapter 2
74,Kubera,Adventure,Currygom,"Action, Adventure, Manga, ","78,142",4,78142,Chapter 2
75,Faust,Fantasy,Arechan,"Fantasy, ","78,138",4,78138,Chapter 6
76,Charlotte,Seinen,"TSURUSAKI Yuu,Maeda Jun,Ikezawa Shin","Drama, Seinen, Sci-fi, Slice of Life, Romance, School Life, Comedy, ","78,134",4,78134,Charlotte chap 9:
77,Samurai 8: Hachimaruden,Action,Masashi Kishimoto - Akira Ōkubo,"Action, Adventure, Shounen, ","78,133",4,78133,Chapter 9
78,Mặt Lạnh Mặc Đồ Của Con Gái,Comedy,Kurano,"Romance, School Life, Comedy, ","78,132",4,78132,Chapter 7
79,How To Open A Triangular Riceball,Webtoon,,"Romance, Comedy, Webtoon, ","78,131",4,78131,How to open a triangular riceball chap 006
80,Kochira Last Boss Maoh Shiro Mae Kyoukai,Manga,Đang cập nhật,"Harem, Shounen, Fantasy, Action, Comedy, Manga, ","78,131",4,78131,Chapter 2: Raw
81,Sweet Bitter,Manga,Đang cập nhật,"Drama, Romance, School Life, Sci-fi, Manga, ","78,125",4,78125,Chapter 1
82,Phản Phái Nữ Đế Lai Tập,Romance,Đang cập nhật,"Romance, Shoujo, Manhua, ","78,123",4,78123,Chapter 54
83,Hana no Kishi,School Life,NISHIKATA Mai,"Romance, School Life, Comedy, Manga, ","78,119",4,78119,Chapter 7: Tôi là con trai
84,Life Is Money,Drama,,"Drama, Psychological, Shounen, ","78,118",4,78118,Life is money chap 15
85,Hoa Hồng Thép,Drama,Ryan,"Drama, Sports, Romance, Shoujo, Comedy, Martial Arts, ","78,117",4,78117,Chapter 7
86,Kimi no Sei,Romance,IWAI Kyouhei,"Drama, Psychological, Romance, Josei, Slice of Life, ","78,100",4,78100,Kimi no sei chap 2
87,Thịnh Thế Sủng Hôn : Lão Bà Không Được Chạy,Romance,lorina,"Romance, ","78,096",4,78096,Chap 1
88,Isekai ni kita mitai dakedo ikaga sureba yoi no darou,Romance,Đang cập nhật,"Romance, Fantasy, Harem, Slice of Life, Adventure, ","78,093",4,78093,Chapter 6
89,Cưng Chiều Vợ Yêu,Comedy,Đang cập nhật,"Romance, Shoujo, Comedy, Manhua, ","78,092",4,78092,Chapter 305
90,Vương Phong Lôi 2,Action,Huang Yu Lang,"Manhua, Shounen, Romance, Fantasy, Action, Martial Arts, Shoujo Ai, ","78,091",4,78091,Chapter 48
91,Che Bầu Trời,Manhua,Bu Bu Xing Qiu,"Romance, Shoujo, Manhua, Historical, ","78,085",4,78085,Chapter 5
92,Live with Yourself!,Comedy,Đang cập nhật,"Comic, Comedy, ","78,064",4,78064,Chapter 1: 
93,Tình thù của sát thủ lưu ban,Shounen-ai,Đang cập nhật,"Comedy, VnComic, Psychological, Action, Shounen-ai, Soft Yaoi, ","78,058",4,78058,Chap 23 
94,Stand Up!,Slice of Life,Yamakawa Aiji,"Romance, School Life, Shoujo, Slice of Life, ","78,057",4,78057,Stand up! chương 008
95,Con Gái Của Đại Pháp Sư,Fantasy,Đang cập nhật,"Fantasy, Manhwa, ","78,040",4,78040,Chapter 37
96,Angel Beats! The 4-koma - Our Battle,Seinen,Đang cập nhật,"Slice of Life, School Life, Seinen, Comedy, Manga, ","78,031",4,78031,Chapter 10
97,The Secret Recipe,,Đang cập nhật,", ","78,030",4,78030,Chapter 7
98,Công Chúa Huyền Bí,Comedy,ANAN Mayuki,"Mystery, Shoujo, Comedy, Magic, ","78,029",4,78029,Công chúa huyền bí chương 19
99,30 ngày trở thành đại minh tinh,Romance,Đường Sa,"Romance, Shoujo, Manhua, ","78,022",4,78022,Chap 1
100,A Thousand Years Ninetails,Shounen,Giyang,"Webtoon, Shounen, Romance, Fantasy, Shoujo, Supernatural, Adventure, Historical, Comedy, ","78,021",4,78021,A thousand years ninetails chap 20:
101,Masked Woman,Comedy,"Merin,Park Hana","Romance, Comedy, ","78,020",4,78020,Chap 19
102,"Mami Đột Kích, Thiên Tài Manh Bảo Khốc Daddy",Romance,Góc nhỏ của Mamoru,"Romance, Manhua, ","78,019",4,78019,Chapter 17
103,Trò chơi họp lớp,Manhwa,Đang cập nhật,"Manhwa, ","78,011",4,78011,Chapter 36
104,Trái Ngược Có Đáng Yêu?,Romance,Xưởng Nhà Máy Gạo - Sweet Comic,"Romance, School Life, Manhua, ","78,011",4,78011,Chapter 1: TRAILER
105,By Hero [S.A],One Shot,Sakura Amyuu,"Drama, Romance, Shoujo, One Shot, ","78,010",4,78010,Chapter 1: One shot
106,Thanh Tâm,Shoujo,Đang cập nhật,"Shoujo, One Shot, ","78,006",4,78006,Chapter 1: One shot
107,"That Inferior Knight, Actually Level 999",Adventure,Shiraishi arata,"Action, Fantasy, Adventure, ","78,006",4,78006,Chapter 6
108,Lucu Lucu,Comedy,ASARI Yoshitoo,"Slice of Life, Fantasy, Seinen, Comedy, ","77,999",4,77999,Lucu lucu chap 028
109,ĐĂNG ẢNH THUI,Art Book,Hân...........................,"Tạp chí truyện tranh, Art Book, ","77,992",4,77992,HOT HOT HOT (yaoi)
110,Bộ sưu tập của duyên ♡♡♡,Anime,duyenkewt,"Anime, ","77,991",4,77991,Dororo :3 ♡
111,Transient Flower,Josei,,"Psychological, Romance, Josei, One Shot, Drama, ","77,988",4,77988,Transient Flower OneShot
112,Ameiro Kouchakan Souwa Lilyca,Doujinshi,"FUJIEDA Miyabi,Hakamada Mera,Amano Shuninta,MORISHIMA Akiko,Nogi Hikaru,Peterpan","Slice of Life, Doujinshi, Shoujo-ai, ","77,984",4,77984,Ameiro kouchakan souwa lilyca chap 1: một ngày ở phòng trà hổ phách
113,test truyện,Truyện scan,,"Truyện scan, ","77,981",4,77981,"Test ""truyện"" chap 444"
114,Gekka no Kimi,School Life,Shimaki Ako,"Drama, Romance, School Life, Shoujo, Supernatural, Historical, Comedy, ","77,972",4,77972,Gekka no kimi chap 012
115,Mix,School Life,Aachi Mitsuru,"Romance, School Life, Shounen, Sports, ","77,966",4,77966,Mix chương 45
116,Level Up,Adventure,,"Manhua, Adventure, ","77,955",4,77955,Level up chap 40
117,Hồng Ly xuyên không tự truyện(Drop),Comedy,Hoa Hồng Băng,"Cổ Đại, Xuyên không, Manhua, Fantasy, Anime, Comedy, ","77,952",4,77952,Chương 5
118,Private Prince,Comedy,,"Drama, Romance, Comedy, ","77,948",4,77948,Private prince chapter 5
119,Sentaku no Toki,Sci-fi,Đang cập nhật,"Supernatural, Sci-fi, Shounen, ","77,947",4,77947,Chapter 4
120,Zetsubou Baby,Shoujo,Sakurada Hina,"Romance, School Life, Shoujo, ","77,945",4,77945,Zetsubou baby – chap 4
121,The Gamer,School Life,Sung San - young,"Action, School Life, Comedy, Supernatural, Shounen, ","77,945",4,77945,Chapter 354
122,Sự Cứu Rỗi Của Người Vợ,Manhua,Đang cập nhật,"Manhua, ","77,943",4,77943,Chapter 36
123,Chuyện Tình Vượt Thời Gian - Melancholic Princess,Shoujo,Du Tố Lan,"Mystery, Romance, Shoujo, Manhua, Historical, ","77,942",4,77942,Chapter 25
124,Harry x Draco,Yaoi,Milaylianmaria,"Yaoi, ","77,942",4,77942,Oneshot
125,Mathematical Girls,School Life,HISAKA Mika - YUUKI Hiroshi,"School Life, Manga, ","77,941",4,77941,Chapter 7
126,Cực Phẩm Chiến Binh Tại Đô Thị,Manhua,Đang cập nhật,"Action, Manhua, ","77,938",4,77938,Chapter 183
127,Nageku Shinigami,Romance,Miyuki Mitsubachi,"Drama, One Shot, Romance, Shoujo, Supernatural, Tragedy, ","77,920",4,77920,Nageku Shinigami OneShot
128,Ma vương đại nhân của tôi,Manhua,Comicool,"Comedy, Manhua, Shounen, ","77,920",4,77920,Chap 26
129,Dorabase,Manga,Đang cập nhật,"Manga, ","77,919",4,77919,Chapter 3
130,Eat-Man The Main Dish,Comedy,Đang cập nhật,"Mystery, Sci-fi, Shounen, Adventure, Action, Comedy, ","77,916",4,77916,Chapter 16: 
131,"Báo cáo! Đế quân, ngươi có độc!",Cổ Đại,Việt hóa bởi: Tịnh Hương Các,"Cổ Đại, Manhua, ","77,916",4,77916,Chap 11
132,Năm giác quan,Romance,Momoko Suika,"Romance, Yaoi, ","77,914",4,77914,Chap 1
133,Thần Giới Online,Sci-fi,Đang cập nhật,"Action, Sci-fi, Manhua, Webtoon, Shounen, ","77,913",4,77913,Chapter 26: 
134,Chimachimatto Kyouya-tan,Shounen,Nikukyu Mania,"Shoujo Ai, One Shot, Shounen, ","77,909",4,77909,Chapter 1
135,Bảo kiến sủng mật của tổng tài hàng tỷ,Manhua,Cực Thiên Vân Mạn,"Romance, Comic, Manhua, ","77,905",4,77905,Chapter 0
136,Watchmen,Supernatural,"Alan Moore,Dave Gibbons,John Higgins","Sci-fi, Drama, Fantasy, Supernatural, Action, Comic, ","77,903",4,77903,Watchmen chap 12 end
137,Neon Sign Amber,Romance,Oregetsu Tanaka,"Slice of Life, Romance, School Life, Shounen-ai, Comedy, Yaoi, ","77,901",4,77901,Neon sign amber chap 2:
138,Học Viện Phi Nhân,Comedy,Đang cập nhật,"School Life, Comedy, ","77,887",4,77887,Chapter 128.1
139,LIfe Game,Mystery,Takuse Nade,"Mystery, Horror, Manga, Shounen, ","77,883",4,77883,Chapter 3
140,Hộ Hoa Cao Thủ Tại Đô Thị,Supernatural,Đang cập nhật,"Action, Manhua, Supernatural, ","77,872",4,77872,Chapter 144
141,Shinohayu - The Dawn of Age,Shoujo,Kobayashi Ritz,"School Life, Shoujo, Sports, ","77,869",4,77869,Shinohayu 
142,The Flustered Shabby Santa Claus,One Shot,Yamamoto Kana,"Comedy, One Shot, Josei, ","77,866",4,77866,Chapter 1: One shot
143,Meikyuu Neko [One shot],Supernatural,Yuki Urushibara,"Slice of Life, One Shot, Seinen, Supernatural, ","77,861",4,77861,Chapter 1: One shot
144,Toorigakari ni one point advice shiteiku type no yankee,Romance,Otsuji,"Romance, Slice of Life, Seinen, Comedy, Manga, ","77,860",4,77860,Chapter 19
145,Thành Phố Của Những Ngôi Sao,Manhua,Đang cập nhật,"Romance, Shoujo, Comedy, Manhua, ","77,859",4,77859,Chapter 9
146,Grisaia no Kajitsu -Le Fruit de la Grisaia-,Shounen,,"Mystery, Drama, Harem, Slice of Life, Seinen, Shounen, Romance, School Life, Action, Comedy, Tragedy, ","77,854",4,77854,Grisaia no kajitsu 
147,Shin Shunkaden,Manga,Clamp,"Manga, ","77,851",4,77851,Chapter 1
148,Tây Du Hý,Fantasy,,"Action, Fantasy, Comedy, Adventure, ","77,851",4,77851,Tây du hý chapter 4
149,Mahouka Koukou no Rettousei - Double Seven Hen,Action,SATOU Tsutomu - KITAUMI Tsuna,"Fantasy, Romance, Mecha, Supernatural, Adventure, Action, Comedy, Manga, ","77,850",4,77850,Chapter 5
150,Toàn Mạng Đều Là Fan Cp Của Tôi Với Ảnh Đế,Romance,Đang cập nhật,"Romance, Comedy, Manhua, ","77,849",4,77849,Chapter 45
151,Chấp Kiếm Giả,Adventure,Mạn Quang Hồ,"Mystery, Martial Arts, Comedy, Manhua, Adventure, ","77,844",4,77844,Chapter 69
152,Sakura no Kimi,Romance,Yamaguchi Miyuki,"Romance, School Life, Shoujo, Slice of Life, One Shot, ","77,842",4,77842,One Shot
153,Haru Yo Koi,Slice of Life,Saki Kaori,"Drama, Romance, Slice of Life, Comedy, ","62,867",4,62867,Haru yo koi chap 8
154,Tsuki Tsuki!,Harem,Gotou Yuujin,"Drama, School Life, Harem, Comedy, Seinen, ","77,825",4,77825,Tsuki tsuki! chap 43
155,Đàn Em Tôi Biến Thành Một Cậu Bé,Manga,Mizu Asato,"Slice of Life, Comedy, Gender Bender, Manga, ","77,822",4,77822,Chapter 2
156,Khuynh Thế Y Phi Muốn Bỏ Chồng,Drama,Khai Nguyên Động Mạn,"Cổ Đại, Drama, Shoujo, Xuyên không, ","49,096",4,49096,"Chap 2: Sự Khó Chịu Này, Là Tình Cảm Của Cô Sao?"
157,Lạc Vào Thế Giới Game,Supernatural,MARUYAMA Kugane - MIYAMA Fugin,"Seinen, Fantasy, Supernatural, Adventure, Action, Comedy, ","77,817",4,77817,Chapter 46
158,Crookclock,Fantasy,,"Romance, Fantasy, Shoujo, Historical, Comedy, Manga, ","77,809",4,77809,Chapter 4.5
159,Vũ Trụ Cầm Vị Hưởng,Manhua,Đinh Băng,"Mystery, Romance, Shoujo, Manhua, School Life, ","77,808",4,77808,Chapter 7
160,[Truyện Tranh] KUROZAKURO - Bản Tiếng Việt Chap Mới Nhất,Manga,Natsume Yoshinori,"Mystery, Fantasy, Shounen, Truyện scan, Supernatural, Adventure, Action, Manga, ","77,805",4,77805,Kurozakuro chap 67
161,Josou Shounen Anthology Comic,Shounen-ai,"Anri Sakano,Benny,Hazumi Nariyuki,Inomoto Rikako,Kiritomo Koroha......","Romance, School Life, Comedy, Shounen-ai, ","77,801",4,77801,Josou shounen anthology comic vol 2 chap 2
162,Anthology – Shingeki No Kyojin Dj,Psychological,sagawa miku - Okamoto K. Munesumi - nigou - Minase Yue - Kazuma Kodaka - Kanimura - Ereki,"Mystery, Drama, Romance, Psychological, Comedy, Tragedy, ","77,801",4,77801,Chapter 1
163,Binzume no Jigoku,Psychological,Đang cập nhật,"Psychological, Horror, Gender Bender, ","77,801",4,77801,Chapter 4
164,Chocobo’s Mysterious Story,Manga,Katou Hiroshi,"Adventure, Manga, ","77,797",4,77797,Chapter 2
165,[Truyện Online] TSUKI NO KO - Bản Tiếng Việt,Shoujo,Shimizu Reiko,"Drama, Fantasy, Romance, Gender Bender, Shoujo, ","77,796",4,77796,Tsuki no ko chap 1
166,Katekyo! Dj – Chocolate Fondue,Shounen,MOEGI Yuu & TAKAOKA Nanaroku,"Shoujo Ai, Shounen, ","77,791",4,77791,Chapter 0
167,[Truyện Tranh] Cô Nàng Đáng Yêu - Full Tiếng Việt Mới Nhất,Slice of Life,Han Yu Rang,"Romance, Slice of Life, Shoujo, Manhwa, ","77,792",4,77792,Chapter 10
168,Đêm phá huỷ,Drama,Thỏ con,"Drama, ","77,790",4,77790,Xl mọi người nãy up thiếu chap 
169,Ai Yori Aoshi,Comedy,Fumizuki Kou,"Romance, Drama, Harem, Comedy, Seinen, ","77,784",4,77784,Ai yori aoshi chap 66
170,Berrys,Harem,Sphere - SAKURAI Makoto,"Romance, Harem, Seinen, ","77,784",4,77784,Chapter 10
171,Himouto! Umaru-chan S,Comedy,Sankaku Head,"Comedy, ","77,782",4,77782,Himouto! umaru
172,Hồng Thiên Thần Tôn,Action,Đang cập nhật,"Action, Mystery, Manhua, Adventure, ","77,782",4,77782,Chapter 110
173,Nha Minh Chi Chung,Drama,,"Mystery, Drama, Manhua, Horror, Romance, Fantasy, Shoujo, Supernatural, ","77,780",4,77780,Nha minh chi chung – chap 5
174,Người thợ làm bánh với gương mặt khó chịu và tôi,Shoujo,Hino Matsuri,"Slice of Life, Shoujo, One Shot, ","77,777",4,77777,Chapter 1: Oneshot
175,Danganronpa Couples Short Doujinshi,Doujinshi,Đang cập nhật,"Doujinshi, ","77,773",4,77773,Chapter 3
176,Amai Akuma ga Warau,School Life,Toriumi Pedoro,"Romance, School Life, Harem, Comedy, Shoujo, ","77,766",4,77766,Amai akuma ga warau – chap 44
177,Lời nguyền cinderella,Shoujo-ai,Liz 栗子,"Sci-fi, Shoujo-ai, ","77,765",4,77765,Lời nguyền cinderella chap 48
178,Thập Diện Hiểm Nguy,Xuyên không,Jenny Viên,"Romance, Xuyên không, Manhua, ","77,764",4,77764,Chap 2
179,Chọc Yêu Thành Nghiện,Manhua,Đang cập nhật,"Romance, Manhua, ","77,762",4,77762,Chapter 4
180,Phòng Ngủ 1001,Manhua,Gà Rieee,"Comedy, Manhua, Đam Mỹ, ","77,762",4,77762,Thông báo quan trọng
181,Dungeon Seeker,Fantasy,Đang cập nhật,"Shounen, Drama, Fantasy, Adventure, Action, Tragedy, ","77,757",4,77757,Chapter 33
182,6-Gou Keibi,Action,Kiyoshi Kisaki,"Action, Fantasy, ","77,755",4,77755,Chapter 3
183,Em gái sống khép kín của tôi,Shounen,Fushimi Tsukasa,"Drama, Romance, Seinen, Comedy, Shounen, ","77,755",4,77755,Chapter 35
184,Donten Prism Solar Car,Romance,ONE - Murata Yuusuke,"Romance, School Life, Manga, Sports, ","77,754",4,77754,Chapter 2
185,Ban nhạc Ardour,Psychological,Wu Rou Xuan,"Psychological, Harem, Comedy, ","77,753",4,77753,Chapter 8
186,X-Men: Magneto Testament,Comic,Marvel,"Comic, Adventure, ","77,753",4,77753,Chapter 5: [END]
