,name,category,author,categories_list,view_count,ratting_value,ratting_count,chapter_cout
25,Naruto Doujinshi - Its Tough Being A Genin,Shounen,Megumu Iketsuki,"Shoujo Ai, Doujinshi, Shounen, ","40,316",4,40316,Chapter 8
26,Mofu Danshi,Comedy,Aiya Kyuu,"Shoujo, Comedy, One Shot, ","40,310",4,40310,Mofu danshi oneshot
27,The Necromancer Maid,Comedy,SHIMAZAKI Mujirushi,"Slice of Life, Fantasy, Comedy, ","40,304",4,40304,Chapter 14
28,Kano-Shiuko-Mayou-Otoko,Shoujo,Đang cập nhật,"Slice of Life, Shoujo, ","40,298",4,40298,Chapter 5
29,Độc Phi Ngốc Nghếch Không Dễ Chọc,Xuyên không,超漫细菌,"Cổ Đại, Xuyên không, Manhua, ","40,304",4,40304,Chap 153
30,Isekai Death Game Ni Tensou Sarete Tsurai,Fantasy,Đang cập nhật,"Fantasy, Seinen, ","40,291",4,40291,Chapter 6
31,Suki yori mo Chikaku,Shoujo,Makino,"Romance, School Life, Shoujo, Slice of Life, Manga, ","40,286",4,40286,Chapter 1
32,Jun and Kaoru: Pure and Fragrant,Slice of Life,Đang cập nhật,"Mystery, School Life, Slice of Life, Manga, Comedy, ","40,275",4,40275,Chapter 10
33,Ookamidomo No Shitsukekata,School Life,Shiraishi Yuki,"Romance, School Life, Harem, Comedy, Shoujo, ","40,273",4,40273,Ookamidomo no shitsukekata – chap 3
34,Khế Ước Làm Phi,Romance,Rejong - Red Witch - Babgukk (Rice Stew),"Romance, Shoujo, Comedy, Manhua, Historical, ","40,272",4,40272,Chapter 30
35,Bạn trai ác ma,School Life,Kinz,"Romance, School Life, Shoujo, ","40,261",4,40261,Thông báo
36,Kén Rể,Slice of Life,Clickie,"Slice of Life, Comedy, ","40,257",4,40257,Chapter 1
37,Chạm Vào Người Thương,Romance,,"Romance, Xuyên Không, Manhua, ","40,254",4,40254,Chạm vào người thương chap 030
38,Kiến,Psychological,Trà sữa H3,"Drama, Psychological, Romance, One Shot, ","40,254",4,40254,Kiến OneShot
39,MONOCROME,Shounen,Zen - (Vnsharing),"Action, Drama, Shounen, ","40,251",4,40251,Chapter 1
40,Mãnh quỷ quán,Horror,"Hoàng ngọc bang,quỷ quán","Horror, ","40,250",4,40250,Bonus
41,Captain America- Living Legend (2013),Adventure,,"Action, Comic, Adventure, ","40,249",4,40249,Captain america
42,Kokoro Rental,Shoujo,Hano Chise,"Mystery, Slice of Life, Horror, One Shot, Romance, School Life, Shoujo, ","40,243",4,40243,Kokoro rental chap 0
43,Cider and Crybaby,Comedy,,"Drama, Slice of Life, Soft Yuri, School Life, Comedy, Doujinshi, ","40,246",4,40246,Cider and crybaby the secret door that fleetingly opens
44,Vampire Wing,,Đang cập nhật,", ","40,238",4,40238,Chapter 1: Oneshot
45,Tra Nam Công Lược Thủ Sách,Drama,Đang cập nhật,"Drama, Comedy, Manhua, ","40,235",4,40235,Chapter 1
46,Ultimate X-men,Action,Marvel,"Action, Adventure, ","40,234",4,40234,Ultimate x
47,Tình Yêu Trước Công Nguyên,Shoujo,华映星球漫画君,"Romance, Mystery, Shoujo, ","40,230",4,40230,Chap 29
48,Harigane Service,Sports,ARA Tatsuya,"Slice of Life, Shounen, Manga, Sports, ","40,218",4,40218,Chapter 50
49,Chàng Vs Nàng,,Đang cập nhật,", ","40,215",4,40215,Chapter 19
50,Purple everyday of Lulu,Manhwa,Đang cập nhật,"Comedy, Supernatural, Adventure, Manhwa, ","40,214",4,40214,Chapter 1
51,Taimadou Gakuen 35 Shiken Shoutai,Action,,"Action, Harem, Supernatural, Manga, ","40,209",4,40209,Taimadou gakuen 35 shiken shoutai chapter 16 
52,My ever first love,One Shot,Cob (https://www.facebook.com/tueduc.kieu ),"Romance, One Shot, ","40,207",4,40207,Chapter 0
53,Ngôi nhà bị ma ám mạnh nhất và chàng trai không có năng lực tâm linh,Horror,Ikeda keisuke,"Horror, Comedy, Supernatural, Manga, ","40,207",4,40207,Chapter 12
54,Matataki Suru Tabi Koi O Suru,Romance,Sakisaka Mea,"Romance, School Life, Shoujo, ","40,202",4,40202,Matataki suru tabi koi o suru chap 1:
55,Bác Sĩ Thú Y,Shoujo,Sasaki Noriko,"Slice of Life, School Life, Shoujo, Comedy, ","40,206",4,40206,Bác sĩ thú y chap 119
56,My Dear Cat,Drama,Touma Rei,"Drama, Romance, Shoujo, Comedy, School Life, ","40,196",4,40196,Chapter 1
57,Hồi sinh thế giới,Shounen,Đang cập nhật,"Action, Supernatural, Shounen, ","40,195",4,40195,Chapter 181
58,Trường tương tư - Hoa trà [ Oneshot],Romance,坂本キヨシ,"Romance, Manhua, One Shot, ","40,186",4,40186,Chapter 0
60,Con trai Cửu Vĩ Hồ,Drama,Ikemoto Mikio - Kishimoto Masashi - Kodachi Ukyou,"Drama, Shounen, Psychological, Adventure, Action, Comedy, Manga, ","40,183",4,40183,Chapter 33
61,Kainushi Juujin To Pet Joshikousei,Comedy,Yakan Tsuzura,"Drama, Fantasy, Comedy, Slice of Life, Shounen, ","40,177",4,40177,Chapter 5
62,Shimeji Simulation,Yuri,Tsukumizu,"Sci-fi, Slice of Life, Romance, School Life, Yuri, Comedy, ","40,169",4,40169,Chapter 4.1: Bức Tranh Màu Của Shimeji
63,Tiểu Nữ Vương - June-a little queen,Manhwa,Kim Yeon Joo,"Fantasy, Manhwa, Romance, School Life, Shoujo, Adventure, Comedy, Tragedy, ","40,162",4,40162,Tiểu nữ vương
64,Thầy Của Tôi Là Ác Quỷ,Romance,Đang cập nhật,"Romance, Shoujo, Comedy, ","40,161",4,40161,Chapter 6
65,Aikatsu! Dj - RanAo SukeBook,Doujinshi,Unknown,"One Shot, Yuri, Doujinshi, Shoujo Ai, ","40,159",4,40159,Chapter 1: One shot
66,Tiểu Thư Bé Bỏng Đáng Yêu!,Doujinshi,Pingmin,"Tạp chí truyện tranh, Slice of Life, Manhwa, Romance, Fantasy, Historical, Comic, Comedy, Drama, Manga, Doujinshi, ","40,261",4,40261,Chapter 103
67,Mugen Himitsu,Shoujo,Tokunaga Satsuki,"Romance, One Shot, Shoujo, Supernatural, ","63,222",4,63222,One Shot
68,Fairy tail Doujinshi,Doujinshi,Oichi Hasake,"School Life, Shoujo, Manga, Doujinshi, ","40,158",4,40158,Chương 1b: Valentine 
69,Truyện Liên Minh Huyền Thoại,,Đang cập nhật,", ","40,133",4,40133,Chapter 17
70,Ragnarok,Horror,Kotobuki Tsukasa,"Action, Horror, Adventure, Shounen, ","40,130",4,40130,Chapter 21
71,With Gods,Supernatural,Joo Ho Min,"Webtoon, Slice of Life, Psychological, Supernatural, Historical, Comedy, Tragedy, ","40,116",4,40116,Chapter 37
72,Guns Girl - School Dayz - Special Chapter - Halloween Edition,Shoujo,Mihoyo,"Action, Shoujo, One Shot, ","40,111",4,40111,Guns girl 
73,Hoạn Phi Hoàn Triều,Romance,Đang cập nhật,"Romance, Manhua, ","40,105",4,40105,Chapter 101
74,Cô Nàng Yêu Chó,School Life,SAKURAGI Yukiya,"Drama, Seinen, Romance, School Life, Comedy, Manga, ","40,103",4,40103,Chapter 41
75,Free!- Tình yêu và tuyệt vọng,Soft Yaoi,Đang cập nhật,"Soft Yaoi, ","40,088",4,40088,Chapter 1: One shot
76,Fullmetal Alchemist - Giả Kim Thuật,Manga,Arakawa Hiromu,"Action, Manga, Sci-fi, Adventure, ","40,092",4,40092,Chapter 108: 
77,Tử Biệt,One Shot,Đang cập nhật,"Drama, One Shot, Tragedy, ","40,078",4,40078,Chapter 1: One shot
79,DUNGEON NURSERY,Comedy,Đang cập nhật,"Action, Comedy, ","40,071",4,40071,Chapter 24
80,TAL-Kẻ lập dị,Mystery,Kang Im,"Mystery, Psychological, Comedy, Adventure, Shounen, ","40,066",4,40066,Tal
81,Cô Vợ Hợp Đồng Lạnh Lùng Không Dễ Đụng Đâu,Romance,Đang cập nhật,"Romance, Shoujo, Comedy, Manhua, ","40,079",4,40079,Chapter 96
82,Sao Băng Trong Lòng ~ Starlight to your heart ~,Shoujo,Hiro Matsuba,"Romance, Shoujo, Historical, ","40,060",4,40060,Sao băng trong lòng ~ starlight to your heart ~ chap 15
83,Phong Vân Thần Võ Ký,Action,Mã Vĩnh Thành,"Action, ","40,075",4,40075,Chapter 49.5
84,Jojo Hon Nyuuka,Comedy,Đang cập nhật,"Comedy, Doujinshi, ","40,055",4,40055,Chapter 3
85,hentai zoo,Seinen,Đang cập nhật,"Seinen, Comedy, Harem, ","40,120",4,40120,Chapter 13: bò :V
86,Wolverine: Japans Most Wanted,Sci-fi,Marvel,"Action, Comic, Supernatural, Sci-fi, ","40,052",4,40052,Wolverine: japan's most wanted chap 1
87,Change the World (KANZAKI Yuuya),Mystery,Kanzaki Yuuya,"Mystery, Psychological, Seinen, Drama, Action, Manga, ","40,051",4,40051,Chapter 18
88,Walpurgis No Yoru Ni,Manga,Nakao,"Drama, Romance, Action, Manga, Fantasy, ","40,049",4,40049,Chapter 11
89,Truyền thuyết tứ thánh thú,Drama,Miin,"Drama, Fantasy, Adventure, Webtoon, ","40,038",4,40038,Chapter 5
90,Inakami,Sci-fi,Shioko,"Sci-fi, Manga, ","40,025",4,40025,Inakami chap 2
91,Cuộc phiêu lưu của kin kin,Action,manga vn,"Action, ","40,024",4,40024,Chapter 6
92,Cương Lĩnh - Cao Thủ Bí Ẩn,Comedy,Đang cập nhật,"Webtoon, Manhwa, Adventure, Historical, Action, Comedy, ","40,024",4,40024,Chapter 132
93,Kokou no Hito,Adventure,Sakamoto Shinichi,"Drama, Seinen, Sports, Psychological, Adventure, Tragedy, ","40,012",4,40012,Chapter 138
94,Lịch Sử Sống Sót Của Nhân Vật NPC Phản Diện,Comedy,Đang cập nhật,"Manhua, Slice of Life, Romance, Adventure, Action, Comedy, ","40,003",4,40003,Chapter 2
95,"Meguriau yo, Baby!",Romance,Kinoshita Keiko,"Romance, Manga, ","40,000",4,40000,Chapter 3
96,Manabi Straight!,School Life,"ufotable,Tartan Check","Slice of Life, School Life, Comedy, Sci-fi, Shounen, ","39,998",4,39998,Manabi straight! chap 4
97,Cô vợ bất đắc dĩ,Romance,Đang cập nhật,"Romance, School Life, Comedy, Supernatural, Shounen, ","39,998",4,39998,Chapter 6
98,Gaintoria no Hangeki (ゲイントリアの反撃),Fantasy,Vương Bỉnh Phong (Tamada Heijun),"Action, Fantasy, Adventure, Shounen, ","39,994",4,39994,Gaintoria no Hangeki (ゲイントリアの反撃) chương 8
99,Hiện Thế Thần Linh,Action,Đang cập nhật,"Action, Adventure, ","39,993",4,39993,Chapter 6: 
100,I am a Hero,Drama,HANAZAWA Kengo,"Drama, Seinen, Slice of Life, Horror, Psychological, Tragedy, ","39,996",4,39996,Chapter 121
101,Luyến Ái Cấm Kỵ,,Tiểu Lâm Rất May Mắn,", ","39,991",4,39991,Chapter 11
102,Aigan Cinderella,Josei,Đang cập nhật,"Romance, Josei, ","39,989",4,39989,Chapter 5: end
103,Sakamichi no Apollon,Josei,Kodama Yuki,"Drama, Josei, Slice of Life, Romance, School Life, Historical, ","39,985",4,39985,Sakamichi no apollon chap 17
104,Bảo an chỗ ta có chút tà,Action,Jin-Kun,"Action, ","39,983",4,39983,Thông báo drop
105,Kiêu Sủng Y Phi,Romance,Đang cập nhật,"Cổ Đại, Romance, Xuyên Không, Manhua, School Life, ","39,983",4,39983,Chapter 208
106,KHR Doujinshi - Tatoe Kare Ga Mono Iwanu Shikabane Ni Natta Toshite Mo,Tragedy,KILLCAKE - Ama Poteto,"Shoujo Ai, One Shot, Tragedy, Shounen, ","39,980",4,39980,Chapter 1
107,Ochite Chika Chika,Romance,ANDO Mai,"Romance, Shoujo, ","39,979",4,39979,Ochite chika chika chap 3 [End]
108,Truy Bắt Ngao Ngao,Đam Mỹ,MCS,"Comedy, Manhua, Đam Mỹ, ","39,979",4,39979,Chapter 44
109,Rash,,Đang cập nhật,", ","39,976",4,39976,Chapter 12
110,Vách tường có nam thần: Cưỡng ép yêu 100 ngày,Manhua,Đang cập nhật,"Romance, Drama, Manhua, ","39,985",4,39985,Chapter 122
111,Hướng Dẫn Nuôi Một Chú Khủng Long,Manhua,Đang cập nhật,"Romance, Manhua, ","39,971",4,39971,Chapter 21: 555893
112,Mạt Thế Đô Thị,Adventure,Đang cập nhật,"Action, Fantasy, Manhua, Adventure, ","39,967",4,39967,Chapter 4: Sự thay đổi của nhân loại
113,Đi Chơi Cùng Nữ Game Thủ,Comedy,Đang cập nhật,"Slice of Life, Comedy, ","39,965",4,39965,Chapter 32: Lựa kính cho cô bạn game thủ
114,FRUIT JUICE,,Đang cập nhật,", ","39,958",4,39958,Chapter 1
115,Makenshi No Maken Niyoru Maken No Tame No Harem Life,Adventure,Fukuryu - Saya Kojima,"Harem, Shounen, Romance, Fantasy, Adventure, Action, Comedy, ","39,958",4,39958,Chapter 6.1
116,"Mùa hè năm đó, em",Romance,Đang cập nhật,"Romance, ","39,954",4,39954,Chapter 6
117,Tsukushi mates,Shoujo-ai,"Yuuji,Kouji","Manga, Shoujo-ai, ","39,952",4,39952,Tsukushi mates chap 54
118,Higashi No Kurume To Tonari No Meguru,School Life,ABIKO Yu,"Romance, School Life, Manga, ","39,950",4,39950,Higashi no kurume to tonari no meguru chap 025 end
119,Aimer,Action,Gu Dong In,"Sci-fi, Shounen, School Life, Adventure, Action, Comedy, Webtoon, ","39,949",4,39949,Aimer chapter 005
120,Shinya Shokudou - Quán ăn về đêm,Slice of Life,Abe Yarou,"Slice of Life, Comedy, ","39,975",4,39975,Chapter 57
121,Mr.blue,Drama,Đang cập nhật,"Drama, Mystery, Gender Bender, Manga, Psychological, ","39,936",4,39936,Chapter 4
122,Noel,Drama,Nakamura Asumiko,"Drama, Fantasy, Romance, One Shot, ","39,929",4,39929,Noel oneshot
123,Ookami Nanka Kowakunai!,Shoujo,Ikeyamada Go,"Romance, School Life, Shoujo, Comedy, ","39,920",4,39920,Ookami nanka kowakunai! chap 4
124,White Waltz,,Đang cập nhật,", ","39,920",4,39920,Chapter 10
125,Ngôn ngữ kí hiệu,Shounen-ai,Mình thích thì mình post hoi,"Slice of Life, Manhwa, Đam Mỹ, Shounen-ai, Comedy, Yaoi, ","72,772",4,72772,Ep.39
126,Em Là Cô Dâu Của Anh [Truyện Sims],Slice of Life,ĐCN,"Psychological, Romance, Shoujo, Slice of Life, School Life, ","39,912",4,39912,Em là cô dâu của anh [truyện sims] chap 20
127,Hạnh phúc của em là anh,Romance,LiLi Ặc,"Romance, Xuyên không, ","39,912",4,39912,Chap 1: kiếp trước của tôi
128,Haru no Houtai Shoujo,Seinen,SATOU Mito,"Drama, Seinen, Romance, School Life, Supernatural, Tragedy, ","39,928",4,39928,Haru no houtai shoujo chương 17 end
129,Survival - Shounen S no Kiroku,Adventure,"SAITO Takao,MIYAGAWA Akira","Drama, Adventure, Shounen, ","87,953",4,87953,Survival 
130,Điện hạ muốn theo cao,Xuyên không,Đang cập nhật,"Xuyên không, ","39,910",4,39910,Chap 17
131,Bật Hack Tại Thế Giới Khác,Action,Đang cập nhật,"Action, Xuyên Không, Manhua, Adventure, ","39,908",4,39908,Chapter 2
132,Kare Wa Tsumetai Furi O Shite,School Life,Hoshimori Yukimo,"Romance, School Life, Shoujo, ","39,907",4,39907,Kare wa tsumetai furi o shite chap 2: chap 2
133,Đại Thánh Và Tiểu Yêu,Shoujo,Đang cập nhật,"Romance, Shoujo, Comedy, Manhua, ","39,906",4,39906,Chapter 73
134,Liêu Cung Phong Hoa,Drama,Ssâuu,"Cổ Đại, Drama, Xuyên không, Manhua, ","39,907",4,39907,Thông báo 
135,Boy On The Run,Sports,HANAZAWA Kengo,"Drama, Romance, Comedy, Sports, ","39,904",4,39904,Boy on the run chap 029
136,Babylon Vương Phi,Comedy,Đang cập nhật,"Cổ Đại, Romance, Comedy, Manhua, Xuyên Không, ","39,901",4,39901,Chapter 19
137,Nekowappa!,Supernatural,Matsumoto Naoya,"Comedy, Supernatural, Shounen, ","39,899",4,39899,Chapter 13: (End)
138,Mangaka-san to Assistant-san to 2,Manga,Hiroyuki,"Romance, Manga, ","39,898",4,39898,Chapter 40
139,BlazBlue - Chimelical Complex,Adventure,Arc System Works - KOBAYAKAWA Haruyoshi,"Action, Adventure, Shounen, ","39,896",4,39896,Chapter 10
140,The Devil Mansion’s Teacher,One Shot,Houjou Yutori - Mochizuki Kako,"One Shot, Shoujo, Comedy, Supernatural, ","39,893",4,39893,Chapter 1
141,imori 201,Seinen,Imai Yuu,"Romance, Slice of Life, Seinen, Comedy, ","39,891",4,39891,Imori 201 chapter 7
142,Jitsu wa Watashi wa information,Romance,MASUDA Eiji,"Romance, School Life, Manga, ","39,890",4,39890,Chapter 229
143,"Hetalia Dj - Merry Christmas, Mr.",Drama,Đang cập nhật,"Drama, Shounen Ai, Doujinshi, ","39,885",4,39885,Chapter 1: One shot
144,The Arrival,Sci-fi,SHAUN TAN TRẦN CHÍ DŨNG,"Horror, Sci-fi, Adventure, ","39,877",4,39877,The Arrival OneShot
145,Ugly duckling,Romance,Lee Sul Gi,"Drama, Romance, Shoujo, ","39,872",4,39872,Chapter 5: 
146,Darren Shan,Action,Takahiro Arai & Darren Shan,"Action, Adventure, Horror, Sci-fi, Manga, ","39,871",4,39871,Chapter 88
147,Ouji to Houkago,Shoujo,Haruki Saki,"Romance, Shoujo, ","39,868",4,39868,Ouji to houkago chap 01
148,Long Nhân (truyện việt),Action,Đang cập nhật,"Action, Comedy, Adventure, Shounen, ","39,860",4,39860,Chapter 6
149,Tây Du Đường Tam Tạng,Action,Đang cập nhật,"Action, Fantasy, Martial Arts, Adventure, Mystery, ","39,862",4,39862,Chapter 14
150,Tuân Mệnh! Nữ Vương Bệ Hạ,Romance,,"Action, Romance, Comedy, Manhua, ","39,854",4,39854,Tuân mệnh! nữ vương bệ hạ – chap 30
151,[Kantai Collection][Shigure X Yamashiro] Yama Shigure,,Ooshima Tomo,", ","39,849",4,39849,Chapter 1
152,Dĩ Hôn Chi Danh,Manhua,Đang cập nhật,"Romance, Manhua, ","39,851",4,39851,Chapter 17.2
153,Sayonara Watashitachi,Shoujo,Ayuko,"Drama, Romance, Shoujo, One Shot, Tragedy, ","39,846",4,39846,One Shot
154,Arasa Quest,Adventure,Amano Shiro,"Shounen, Romance, Fantasy, Adventure, Comedy, Manga, ","39,846",4,39846,Chapter 3: Trường xuân quyết
155,Mejaz - Nhân gian ngọc ,Manhua,Hòe Minh,"Cổ Đại, Manhua, ","39,877",4,39877,Chapter 61
156,Middle Schooler × Housewife,Shoujo,Đang cập nhật,"Shoujo, Shoujo Ai, ","39,843",4,39843,Chapter 0
157,Chouritsu Houmuru Zyklus:code,Manga,Ninomiya Ai - Katagiri Ikumi,"Romance, Josei, Supernatural, Manga, ","53,414",4,53414,Chapter 3
158,Thiên Cơ Tam Quốc,Manhua,Đang cập nhật,"Mystery, Manhua, Shounen, Shoujo, Adventure, Action, Xuyên Không, ","39,843",4,39843,Chapter 19
159,Massacre Happy End,Psychological,Shin Miyazuki,"Action, Mystery, Psychological, ","39,837",4,39837,Chapter 1
160,Trường Phong Quyển,Đam Mỹ,Huyển Âm Các,"Cổ Đại, Manhua, Đam Mỹ, ","71,703",4,71703,Chap 5
161,Phản Chiếu ( truyện Việt Nam ),VnComic,Đang cập nhật,"VnComic, Slice of Life, School Life, Shoujo, Shoujo-ai, Comedy, ","39,819",4,39819,Chapter 3
162,Terror,,Đang cập nhật,", ","39,818",4,39818,Chapter 1
163,Ecstacy Heart,School Life,坂本キヨシ,"Romance, School Life, Sports, ","39,808",4,39808,Chapter 0
164,"Hello, Mr. Rabbit",Romance,Murata Mayu,"Romance, Shoujo, One Shot, ","39,804",4,39804,One Shot
165,Million Girl,Mystery,MOMOYUKI Kotori,"Drama, Mystery, Shoujo, Comedy, ","39,801",4,39801,Million girl chap 006: trò chơi kẻ phản bội
166,"Professor Oshima, Teach me!",Webtoon,KojiYuu,"Romance, Webtoon, Soft Yuri, School Life, Shoujo, Anime, Shoujo-ai, ","39,799",4,39799,"Professor Oshima, Teach me! OneShot"
167,Chinpui,Comedy,FUJIKO F. Fujio,"Comedy, Supernatural, ","39,813",4,39813,Chapter 6
168,Đại pháp sư đế quốc ta lại là con gái của Ác Ma nước láng giềng,Mystery,SiH,"Mystery, Comic, VnComic, Historical, ","39,798",4,39798,Test thử chap 1
169,Viehmannin Wa Utau,Mystery,Yamaguchi Miyuki,"Mystery, Drama, Romance, Fantasy, Shoujo, Adventure, Comedy, ","39,796",4,39796,Viehmannin wa utau chap 5:
170,Dennou Alice to Inaba-kun,Drama,KUSAKA Shinya,"Drama, Mystery, Romance, Sci-fi, Shounen, ","39,792",4,39792,Dennou alice to inaba
171,Nhật Ký Lọ Lem,Romance,Fujita Kazuhiro,"Romance, ","39,791",4,39791,Chapter 4
172,Kamidori,Manga,Đang cập nhật,"Action, Adventure, Historical, Manga, ","39,787",4,39787,Kamidori chap 0
173,Dạ Du Thần,School Life,,"Mystery, School Life, Horror, Manhua, ","39,774",4,39774,Dạ Du Thần chap 40
174,Thảm Họa Mã 0,Action,Đang cập nhật,"Action, Manhua, Shounen, ","39,772",4,39772,Chapter 18
175,Vương Bái Thiên Sứ Và Tiểu Manh Yêu,Comedy,Đêm trăng nhỏ,"Drama, Comedy, Manhua, ","20,611",4,20611,Chap 3
176,Hoshikuzu Gakuen C Course,Drama,Namako,"Drama, Slice of Life, Romance, School Life, Shoujo, Comedy, ","39,754",4,39754,Chapter 5
177,Vợ chưa đủ yêu,Drama,Tiêu Hồ Vãn Nguyệt,"Drama, Romance, Manhua, ","39,752",4,39752,Chap 67:kết thúc
178,Devil and Devil,Action,Miyoshi Yuki,"Action, School Life, Manga, Sci-fi, ","39,753",4,39753,Chapter 87
179,Rockman - Chiến binh thế giới ảo,Action,TAKAMISAKI Ryo,"Action, School Life, Comedy, Sci-fi, ","39,742",4,39742,Chapter 68
180,Lang quân,Đam Mỹ,Thần cư manhua,"Soft Yaoi, Manhua, Đam Mỹ, ","39,740",4,39740,Chương 20: Hôn mê
181,Magicalize (Inomaru),Supernatural,Đang cập nhật,"Drama, Harem, Seinen, Shounen, Romance, Supernatural, Action, ","39,736",4,39736,Chapter 12
182,Gintoki no Harem - short DJ,Doujinshi,Nhiều tác giả,"Shoujo Ai, One Shot, Doujinshi, Shounen, ","39,732",4,39732,Chapter 2
183,Khắc Kim Phong Thần,Manhua,KUDO,"Manhua, Comic, Magic, ","39,728",4,39728,Chap 3
184,Majo no Ie: Ellen no Nikki,Drama,Đang cập nhật,"Drama, Horror, Supernatural, ","39,713",4,39713,Chapter 9
185,Nữ Thần Dối Trá,Tạp chí truyện tranh,Munks,"Tạp chí truyện tranh, Xuyên không, Manga, ","39,712",4,39712,Mở đầu
186,Cửa hàng tình yêu đa năng,Webtoon,Ari,"Fantasy, Manhua, Webtoon, ","39,721",4,39721,Chap 20
187,Chiếc tủ lạnh nữ số 1,Comedy,Tori Miki,"Psychological, Comedy, One Shot, ","39,710",4,39710,Chapter 0
188,Giỏ Trái Cây - Fruit Basket,Supernatural,Takaya Natsuki,"Drama, Harem, Romance, School Life, Shoujo, Supernatural, Psychological, Comedy, ","39,708",4,39708,Chapter 23
189,Dũng cảm để yêu em,Comic,Đang cập nhật,"Romance, Comic, ","39,707",4,39707,Chapter 5
190,Đại viên thần,Fantasy,Rong Rong,"Action, Fantasy, Manhua, Shounen, ","39,704",4,39704,Đại viên thần chap 016: cam đảm để yêu
191,Your Cuteness,Shoujo-ai,Otsu Hiyori,"Romance, Comedy, Shoujo-ai, ","39,700",4,39700,Your cuteness 5
