,name,category,author,categories_list,view_count,ratting_value,ratting_count,chapter_cout
122,Lời Tỏ Tình Của Kẻ Nhát Gan,Manhua,Đang cập nhật,"Manhua, ","20,704",4,20704,Chapter 1
123,Cô Gái Vương Giả,School Life,Hwang Mi Ri,"Romance, School Life, Shoujo, ","20,697",4,20697,Cô gái vương giả tập 10.4
124,Kami no Kodomo,Josei,Đang cập nhật,"Psychological, Horror, Josei, ","20,696",4,20696,Chapter 11
125,Blue Lock,Manga,KANESHIRO Muneyuki - Nomura Yuusuke,"Action, Drama, Shounen, Manga, Sports, ","20,684",4,20684,Chapter 71
126,Seijo no Maryoku Wa Bannou Desu,Manga,Tachibana Yuka,"Slice of Life, Josei, Supernatural, Manga, ","20,669",4,20669,Chapter 6.1
127,Eleceed,Comedy,Đang cập nhật,"Action, School Life, Comedy, ","20,660",4,20660,Chapter 51
128,Shinkuu Yuusetsu,,Đang cập nhật,", ","20,654",4,20654,Chapter 11: 
129,Cô dâu giả tạo,Manhua,Truyện tranh Iqiyi - Sweet Comic,"Romance, Manhua, ","24,672",4,24672,Chapter 31
130,Một Đồng Tiền Xu,Đam Mỹ,Kim Mi Na,"Manhua, Đam Mỹ, ","20,651",4,20651,Tb
131,Behind Master - Huyền Thoại Thiên Cẩu,Manga,SAKAMOTO Akira,"Action, Manga, Adventure, ","20,646",4,20646,Chapter 32.2
132,Datte Suki Nandamon,Drama,Yoshizumi Wataru,"Drama, Romance, ","20,644",4,20644,Datte suki nandamon chap 010 [End]
133,Đoạn tội loa toàn,Manhua,Đang cập nhật,"Manhua, ","20,642",4,20642,Chapter 7
134,Convergence: Green Lantern - Parallax,Drama,DC Comics,"Action, Drama, Comic, Sci-fi, ","20,639",4,20639,Chapter 2
135,Sekai wa Kimi de Mawatteru,,Đang cập nhật,", ","20,635",4,20635,Chapter 2
136,Đất nước mùa xuân,Comedy,Đang cập nhật,"Action, Comedy, ","20,631",4,20631,Chapter 3
137,Tiền Bạc Và Quyền Lực,Manhwa,Han Dong woo - Lee Doo hee,"School Life, Manhwa, Shounen, ","20,626",4,20626,Chapter 35
138,Otome Sensou,Manga,OHNISHI Kouichi,"Action, Manga, Historical, Tragedy, ","20,619",4,20619,Chapter 9
139,Cathexis,Mystery,"Sanada Shuuhei,Murai","Mystery, Slice of Life, One Shot, Supernatural, ","20,614",4,20614,Cathexis one shot
140,Hắc Ám Tây Du,Fantasy,Ma Quân,"Mystery, Fantasy, Horror, Manhua, Supernatural, ","20,613",4,20613,Chapter 1
141,Vương Bái Thiên Sứ Và Tiểu Manh Yêu,Manhua,Đêm trăng nhỏ,"Drama, Comedy, Manhua, ","20,612",4,20612,Chap 3
142,Lớp học quái thai,Magic,Young Pa Kya,"School Life, Comedy, Magic, Manhwa, ","20,611",4,20611,Lớp học quái thai chap 2
143,Gia Đình Ma Cà Rồng,Horror,Đang cập nhật,"Drama, Horror, Romance, Supernatural, Action, Comedy, ","20,611",4,20611,Chapter 5
144,Ngọt vị yêu đương,Manhua,一直看x仟绘动漫x噼咔噼,"Romance, Manhua, ","20,611",4,20611,Chap 5
145,Kami Ka Akuma Ka,Shoujo,,"Romance, School Life, Shoujo, Supernatural, ","20,611",4,20611,Kami Ka Akuma Ka chap 8 end
146,Giao ước quỷ ,Josei,Gấu_nâu ,"Romance, Slice of Life, Shoujo, Josei, ","20,609",4,20609,Chap 1
147,Ảo Mộng Trường An,Drama,Thanh Đình Động Mạn x Thi Duyệt Võng Lạc,"Drama, Comedy, Adventure, Sci-fi, ","20,604",4,20604,Chap 8
148,Những lá thư của Yeon,School Life,Đang cập nhật,"Drama, School Life, Webtoon, ","20,603",4,20603,Chapter 1
149,Secret Invasion,Fantasy,Marvel,"Action, Fantasy, Adventure, ","20,601",4,20601,Chapter 8
150,Tuấn Sủng Có Độc,Harem,Đang cập nhật,"Drama, Romance, Harem, Manhua, Shoujo, ","20,582",4,20582,Chapter 7
151,Tonari no Inuyama-kun,One Shot,TSUKUBA Sakura,"Romance, School Life, Shoujo, Comedy, One Shot, ","20,578",4,20578,Tonari no inuyama
152,Chiến Luyến Cáo Tiệp,Romance,Đang cập nhật,"Drama, Romance, Shoujo, Comedy, Manhua, ","20,578",4,20578,Chapter 29
153,Sakura no Ichiban,Mystery,KAGESAKI Yuna,"Mystery, Slice of Life, Romance, School Life, Action, Martial Arts, ","20,574",4,20574,Sakura no ichiban chapter 25_end
154,Bibi Iris,Manhwa,Kim Kang Won,"Romance, Shoujo, Manhwa, ","20,566",4,20566,Chapter 6
155,"Shijou Saikyou No Mahou Kenshi, F Rank Boukensha Ni Tensei Suru ~ Kensei To Matei",Fantasy,Đang Cập Nhật,"Action, Fantasy, Adventure, ","20,566",4,20566,Chương 12
156,Thúc Thúc! Bảo Bảo Không Muốn Loạn Luân!,Xuyên không,Lannie,"Xuyên không, ","20,563",4,20563,Chap 1 
157,All You Need Is Kill,Action,"Obata Takeshi,SAKURAZAKA Hiroshi,TAKEUCHI Ryousuke","Action, Comedy, ","20,557",4,20557,All you need is kill chap 17
158,Natsukashi Machi no Rozione,Sci-fi,Sumomo Yumeka,"Romance, One Shot, Sci-fi, Manga, ","20,556",4,20556,Chapter 4
159,Chỉ Nhiễm Thành Hôn,Manhua,Viêm Thủy Lâm,"Romance, Manhua, ","20,551",4,20551,Chapter 217
160,Papa no Iu Koto o Kikinasai! - Echoes of Sora,Slice of Life,"Matsu Tomohiro,Ejiri Natsuki","Drama, School Life, Comic, Slice of Life, Seinen, ","20,547",4,20547,Papa no iu koto o kikinasai! 
161,Kirara No Hoshi,Shoujo,MORINAGA Ai,"Romance, School Life, Shoujo, Comedy, ","20,535",4,20535,Chapter 6
162,Cương Thi 1995,Supernatural,坂本キヨシ,"Manhua, Horror, Supernatural, ","20,530",4,20530,Chapter 11
163,Tatoe Hai Ni Natte Mo,Gender Bender,Oniyazu Kakashi,"Mystery, Drama, Horror, Psychological, Gender Bender, Supernatural, Manga, ","52,362",4,52362,Tatoe hai ni natte mo chap 2a (cần trans tiếng trung)
164,10 year rain,Shoujo,Morishita Suu,"Drama, Romance, Shoujo, ","20,516",4,20516,10 year rain chap 1
165,Câu lạc bộ bí mật của những quý ông,Slice of Life,Tetzco Akitsu,"Slice of Life, Comedy, Josei, ","20,507",4,20507,Chapter 10: End
166,Mỹ Vị x Dụ Hoặc,Manhua,Đàm Khâu Các ,"Romance, Comedy, Manhua, ","20,500",4,20500,Chapter 4
167,Dictatorial Grimoire,Josei,KANOU Ayumi,"Fantasy, Josei, Supernatural, ","20,497",4,20497,Dictatorial grimoire chap 2
168,Argate,Adventure,Updating,"Action, Fantasy, Adventure, Shounen, ","20,495",4,20495,Chương 18
169,Chư giới - Tận thế online,Action,Đang cập nhật,"Action, Fantasy, Romance, Manhua, Adventure, ","20,495",4,20495,Chapter 9
170,Sống Chung Là Để Học Tập,Romance,,"Romance, School Life, Shoujo, Manhua, ","20,493",4,20493,Sống chung là để học tập 
172,KITSUNE - Chàng Cáo và tôi,Shoujo,Explosion Boy,"Romance, Shoujo, Comedy, VnComic, ","20,482",4,20482,Chap 7 
173,Hôn lễ báo thù,Comedy,Đang cập nhật,"Romance, Comedy, Manhwa, ","20,482",4,20482,Chapter 21
174,"Em chỉ cần sống vui vẻ, mọi chuyện để anh lo",Romance,Giang Kỉ Ngôn,"Romance, Manga, ","20,481",4,20481,Chap 2:
175,King of Fighters XII,Action,,"Action, Fantasy, Adventure, ","20,480",4,20480,King of fighters xii king of fighters xii chapter 001
176,Á Nô,Đam Mỹ,Đang cập nhật,"Cổ Đại, Manhua, Đam Mỹ, ","20,479",4,20479,Chapter 7
177,Suki to Ienai,Shoujo,Miyawaki Yukino,"Drama, Romance, Shoujo, Comedy, One Shot, ","47,614",4,47614,"""Suki"" to Ienai OneShot"
178, Nam Chủ Đích Mã Thị Hồ Ly Tinh,Cổ Đại,赛客斯文化,"Cổ Đại, Action, Comedy, Manhua, ","20,469",4,20469,Chap 7
179,Love Junkies,Comedy,Kyo Hatuski,"Romance, Drama, Seinen, Comedy, ","20,463",4,20463,Chap 71
180,Học Nhóm,Manhwa,Đang cập nhật,"Manhwa, Shounen, Drama, School Life, Action, Martial Arts, ","20,453",4,20453,Chapter 70
181,CÔNG CHÚA NAM YÊN,Drama,Yu-Chin Lin,"Drama, Romance, Shoujo, Comedy, Historical, ","20,447",4,20447,Công chúa nam yên tập 1 chương 2
182,Hành trình thuần hóa vợ nhỏ của tổng tài,Romance,Lorina,"Romance, ","20,445",4,20445,Chap 13
183,STEINS;GATE 0,Seinen,Đang cập nhật,"Drama, Seinen, Sci-fi, Tragedy, ","20,440",4,20440,Chapter 1: (preview)
184,ANH GHÉT EM !,Comic,OY NM,"Comic, Shoujo-ai, ","20,438",4,20438,Chap 2
185,Rain +,Fantasy,Hayase Hashiba,"Soft Yuri, School Life, One Shot, Fantasy, ","20,430",4,20430,Rain + OneShot
186,Evergreen Tea,Comedy,"Go Byeong Jun,Je Nyu","Mystery, Fantasy, Romance, Comedy, School Life, ","20,425",4,20425,Evergreen tea 015
187,Hồ Thoại Hồ Thuyết,Xuyên Không,,"Romance, Fantasy, Shoujo, Xuyên Không, Manhua, ","20,421",4,20421,Hồ thoại hồ thuyết – chap 80
188,Pashiri na Boku to Koisuru Banchou,Shounen,Đang cập nhật,"Romance, School Life, Comedy, Shounen, ","20,420",4,20420,Chapter 76
189,Kedamono Arashi - Kiss Me Baby!,Manga,Morry Kuroi,"Romance, Đam Mỹ, Manga, Yaoi, ","20,409",4,20409,Chap 2
190,Heroes of Fury,Fantasy,Murata Yuusuke,"Fantasy, Comedy, One Shot, Shounen, ","20,407",4,20407,Heroes of fury oneshot
