,name,category,author,categories_list,view_count,ratting_value,ratting_count,chapter_cout
90,Twitter-san,Seinen,Tsukigi Kousuke,"Slice of Life, Seinen, Comedy, Manga, ","68,679",4,68679,Chapter 3: Khách đến thăm nhà
91,Tổng tài thịnh sủng tiền thê,Manhua,Văn hóa Bắc Hòa - Sweet Comic,"Drama, Romance, Manhua, ","68,673",4,68673,Chapter 20: END
92,[Truyện Tranh] L-DK - Bản Full Tiếng Việt Mới Nhất,Shoujo,Watanabe Ayu,"Romance, School Life, Shoujo, Comedy, Manga, ","68,658",4,68658,Chapter 96: End
93,My Little Sister Cant Be This Cute,,Fushimi Tsukasa,", ","68,777",4,68777,Chapter 26
94,Em Vẫn Còn Nhỏ,Romance,Đang cập nhật,"Drama, Romance, Comedy, Manhua, ","68,647",4,68647,Chapter 103
95,Bổn Tế Tu Chính Là Tiện Đạo,Mystery,Bác Dịch Động Mạn,"Action, Fantasy, Manhua, Mystery, ","68,685",4,68685,Chapter 91
96,Nụ Hôn Đầu,Manhwa,Hwang Mi Ri,"Drama, Manhwa, Romance, School Life, Shoujo, Comedy, ","68,636",4,68636,Chapter 10
97,Rakuen no Kami Musume,Seinen,Đang cập nhật,"Seinen, ","68,635",4,68635,Chapter 3
98,Đào Hoa Chước,Webtoon,,"Mystery, Manhua, Webtoon, ","68,633",4,68633,Đào hoa chước – chap 3
99,Old Boy,Mystery,"Minegishi Nobuaki,Tsuchiya Garon","Mystery, Psychological, Seinen, Drama, Action, ","68,631",4,68631,Old boy chap 79
100,Vampire Kisses: Blood Relatives,Action,"Ellen Schreiber,Elisa Kwon","Mystery, Drama, Romance, Shoujo, Action, Comedy, ","68,627",4,68627,Vampire kisses: blood relatives chap 15: trận chiến bất tử
101,Thử 1 lần nhé,Romance,Đang cập nhật,"Romance, School Life, Shoujo, Comedy, ","68,623",4,68623,Chapter 17
102,Chỉ Mình Anh,Comedy,Han Yu Rang,"Romance, Comedy, Manhua, ","68,621",4,68621,Chapter 12
103,Guru Guru Ponchan,Manga,Ikezawa Satomi,"Romance, Comedy, Manga, ","68,620",4,68620,Chapter 11
104,Cô bé robot,Comedy,Toriyama Akira,"Sci-fi, Comedy, Adventure, Shounen, ","68,617",4,68617,Chapter 130
105,Captain Tsubasa : Rising Sun,Sports,Takahashi Yoichi,"Sports, ","68,857",4,68857,Chapter 93
106,Nữ Tổng Tài Đích Cận Thân Cuồng Binh,Adventure,Đang cập nhật,"Romance, Manhua, Adventure, ","68,604",4,68604,Chapter 0
107,Kongou Banchou,Action,Suzuki Nakaba,"Action, Adventure, Sci-fi, Manga, ","68,606",4,68606,Chapter 114: 
108,The undead lord of the palace of darkness,Horror,Tsukikage - Merontomari,"Horror, Shounen, Romance, Fantasy, Action, Manga, ","68,597",4,68597,Chapter 8
109,Hoa Hậu Giảng Đường Luôn Bên Người,Action,Đang cập nhật,"Action, Manhua, Adventure, ","68,591",4,68591,Chapter 88
110,Công Chúa Ẩm Thực,Comedy,Đang cập nhật,"Romance, Shoujo, Comedy, ","68,588",4,68588,Chapter 11
111,Nghịch hành thiên mệnh(drop),Harem,Thiên Bi Vu_ Thiên Lam,"Cổ Đại, Harem, ","68,583",4,68583,Chap 0
112,Amefuri Rhapsody,One Shot,Đang cập nhật,"Drama, One Shot, Romance, School Life, Shoujo, Comedy, ","68,580",4,68580,Chapter 1
113,Ông chồng nội trợ,Comedy,Oono Kousuke,"Comedy, Manga, ","68,582",4,68582,Chapter 42: 
114,Duyên Kỳ Ngộ,Comedy,Selena Lin,"Romance, Shoujo, Comedy, Manhua, ","68,575",4,68575,Chapter 11
115,Tần Thời Minh Nguyệt 5,Historical,Đang cập nhật,"Manhua, Comedy, Martial Arts, Historical, ","68,575",4,68575,Chapter 4
116,Sarishinohara #REMAKE,Drama,"MikitoP,CHRIS","Tạp chí truyện tranh, Slice of Life, Manga, Romance, School Life, Shoujo, Comedy, Drama, Tragedy, ","68,573",4,68573,Sarishinohara #REMAKE chap 01
117,Upotte!!,Anime,Tennouji Kitsune,"Action, School Life, Comedy, Anime, Shounen, ","68,571",4,68571,Upotte!! chap 28
118,Ma tôn đại nhân thua tôi chín vạn tuổi,Xuyên không,Hero moon,"Cổ Đại, Fantasy, Harem, Xuyên không, ","68,565",4,68565,Giới thiệu nhân vật ss1
119,Chiyahoya shite yo!,One Shot,MOMOI Sumire,"Romance, School Life, Harem, One Shot, Shoujo, ","68,557",4,68557,Chiyahoya shite yo! OneShot
120,Xuyên Mê Âm Phủ Gợn Sóng,Supernatural,Đang cập nhật,"Romance, Manhua, Comedy, Supernatural, ","68,556",4,68556,Chapter 1
121,Marsupilami,Slice of Life,Đang cập nhật,"Slice of Life, Romance, Fantasy, Adventure, Action, Comic, Comedy, ","68,529",4,68529,Chapter 1
122,Trẫm Quyết Định Giải Tán Hậu Cung,Manhua,Đang cập nhật,"Cổ Đại, Romance, Shoujo, Xuyên Không, Manhua, ","68,527",4,68527,Chapter 13
123,Teppen,Action,Đang cập nhật,"Action, Romance, Comedy, ","68,523",4,68523,Chapter 2
124,Người Bảo Vệ Thời Gian,Comedy,,"Comedy, Manhua, Romance, Shoujo, Supernatural, Xuyên Không, ","68,522",4,68522,Người bảo vệ thời gian – chap 11
125,Dokuhime - Công chúa độc dược,Tragedy,Đang cập nhật,"Drama, Josei, Romance, Fantasy, Psychological, Tragedy, ","68,522",4,68522,Chapter 15
126,Nguyên Long,Drama,Đang cập nhật,"Cổ Đại, Manhua, Drama, Adventure, Action, Xuyên Không, ","68,560",4,68560,Chapter 141
127,X-tai Shinsho,Comedy,Ezawa,"One Shot, Shounen, Supernatural, Historical, Action, Comedy, ","68,515",4,68515,X
128,Thú Cưng đặc biệt phần 3,Shounen,Kusaka Hidenori - Mato - Yamamoto Satoshi,"Action, Comedy, Adventure, Shounen, ","68,508",4,68508,Chapter 222
129,Thiểm manh thiếu nữ,Comic,Ling,"Slice of Life, Comic, Comedy, Manhua, Shoujo, ","68,508",4,68508,Chap 13
130,"A Story About Wanting To Commit Suicide, But It Doesnt Work",Romance,Kamis,"Romance, Comedy, Manga, ","68,506",4,68506,Chapter 39
131,Isekai de Slow Life wo,Adventure,Đang cập nhật,"Fantasy, Harem, Adventure, Shounen, ","68,579",4,68579,Chapter 12
132,N loại phương pháp để tra nam GAME OVER,Manhua,Dâu quý sờ tộc,"Cổ Đại, Xuyên không, Manhua, ","68,496",4,68496,Tôi là nữ chính trong game ? 
133,Misunderstanding,One Shot,,"One Shot, ","68,490",4,68490,Misunderstanding one shot
134,Hoshi no Samidare,Adventure,MIZUKAMI Satoshi,"Action, Adventure, Sci-fi, Manga, ","68,482",4,68482,Chapter 29
135,Ta Là Người Duy Nhất Đỡ Được Chiêu Cuối Của Quỷ Vương,Action,Đang cập nhật,"Seinen, Slice of Life, Fantasy, Adventure, Action, Comedy, Manga, ","30,664",4,30664,Chapter 18
136,Lích Tên vs Nô Đô Xu,One Shot,Akira Toriyama vs Fujiko F. Fujio,"Martial Arts, Comedy, One Shot, Manga, ","68,475",4,68475,Lích tên vs nô đô xu part 3 
137,Isshuukan Friends,Drama,Hazuki Maccha,"Drama, School Life, Comedy, Slice of Life, Shounen, ","68,474",4,68474,Chapter 11
138,Cẩm tú trùng sinh : chào buổi sáng Phó thái thái ,Xuyên không,Dâu quý sờ tộc,"Romance, Xuyên không, Manhua, ","68,470",4,68470,Chap 1.3
139,Taberu dake de level up,Action,Đang cập nhật,"Harem, Slice of Life, Romance, Fantasy, Action, Comedy, ","68,463",4,68463,Chapter 6
140,The pace of two,One Shot,Matsuda98,"Romance, School Life, One Shot, Shoujo-ai, ","68,460",4,68460,One Shot
141,Tây Du Kí hài,Comic,Chế,"Comic, ","68,458",4,68458,Tây du kí hài khỉ đá ra đời
142,Kimi wa petto,Manga,Ogawa Yayoi,"Manga, ","68,456",4,68456,Chapter 15
143,12 Giờ của Lọ Lem,Romance,Liz 栗子,"Romance, Comedy, Manhua, Sci-fi, Shoujo Ai, ","68,453",4,68453,Chapter 48
144,Tử Vong Hồi 2,Horror,,"Manhua, Horror, Supernatural, ","68,453",4,68453,Chapter 47
145,Cuộc sống trôi nổi ,Manhua,Jenny Viên ,"Romance, Cổ Đại, Shoujo, Manhua, ","68,451",4,68451,Chap 1.5 
146,Monster of Earth,Comedy,Đang cập nhật,"Comedy, ","68,451",4,68451,Chapter 6
147,Megami no Sprinter,Comedy,Đang cập nhật,"Romance, School Life, Comedy, Sports, ","68,449",4,68449,Chapter 10: Dâm nữ thức tỉnh
148,Mitsuami No Kami-Sama,,Đang cập nhật,", ","68,446",4,68446,Chapter 17
149,Junjou Romantica (Sự Lãng Mạn Thuần Khiết),Romance,Đang cập nhật,"Drama, Romance, Manga, ","68,450",4,68450,Chapter 6
150,Bạn gái tôi là số một,Romance,Iori,"Romance, Slice of Life, Comedy, Shounen, ","68,442",4,68442,Chapter 19
151,Tôi đã yêu anh trai mình,Drama,Đang cập nhật,"Drama, Romance, Manhua, ","68,442",4,68442,Chapter 10
152,Long Hổ Môn - Võ Công Đại Toàn,Manhua,,"Manhua, Martial Arts, ","68,441",4,68441,Long hổ môn 
153,Nhất Kiếm Độc Tôn,Manhua,Đang cập nhật,"Action, Mystery, Manhua, Adventure, ","68,442",4,68442,Chapter 81
154,Cặp đôi không hoàn hảo,School Life,Moo,"Romance, School Life, Shoujo, ","68,438",4,68438,Cặp đôi không hoàn hảo chap 9
155,Mikio & Mikio,Fantasy,Fujiko F. Fujio,"Fantasy, Manga, ","68,436",4,68436,Chapter 18.5
156,Phượng Hoàng Ngàn Năm,Comedy,Đang cập nhật,"Cổ Đại, Romance, Comedy, Manhua, Xuyên Không, ","68,436",4,68436,Chapter 33
157,Em chỉ thuộc về tôi!(Drop) ,Đam Mỹ,RG_TM,"Đam Mỹ, Yaoi, ","68,435",4,68435,Thông báo chính thức!! 
158,Nghịch Đồ Tại Thượng,Cổ Đại,Tiểu Tôn Tuyết Đăng,"Cổ Đại, Comedy, Manhua, ","68,423",4,68423,Chương 1
159,YAMI NO AEGIS,Manga,,"Manga, ","68,423",4,68423,Yami no aegis chap 55:
160,Gekkan Shoujo Nozaki-kun Anthology,Comedy,,"Slice of Life, School Life, Comedy, Shounen, ","68,419",4,68419,Gekkan shoujo nozaki
161,hộ vệ siêu cấp của đại tiểu thư,Comic,forest comic,"Action, Drama, Comic, Manhua, ","68,418",4,68418,bản lĩnh của tiểu lộ
162,Huyết Tử Chiến,School Life,Đang cập nhật,"Action, Fantasy, Shounen, School Life, ","68,415",4,68415,Chapter 1
163,Touhou - Yamagoya Blaze,,Đang cập nhật,", ","68,406",4,68406,Chapter 1: Oneshot
164,Tương Tư Ly Thành,Manhua,Team Cao Tuổi,"Romance, Comedy, Manhua, ","68,404",4,68404,Chapter 3: Là bạn trai đúng không?
165,Vì sợ đau nên tôi nâng hết cho phòng thủ,Fantasy,"Yuumikan, Oimoto (OIMOTO Jirou)","Action, Fantasy, Slice of Life, Adventure, Comedy, ","68,400",4,68400,Chapter 14
166,Người Tu Tiên Tại Đô Thị,Manhua,Đang cập nhật,"Manhua, ","68,399",4,68399,Chapter 83
167,T-Rex na Kanojo,Fantasy,Sanzo,"Fantasy, Comedy, Shounen, ","68,399",4,68399,T
168,Mắt rồng,Shounen,Fujiyama Kairi,"Action, Comedy, Supernatural, Adventure, Shounen, ","68,397",4,68397,Mắt rồng chap 2 (p2)
169,Eight,Seinen,Kamijo Atsushi,"Psychological, Seinen, Supernatural, ","68,397",4,68397,Eight chapter 18
170,Kimi ni Oboreru Shinzou,Shoujo,YAGAMI Rina,"Drama, Slice of Life, Romance, Comedy, Shoujo, ","68,397",4,68397,Chapter 3
171,Golden Days,Adventure,Takao Shigeru,"Manga, Adventure, ","68,396",4,68396,Chapter 20
172,Kajika,Adventure,Akira Toriyama,"Adventure, Manga, ","68,393",4,68393,Chapter 12: 
173,Non-Human,Webtoon,,"Horror, Manhua, Webtoon, ","68,388",4,68388,Non
174,Hua Cao Guan Xi,Gender Bender,Ryan,"Romance, Gender Bender, Shoujo, Manhua, School Life, ","68,387",4,68387,Hua cao guan xi chap 1.2
175,Lớp Trưởng Đại Nhân,Slice of Life,Trần Lam,"Slice of Life, School Life, Manhua, ","68,385",4,68385,Lớp Trưởng Đại Nhân Chap 78 [End]
176,Garens girls,Harem,Chazzpineda,"Romance, Harem, Comedy, One Shot, ","68,378",4,68378,Chapter 18
177,Colette wa Shinu Koto ni Shita,Romance,YUKIMURA Alto,"Romance, Fantasy, Comedy, ","68,379",4,68379,Chapter 87
178,Quỷ Vương,Manga,Tạ Phong,"Manga, ","68,375",4,68375,Quỷ vương chap 58
179,Takane no Ran-san,Romance,Đang cập nhật,"Romance, School Life, Shoujo, Comedy, ","68,373",4,68373,Chapter 11.2
180,Infinite Stratos New Version,Seinen,"Yuuki Homura,Yumizuru Izuru","Romance, Mecha, Harem, Comedy, Seinen, ","68,392",4,68392,Infinite stratos new version chap 6b
181,Haikyu!! - Oneshot,Manga,Không rõ - Sưu tầm,"One Shot, Manga, ","68,361",4,68361,Chapter 1: Oneshot
182,Touhou - Soga no Tojiko wa Koranai Wa no Shou,Supernatural,cis,"Mystery, Drama, Psychological, Supernatural, Historical, Doujinshi, ","68,354",4,68354,One Shot
183,Vocaloid no Doujinshi,Romance,Đang cập nhật,"Drama, Romance, School Life, Action, Comedy, Doujinshi, ","68,353",4,68353,Chapter 1
184,Sirius,Comedy,Đang cập nhật,"Drama, Fantasy, Romance, Comedy, Webtoon, ","68,353",4,68353,Chapter 1
185,Brightest Day,Sci-fi,DC Comics,"Action, Mystery, Comic, Adventure, Sci-fi, ","68,350",4,68350,Brightest day chap 24
186,Wild Pitch,,Đang cập nhật,", ","68,341",4,68341,Chapter 2: 
187,The Weirdo,Psychological,,"Drama, Mystery, Seinen, Psychological, ","68,339",4,68339,The weirdo chap 2
188,Naruto Ngoại Truyện : Khuôn Mặt Của Thầy Kakashi,,Đang cập nhật,", ","68,338",4,68338,Chapter 1
189,Ban Mai Xanh,Romance,Đang cập nhật,"Drama, Manhua, Romance, Supernatural, Historical, Tragedy, ","68,337",4,68337,Chapter 21
190,[Truyện Tranh] Lạc Vào Ký Túc Xá - Bản Tiếng Việt Mới Nhất,Shoujo,Han Yu Rang,"Romance, Shoujo, Comedy, ","68,336",4,68336,Chapter 11
191,Dính Chặt Với Nhau,Manhua,Bông Cải Luộc Team,"Slice of Life, Manhua, Đam Mỹ, Yaoi, ","68,336",4,68336,Chap 3
192,Meteor Methuselah,Action,Ozaki Kaori,"Action, Adventure, Sci-fi, Manga, ","68,324",4,68324,Chapter 63: [End]
